[2200, 1700]
[paragraph, [901.0, 199.0, 660.0, 36.0], bOjJNJpuEd, 5752225]
[paragraph, [136.0, 1196.0, 675.0, 36.0], SrYieMLBTe, 5752225]
[paragraph, [136.0, 1232.0, 675.0, 36.0], SrYieMLBTe, 5752225]
[paragraph, [136.0, 1268.0, 675.0, 36.0], SrYieMLBTe, 5752225]
[paragraph, [136.0, 1304.0, 675.0, 36.0], SrYieMLBTe, 5752225]
[paragraph, [136.0, 1340.0, 675.0, 36.0], SrYieMLBTe, 5752225]
[paragraph, [136.0, 1376.0, 675.0, 36.0], SrYieMLBTe, 5752225]
[paragraph, [136.0, 1412.0, 675.0, 36.0], SrYieMLBTe, 5752225]
[paragraph, [136.0, 1448.0, 675.0, 36.0], SrYieMLBTe, 5752225]
[paragraph, [136.0, 1484.0, 675.0, 36.0], SrYieMLBTe, 5752225]
[paragraph, [136.0, 1520.0, 675.0, 36.0], SrYieMLBTe, 5752225]
[paragraph, [136.0, 1556.0, 675.0, 36.0], SrYieMLBTe, 5752225]
[paragraph, [136.0, 1592.0, 675.0, 36.0], SrYieMLBTe, 5752225]
[paragraph, [136.0, 1628.0, 675.0, 36.0], SrYieMLBTe, 5752225]
[paragraph, [136.0, 1664.0, 675.0, 36.0], SrYieMLBTe, 5752225]
[paragraph, [136.0, 1700.0, 675.0, 36.0], SrYieMLBTe, 5752225]
[paragraph, [136.0, 1736.0, 675.0, 36.0], SrYieMLBTe, 5752225]
[paragraph, [136.0, 1772.0, 675.0, 36.0], SrYieMLBTe, 5752225]
[paragraph, [136.0, 1808.0, 675.0, 36.0], SrYieMLBTe, 5752225]
[paragraph, [136.0, 1844.0, 675.0, 36.0], SrYieMLBTe, 5752225]
[paragraph, [136.0, 1880.0, 675.0, 36.0], SrYieMLBTe, 5752225]
[paragraph, [136.0, 1916.0, 675.0, 36.0], SrYieMLBTe, 5752225]
[paragraph, [136.0, 1952.0, 675.0, 36.0], SrYieMLBTe, 5752225]
[paragraph, [898.0, 1154.0, 665.0, 36.0], BCXDuRwiBl, 5752225]
[paragraph, [898.0, 1190.0, 665.0, 36.0], BCXDuRwiBl, 5752225]
[paragraph, [898.0, 1226.0, 665.0, 36.0], BCXDuRwiBl, 5752225]
[paragraph, [898.0, 1288.0, 669.0, 36.0], 2xjqG07S3b, 5752225]
[paragraph, [898.0, 1324.0, 669.0, 36.0], 2xjqG07S3b, 5752225]
[paragraph, [898.0, 1360.0, 669.0, 36.0], 2xjqG07S3b, 5752225]
[paragraph, [898.0, 1396.0, 669.0, 36.0], 2xjqG07S3b, 5752225]
[paragraph, [898.0, 1432.0, 669.0, 36.0], 2xjqG07S3b, 5752225]
[paragraph, [898.0, 1468.0, 669.0, 36.0], 2xjqG07S3b, 5752225]
[paragraph, [898.0, 1504.0, 669.0, 36.0], 2xjqG07S3b, 5752225]
[paragraph, [898.0, 1594.0, 669.0, 36.0], jzUde22Zzo, 5752225]
[paragraph, [898.0, 1630.0, 669.0, 36.0], jzUde22Zzo, 5752225]
[paragraph, [898.0, 1666.0, 669.0, 36.0], jzUde22Zzo, 5752225]
[paragraph, [898.0, 1702.0, 669.0, 36.0], jzUde22Zzo, 5752225]
[paragraph, [898.0, 1738.0, 669.0, 36.0], jzUde22Zzo, 5752225]
[paragraph, [898.0, 1774.0, 669.0, 36.0], jzUde22Zzo, 5752225]
[paragraph, [898.0, 1810.0, 669.0, 36.0], jzUde22Zzo, 5752225]
[paragraph, [898.0, 1846.0, 669.0, 36.0], jzUde22Zzo, 5752225]
[paragraph, [898.0, 1882.0, 669.0, 36.0], jzUde22Zzo, 5752225]
[paragraph, [898.0, 1918.0, 669.0, 36.0], jzUde22Zzo, 5752225]
