[842, 595]
[paragraph, [53.0, 92.0, 242.0, 18.0], shoonya_14s49O4AKT4BGE, 5742588]
[paragraph, [54.0, 427.0, 240.0, 18.0], shoonya_0sJ0NL9WMJMED7, 5742588]
[paragraph, [54.0, 445.0, 240.0, 18.0], shoonya_0sJ0NL9WMJMED7, 5742588]
[paragraph, [54.0, 463.0, 240.0, 18.0], shoonya_0sJ0NL9WMJMED7, 5742588]
[paragraph, [54.0, 481.0, 240.0, 18.0], shoonya_0sJ0NL9WMJMED7, 5742588]
[paragraph, [54.0, 499.0, 240.0, 18.0], shoonya_0sJ0NL9WMJMED7, 5742588]
[paragraph, [54.0, 526.0, 241.0, 18.0], shoonya_5sEBWUUCPY6ASS, 5742588]
[paragraph, [54.0, 544.0, 241.0, 18.0], shoonya_5sEBWUUCPY6ASS, 5742588]
[paragraph, [54.0, 562.0, 241.0, 18.0], shoonya_5sEBWUUCPY6ASS, 5742588]
[paragraph, [301.0, 529.0, 246.0, 18.0], shoonya_10sWV52KLQICS0, 5742588]
[paragraph, [301.0, 547.0, 246.0, 18.0], shoonya_10sWV52KLQICS0, 5742588]
[paragraph, [301.0, 565.0, 246.0, 18.0], shoonya_10sWV52KLQICS0, 5742588]
[paragraph, [301.0, 583.0, 246.0, 18.0], shoonya_10sWV52KLQICS0, 5742588]
[paragraph, [301.0, 601.0, 246.0, 18.0], shoonya_10sWV52KLQICS0, 5742588]
[paragraph, [301.0, 619.0, 246.0, 18.0], shoonya_10sWV52KLQICS0, 5742588]
[paragraph, [52.0, 593.0, 244.0, 18.0], shoonya_6s2DS09ZZIVEBM, 5742588]
[paragraph, [52.0, 640.0, 243.0, 18.0], shoonya_4s5U4T39UVSP3O, 5742588]
[paragraph, [52.0, 658.0, 243.0, 18.0], shoonya_4s5U4T39UVSP3O, 5742588]
[paragraph, [52.0, 676.0, 243.0, 18.0], shoonya_4s5U4T39UVSP3O, 5742588]
[paragraph, [52.0, 694.0, 243.0, 18.0], shoonya_4s5U4T39UVSP3O, 5742588]
[paragraph, [52.0, 712.0, 243.0, 18.0], shoonya_4s5U4T39UVSP3O, 5742588]
[paragraph, [302.0, 651.0, 244.0, 18.0], shoonya_7sWHXTYVIGC5OV, 5742588]
[paragraph, [302.0, 669.0, 244.0, 18.0], shoonya_7sWHXTYVIGC5OV, 5742588]
[paragraph, [302.0, 687.0, 244.0, 18.0], shoonya_7sWHXTYVIGC5OV, 5742588]
[paragraph, [302.0, 705.0, 244.0, 18.0], shoonya_7sWHXTYVIGC5OV, 5742588]
[author, [472.0, 743.0, 68.0, 18.0], shoonya_11sLKADHHE4HLI, 5742588]
