[991, 609]
[folio, [282.0, 31.0, 67.0, 18.0], 5cNiNIBJtB, 5756712]
[ordered-list, [78.0, 789.0, 495.0, 18.0], d_nv2Npaax, 5756712]
[ordered-list, [78.0, 807.0, 495.0, 18.0], d_nv2Npaax, 5756712]
[ordered-list, [78.0, 825.0, 495.0, 18.0], d_nv2Npaax, 5756712]
[sub-ordered-list, [122.0, 87.0, 434.0, 18.0], BfxH10GIe7, 5756712]
[sub-ordered-list, [122.0, 105.0, 434.0, 18.0], BfxH10GIe7, 5756712]
[sub-ordered-list, [122.0, 123.0, 434.0, 18.0], BfxH10GIe7, 5756712]
[sub-ordered-list, [122.0, 141.0, 434.0, 18.0], BfxH10GIe7, 5756712]
[sub-ordered-list, [122.0, 159.0, 434.0, 18.0], BfxH10GIe7, 5756712]
[sub-ordered-list, [122.0, 177.0, 434.0, 18.0], BfxH10GIe7, 5756712]
[sub-ordered-list, [102.0, 211.0, 451.0, 18.0], 7CgLz4TR5_, 5756712]
[sub-ordered-list, [102.0, 229.0, 451.0, 18.0], 7CgLz4TR5_, 5756712]
[sub-ordered-list, [102.0, 247.0, 451.0, 18.0], 7CgLz4TR5_, 5756712]
[sub-ordered-list, [102.0, 265.0, 451.0, 18.0], 7CgLz4TR5_, 5756712]
[sub-ordered-list, [102.0, 283.0, 451.0, 18.0], 7CgLz4TR5_, 5756712]
[sub-ordered-list, [102.0, 301.0, 451.0, 18.0], 7CgLz4TR5_, 5756712]
[sub-ordered-list, [102.0, 319.0, 451.0, 18.0], 7CgLz4TR5_, 5756712]
[sub-ordered-list, [102.0, 337.0, 451.0, 18.0], 7CgLz4TR5_, 5756712]
[sub-ordered-list, [102.0, 355.0, 451.0, 18.0], 7CgLz4TR5_, 5756712]
[sub-ordered-list, [102.0, 373.0, 451.0, 18.0], 7CgLz4TR5_, 5756712]
[sub-ordered-list, [102.0, 391.0, 451.0, 18.0], 7CgLz4TR5_, 5756712]
[sub-ordered-list, [102.0, 409.0, 451.0, 18.0], 7CgLz4TR5_, 5756712]
[sub-ordered-list, [102.0, 427.0, 451.0, 18.0], 7CgLz4TR5_, 5756712]
[sub-ordered-list, [102.0, 445.0, 451.0, 18.0], 7CgLz4TR5_, 5756712]
[sub-ordered-list, [102.0, 463.0, 451.0, 18.0], 7CgLz4TR5_, 5756712]
[subsub-ordered-list, [125.0, 230.0, 420.0, 18.0], x70nXWCrrk, 5756712]
[subsub-ordered-list, [125.0, 248.0, 420.0, 18.0], x70nXWCrrk, 5756712]
[subsub-ordered-list, [125.0, 266.0, 420.0, 18.0], x70nXWCrrk, 5756712]
[subsub-ordered-list, [125.0, 284.0, 420.0, 18.0], x70nXWCrrk, 5756712]
[subsub-ordered-list, [125.0, 302.0, 420.0, 18.0], x70nXWCrrk, 5756712]
[subsub-ordered-list, [122.0, 360.0, 423.0, 18.0], _X01E2nHqq, 5756712]
[subsub-ordered-list, [122.0, 378.0, 423.0, 18.0], _X01E2nHqq, 5756712]
[subsub-ordered-list, [122.0, 396.0, 423.0, 18.0], _X01E2nHqq, 5756712]
[subsub-ordered-list, [122.0, 414.0, 423.0, 18.0], _X01E2nHqq, 5756712]
[subsub-ordered-list, [122.0, 432.0, 423.0, 18.0], _X01E2nHqq, 5756712]
[subsub-ordered-list, [122.0, 450.0, 423.0, 18.0], _X01E2nHqq, 5756712]
[sub-ordered-list, [97.0, 504.0, 466.0, 18.0], 0BZBzH8hbJ, 5756712]
[sub-ordered-list, [97.0, 522.0, 466.0, 18.0], 0BZBzH8hbJ, 5756712]
[sub-ordered-list, [97.0, 540.0, 466.0, 18.0], 0BZBzH8hbJ, 5756712]
[sub-ordered-list, [97.0, 558.0, 466.0, 18.0], 0BZBzH8hbJ, 5756712]
[sub-ordered-list, [97.0, 576.0, 466.0, 18.0], 0BZBzH8hbJ, 5756712]
[sub-ordered-list, [97.0, 594.0, 466.0, 18.0], 0BZBzH8hbJ, 5756712]
[sub-ordered-list, [97.0, 612.0, 466.0, 18.0], 0BZBzH8hbJ, 5756712]
[sub-ordered-list, [97.0, 630.0, 466.0, 18.0], 0BZBzH8hbJ, 5756712]
[sub-ordered-list, [97.0, 648.0, 466.0, 18.0], 0BZBzH8hbJ, 5756712]
[sub-ordered-list, [97.0, 666.0, 466.0, 18.0], 0BZBzH8hbJ, 5756712]
[sub-ordered-list, [97.0, 684.0, 466.0, 18.0], 0BZBzH8hbJ, 5756712]
[sub-ordered-list, [97.0, 702.0, 466.0, 18.0], 0BZBzH8hbJ, 5756712]
[sub-ordered-list, [97.0, 720.0, 466.0, 18.0], 0BZBzH8hbJ, 5756712]
[sub-ordered-list, [97.0, 738.0, 466.0, 18.0], 0BZBzH8hbJ, 5756712]
[sub-ordered-list, [97.0, 756.0, 466.0, 18.0], 0BZBzH8hbJ, 5756712]
[sub-ordered-list, [97.0, 774.0, 466.0, 18.0], 0BZBzH8hbJ, 5756712]
[subsub-ordered-list, [121.0, 520.0, 420.0, 18.0], WoBqX4t9Z3, 5756712]
[subsub-ordered-list, [121.0, 538.0, 420.0, 18.0], WoBqX4t9Z3, 5756712]
[subsub-ordered-list, [121.0, 556.0, 420.0, 18.0], WoBqX4t9Z3, 5756712]
[subsub-ordered-list, [120.0, 611.0, 436.0, 18.0], ak24gi2jkf, 5756712]
[subsub-ordered-list, [120.0, 629.0, 436.0, 18.0], ak24gi2jkf, 5756712]
[subsub-ordered-list, [120.0, 647.0, 436.0, 18.0], ak24gi2jkf, 5756712]
[subsub-ordered-list, [120.0, 665.0, 436.0, 18.0], ak24gi2jkf, 5756712]
[subsub-ordered-list, [120.0, 683.0, 436.0, 18.0], ak24gi2jkf, 5756712]
[subsub-ordered-list, [120.0, 701.0, 436.0, 18.0], ak24gi2jkf, 5756712]
[subsub-ordered-list, [120.0, 719.0, 436.0, 18.0], ak24gi2jkf, 5756712]
[subsub-ordered-list, [120.0, 737.0, 436.0, 18.0], ak24gi2jkf, 5756712]
[subsub-ordered-list, [120.0, 755.0, 436.0, 18.0], ak24gi2jkf, 5756712]
[subsub-ordered-list, [120.0, 773.0, 436.0, 18.0], ak24gi2jkf, 5756712]
[ordered-list, [105.0, 888.0, 243.0, 18.0], shoonya_0s4ZRASS035II9, 5756712]
[ordered-list, [105.0, 906.0, 243.0, 18.0], shoonya_0s4ZRASS035II9, 5756712]
