[1823, 1375]
[folio, [457.0, 93.0, 460.0, 36.0], shoonya_3sVNXLCNKQB925, 5683769]
[paragraph, [101.0, 628.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 664.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 700.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 736.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 772.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 808.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 844.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 880.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 916.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 952.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 988.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 1024.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 1060.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 1096.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 1132.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 1168.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 1204.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 1240.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 1276.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 1312.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 1348.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 1384.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 1420.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 1456.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 1492.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 1528.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 1564.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 1600.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 1636.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [101.0, 1672.0, 586.0, 36.0], shoonya_0sSR080JS8QQ4Q, 5683769]
[paragraph, [694.0, 464.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 500.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 536.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 572.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 608.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 644.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 680.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 716.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 752.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 788.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 824.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 860.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 896.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 932.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 968.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 1004.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 1040.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 1076.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 1112.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 1148.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 1184.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 1220.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 1256.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 1292.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 1328.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 1364.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 1400.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 1436.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 1472.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 1508.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 1544.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 1580.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 1616.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 1652.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
[paragraph, [694.0, 1688.0, 583.0, 36.0], shoonya_2sJDLIRA736NUS, 5683769]
