[1388, 886]
[folio, [316.0, 49.0, 209.0, 18.0], xQ86oVToUH, 5742148]
[paragraph, [438.0, 633.0, 413.0, 18.0], TYQ-lyeOLK, 5742148]
[paragraph, [438.0, 651.0, 413.0, 18.0], TYQ-lyeOLK, 5742148]
[paragraph, [438.0, 669.0, 413.0, 18.0], TYQ-lyeOLK, 5742148]
[paragraph, [438.0, 687.0, 413.0, 18.0], TYQ-lyeOLK, 5742148]
[paragraph, [438.0, 705.0, 413.0, 18.0], TYQ-lyeOLK, 5742148]
[paragraph, [438.0, 723.0, 413.0, 18.0], TYQ-lyeOLK, 5742148]
[paragraph, [438.0, 741.0, 413.0, 18.0], TYQ-lyeOLK, 5742148]
[paragraph, [438.0, 759.0, 413.0, 18.0], TYQ-lyeOLK, 5742148]
[paragraph, [438.0, 777.0, 413.0, 18.0], TYQ-lyeOLK, 5742148]
[paragraph, [438.0, 795.0, 413.0, 18.0], TYQ-lyeOLK, 5742148]
[paragraph, [438.0, 813.0, 413.0, 18.0], TYQ-lyeOLK, 5742148]
[paragraph, [438.0, 831.0, 413.0, 18.0], TYQ-lyeOLK, 5742148]
[paragraph, [438.0, 849.0, 413.0, 18.0], TYQ-lyeOLK, 5742148]
[paragraph, [438.0, 867.0, 413.0, 18.0], TYQ-lyeOLK, 5742148]
[paragraph, [31.0, 593.0, 92.0, 18.0], dstqeoVgow, 5742148]
[paragraph, [58.0, 619.0, 373.0, 18.0], Wr0a8N105s, 5742148]
[paragraph, [58.0, 637.0, 373.0, 18.0], Wr0a8N105s, 5742148]
[paragraph, [58.0, 655.0, 373.0, 18.0], Wr0a8N105s, 5742148]
[paragraph, [58.0, 673.0, 373.0, 18.0], Wr0a8N105s, 5742148]
[paragraph, [58.0, 691.0, 373.0, 18.0], Wr0a8N105s, 5742148]
[paragraph, [58.0, 709.0, 373.0, 18.0], Wr0a8N105s, 5742148]
[paragraph, [58.0, 727.0, 373.0, 18.0], Wr0a8N105s, 5742148]
[paragraph, [58.0, 745.0, 373.0, 18.0], Wr0a8N105s, 5742148]
[paragraph, [58.0, 763.0, 373.0, 18.0], Wr0a8N105s, 5742148]
[paragraph, [58.0, 781.0, 373.0, 18.0], Wr0a8N105s, 5742148]
[paragraph, [58.0, 799.0, 373.0, 18.0], Wr0a8N105s, 5742148]
[paragraph, [58.0, 817.0, 373.0, 18.0], Wr0a8N105s, 5742148]
[paragraph, [58.0, 835.0, 373.0, 18.0], Wr0a8N105s, 5742148]
[paragraph, [58.0, 853.0, 373.0, 18.0], Wr0a8N105s, 5742148]
[paragraph, [58.0, 871.0, 373.0, 18.0], Wr0a8N105s, 5742148]
[paragraph, [58.0, 889.0, 373.0, 18.0], Wr0a8N105s, 5742148]
[paragraph, [58.0, 907.0, 373.0, 18.0], Wr0a8N105s, 5742148]
[paragraph, [58.0, 925.0, 373.0, 18.0], Wr0a8N105s, 5742148]
[paragraph, [58.0, 943.0, 373.0, 18.0], Wr0a8N105s, 5742148]
[paragraph, [58.0, 961.0, 373.0, 18.0], Wr0a8N105s, 5742148]
[paragraph, [58.0, 979.0, 373.0, 18.0], Wr0a8N105s, 5742148]
[paragraph, [58.0, 997.0, 373.0, 18.0], Wr0a8N105s, 5742148]
[paragraph, [58.0, 1015.0, 373.0, 18.0], Wr0a8N105s, 5742148]
[paragraph, [58.0, 1033.0, 373.0, 18.0], Wr0a8N105s, 5742148]
[quote, [436.0, 886.0, 423.0, 18.0], vv1sYH8Na6, 5742148]
[quote, [436.0, 904.0, 423.0, 18.0], vv1sYH8Na6, 5742148]
[paragraph, [444.0, 925.0, 364.0, 18.0], dlD_juqBU0, 5742148]
[paragraph, [444.0, 943.0, 364.0, 18.0], dlD_juqBU0, 5742148]
[author, [608.0, 1013.0, 233.0, 18.0], XI6z6fy0Q-, 5742148]
[author, [608.0, 1031.0, 233.0, 18.0], XI6z6fy0Q-, 5742148]
[author, [608.0, 1049.0, 233.0, 18.0], XI6z6fy0Q-, 5742148]
[section-title, [313.0, 1084.0, 256.0, 30.0], oapcP93LGb, 5742148]
[paragraph, [442.0, 1175.0, 432.0, 18.0], sSvmFyKLKa, 5742148]
[paragraph, [442.0, 1193.0, 432.0, 18.0], sSvmFyKLKa, 5742148]
[paragraph, [442.0, 1211.0, 432.0, 18.0], sSvmFyKLKa, 5742148]
[paragraph, [442.0, 1229.0, 432.0, 18.0], sSvmFyKLKa, 5742148]
[paragraph, [442.0, 1247.0, 432.0, 18.0], sSvmFyKLKa, 5742148]
[paragraph, [442.0, 1265.0, 432.0, 18.0], sSvmFyKLKa, 5742148]
[paragraph, [442.0, 1283.0, 432.0, 18.0], sSvmFyKLKa, 5742148]
[paragraph, [442.0, 1301.0, 432.0, 18.0], sSvmFyKLKa, 5742148]
[paragraph, [28.0, 1180.0, 399.0, 18.0], BZW3c9Q4kr, 5742148]
[paragraph, [28.0, 1198.0, 399.0, 18.0], BZW3c9Q4kr, 5742148]
[paragraph, [28.0, 1216.0, 399.0, 18.0], BZW3c9Q4kr, 5742148]
[paragraph, [28.0, 1234.0, 399.0, 18.0], BZW3c9Q4kr, 5742148]
[paragraph, [28.0, 1252.0, 399.0, 18.0], BZW3c9Q4kr, 5742148]
[paragraph, [28.0, 1270.0, 399.0, 18.0], BZW3c9Q4kr, 5742148]
[paragraph, [28.0, 1288.0, 399.0, 18.0], BZW3c9Q4kr, 5742148]
[paragraph, [28.0, 1306.0, 399.0, 18.0], BZW3c9Q4kr, 5742148]
[footnote, [571.0, 1346.0, 271.0, 18.0], fJCAluwcnU, 5742148]
