[1425, 1088]
[section-title, [191.0, 155.0, 350.0, 30.0], shoonya_4sZ282IU040DCI, 5758726]
[ordered-list, [91.0, 1069.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 1087.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 1105.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 1123.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 1141.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 1159.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 1177.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 1195.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 1213.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 1231.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 1249.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 1267.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[folio, [109.0, 1342.0, 148.0, 18.0], shoonya_2s1CEP2MRTRRHD, 5758726]
