[1437, 878]
[headline, [240.0, 80.0, 357.0, 25.5], shoonya_2s0LLNSHCRMXMZ, 5770464]
[paragraph, [78.0, 371.0, 354.0, 18.0], shoonya_3sQX3RMO1KWAF6, 5770464]
[paragraph, [78.0, 389.0, 354.0, 18.0], shoonya_3sQX3RMO1KWAF6, 5770464]
[paragraph, [78.0, 407.0, 354.0, 18.0], shoonya_3sQX3RMO1KWAF6, 5770464]
[paragraph, [78.0, 425.0, 354.0, 18.0], shoonya_3sQX3RMO1KWAF6, 5770464]
[paragraph, [78.0, 443.0, 354.0, 18.0], shoonya_3sQX3RMO1KWAF6, 5770464]
[paragraph, [78.0, 461.0, 354.0, 18.0], shoonya_3sQX3RMO1KWAF6, 5770464]
[paragraph, [78.0, 479.0, 354.0, 18.0], shoonya_3sQX3RMO1KWAF6, 5770464]
[paragraph, [78.0, 497.0, 354.0, 18.0], shoonya_3sQX3RMO1KWAF6, 5770464]
[paragraph, [78.0, 515.0, 354.0, 18.0], shoonya_3sQX3RMO1KWAF6, 5770464]
[paragraph, [79.0, 550.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 568.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 586.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 604.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 622.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 640.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 658.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 676.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 694.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 712.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 730.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 748.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 766.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 784.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 802.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 820.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 838.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 856.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 874.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 892.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 910.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 928.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 946.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 964.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 982.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 1000.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 1018.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 1036.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 1054.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 1072.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 1090.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 1108.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 1126.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 1144.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 1162.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 1180.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 1198.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 1216.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 1234.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 1252.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 1270.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 1288.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 1306.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 1324.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[paragraph, [79.0, 1342.0, 353.0, 18.0], shoonya_0s0GMQWX746YA2, 5770464]
[section-title, [435.0, 553.0, 169.0, 30.0], _hMMYiLp76, 5770464]
[paragraph, [443.0, 590.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 608.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 626.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 644.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 662.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 680.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 698.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 716.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 734.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 752.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 770.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 788.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 806.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 824.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 842.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 860.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 878.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 896.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 914.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 932.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 950.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 968.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 986.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 1004.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 1022.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 1040.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 1058.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 1076.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[paragraph, [443.0, 1094.0, 358.0, 18.0], shoonya_1s18YV1HYINIU2, 5770464]
[section-title, [442.0, 1124.0, 167.0, 30.0], 0S397ICgu7, 5770464]
[paragraph, [437.0, 1163.0, 371.0, 18.0], gVNYWKrYcQ, 5770464]
[paragraph, [437.0, 1181.0, 371.0, 18.0], gVNYWKrYcQ, 5770464]
[paragraph, [437.0, 1199.0, 371.0, 18.0], gVNYWKrYcQ, 5770464]
[paragraph, [437.0, 1217.0, 371.0, 18.0], gVNYWKrYcQ, 5770464]
[paragraph, [437.0, 1235.0, 371.0, 18.0], gVNYWKrYcQ, 5770464]
[paragraph, [437.0, 1253.0, 371.0, 18.0], gVNYWKrYcQ, 5770464]
[paragraph, [437.0, 1271.0, 371.0, 18.0], gVNYWKrYcQ, 5770464]
[paragraph, [437.0, 1289.0, 371.0, 18.0], gVNYWKrYcQ, 5770464]
[paragraph, [437.0, 1307.0, 371.0, 18.0], gVNYWKrYcQ, 5770464]
[paragraph, [437.0, 1325.0, 371.0, 18.0], gVNYWKrYcQ, 5770464]
[paragraph, [437.0, 1343.0, 371.0, 18.0], gVNYWKrYcQ, 5770464]
