[1806, 1262]
[folio, [162.0, 99.0, 513.0, 36.0], shoonya_5s9I9Z5V19X91Y, 5680671]
[paragraph, [95.0, 801.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
[paragraph, [95.0, 837.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
[paragraph, [95.0, 873.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
[paragraph, [95.0, 909.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
[paragraph, [95.0, 945.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
[paragraph, [95.0, 981.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
[paragraph, [95.0, 1017.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
[paragraph, [95.0, 1053.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
[paragraph, [95.0, 1089.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
[paragraph, [95.0, 1125.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
[paragraph, [95.0, 1161.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
[paragraph, [95.0, 1197.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
[paragraph, [95.0, 1233.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
[paragraph, [95.0, 1269.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
[paragraph, [95.0, 1305.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
[paragraph, [95.0, 1341.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
[paragraph, [95.0, 1377.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
[paragraph, [95.0, 1413.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
[paragraph, [95.0, 1449.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
[paragraph, [95.0, 1485.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
[paragraph, [95.0, 1521.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
[paragraph, [95.0, 1557.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
[paragraph, [95.0, 1593.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
[paragraph, [95.0, 1629.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
[paragraph, [95.0, 1665.0, 510.0, 36.0], shoonya_2s5UO6HS71QQCQ, 5680671]
