[1818, 1374]
[folio, [490.0, 185.0, 409.0, 36.0], shoonya_1sWHBLG79Q6QNR, 5683223]
[paragraph, [101.0, 1225.0, 580.0, 36.0], dwI0xoSiz9, 5683223]
[paragraph, [101.0, 1261.0, 580.0, 36.0], dwI0xoSiz9, 5683223]
[paragraph, [101.0, 1297.0, 580.0, 36.0], dwI0xoSiz9, 5683223]
[paragraph, [101.0, 1333.0, 580.0, 36.0], dwI0xoSiz9, 5683223]
[paragraph, [101.0, 1395.0, 578.0, 36.0], wOj5CXHSQl, 5683223]
[paragraph, [101.0, 1431.0, 578.0, 36.0], wOj5CXHSQl, 5683223]
[paragraph, [97.0, 1476.0, 589.0, 36.0], MNSn4QarJh, 5683223]
[paragraph, [97.0, 1512.0, 589.0, 36.0], MNSn4QarJh, 5683223]
[paragraph, [97.0, 1548.0, 589.0, 36.0], MNSn4QarJh, 5683223]
[paragraph, [97.0, 1584.0, 589.0, 36.0], MNSn4QarJh, 5683223]
[paragraph, [699.0, 1519.0, 570.0, 36.0], uS-u8ImBiZ, 5683223]
[paragraph, [699.0, 1555.0, 570.0, 36.0], uS-u8ImBiZ, 5683223]
[paragraph, [761.0, 1601.0, 423.0, 36.0], D3NItcHLQ4, 5683223]
[paragraph, [94.0, 1638.0, 590.0, 36.0], RBd6jqv_eL, 5683223]
[paragraph, [94.0, 1674.0, 590.0, 36.0], RBd6jqv_eL, 5683223]
[paragraph, [701.0, 1642.0, 567.0, 36.0], 9ZJPo5sPK2, 5683223]
[paragraph, [701.0, 1678.0, 567.0, 36.0], 9ZJPo5sPK2, 5683223]
