[792, 612]
[folio, [458.0, 61.0, 74.0, 18.0], NBmlENiTYU, 6514473]
[paragraph, [408.0, 336.0, 152.0, 18.0], 9SFV2MajdS, 6514473]
[paragraph, [408.0, 354.0, 152.0, 18.0], 9SFV2MajdS, 6514473]
[paragraph, [408.0, 372.0, 152.0, 18.0], 9SFV2MajdS, 6514473]
[paragraph, [408.0, 390.0, 152.0, 18.0], 9SFV2MajdS, 6514473]
[paragraph, [408.0, 408.0, 152.0, 18.0], 9SFV2MajdS, 6514473]
[paragraph, [408.0, 426.0, 152.0, 18.0], 9SFV2MajdS, 6514473]
[paragraph, [408.0, 444.0, 152.0, 18.0], 9SFV2MajdS, 6514473]
[paragraph, [408.0, 462.0, 152.0, 18.0], 9SFV2MajdS, 6514473]
[paragraph, [406.0, 498.0, 153.0, 18.0], pcQSUqAk_4, 6514473]
[paragraph, [406.0, 516.0, 153.0, 18.0], pcQSUqAk_4, 6514473]
[paragraph, [406.0, 534.0, 153.0, 18.0], pcQSUqAk_4, 6514473]
[paragraph, [406.0, 552.0, 153.0, 18.0], pcQSUqAk_4, 6514473]
[paragraph, [406.0, 570.0, 153.0, 18.0], pcQSUqAk_4, 6514473]
[paragraph, [406.0, 588.0, 153.0, 18.0], pcQSUqAk_4, 6514473]
[paragraph, [406.0, 606.0, 153.0, 18.0], pcQSUqAk_4, 6514473]
[paragraph, [406.0, 624.0, 153.0, 18.0], pcQSUqAk_4, 6514473]
[paragraph, [406.0, 642.0, 153.0, 18.0], pcQSUqAk_4, 6514473]
[paragraph, [406.0, 660.0, 153.0, 18.0], pcQSUqAk_4, 6514473]
[paragraph, [228.0, 546.0, 150.0, 18.0], 8fG2p5O6kd, 6514473]
[paragraph, [228.0, 564.0, 150.0, 18.0], 8fG2p5O6kd, 6514473]
[paragraph, [228.0, 582.0, 150.0, 18.0], 8fG2p5O6kd, 6514473]
[paragraph, [228.0, 600.0, 150.0, 18.0], 8fG2p5O6kd, 6514473]
[paragraph, [228.0, 618.0, 150.0, 18.0], 8fG2p5O6kd, 6514473]
[paragraph, [228.0, 636.0, 150.0, 18.0], 8fG2p5O6kd, 6514473]
[paragraph, [228.0, 654.0, 150.0, 18.0], 8fG2p5O6kd, 6514473]
[paragraph, [228.0, 672.0, 150.0, 18.0], 8fG2p5O6kd, 6514473]
