[3509, 2480]
[paragraph, [423.0, 277.0, 1819.0, 52.5], shoonya_1s9EMOZB66DZDL, 5723839]
[paragraph, [430.0, 2046.0, 1817.0, 52.5], shoonya_4sFG2HDGA1J2PD, 5723839]
[paragraph, [430.0, 2098.5, 1817.0, 52.5], shoonya_4sFG2HDGA1J2PD, 5723839]
[paragraph, [430.0, 2151.0, 1817.0, 52.5], shoonya_4sFG2HDGA1J2PD, 5723839]
[paragraph, [430.0, 2203.5, 1817.0, 52.5], shoonya_4sFG2HDGA1J2PD, 5723839]
[paragraph, [430.0, 2256.0, 1817.0, 52.5], shoonya_4sFG2HDGA1J2PD, 5723839]
[paragraph, [430.0, 2308.5, 1817.0, 52.5], shoonya_4sFG2HDGA1J2PD, 5723839]
[paragraph, [430.0, 2361.0, 1817.0, 52.5], shoonya_4sFG2HDGA1J2PD, 5723839]
[paragraph, [430.0, 2413.5, 1817.0, 52.5], shoonya_4sFG2HDGA1J2PD, 5723839]
[paragraph, [430.0, 2466.0, 1817.0, 52.5], shoonya_4sFG2HDGA1J2PD, 5723839]
[paragraph, [430.0, 2518.5, 1817.0, 52.5], shoonya_4sFG2HDGA1J2PD, 5723839]
[paragraph, [430.0, 2571.0, 1817.0, 52.5], shoonya_4sFG2HDGA1J2PD, 5723839]
[paragraph, [430.0, 2623.5, 1817.0, 52.5], shoonya_4sFG2HDGA1J2PD, 5723839]
[paragraph, [430.0, 2676.0, 1817.0, 52.5], shoonya_4sFG2HDGA1J2PD, 5723839]
[paragraph, [430.0, 2728.5, 1817.0, 52.5], shoonya_4sFG2HDGA1J2PD, 5723839]
[paragraph, [430.0, 2781.0, 1817.0, 52.5], shoonya_4sFG2HDGA1J2PD, 5723839]
[paragraph, [430.0, 2833.5, 1817.0, 52.5], shoonya_4sFG2HDGA1J2PD, 5723839]
[paragraph, [430.0, 2886.0, 1817.0, 52.5], shoonya_4sFG2HDGA1J2PD, 5723839]
[paragraph, [430.0, 2938.5, 1817.0, 52.5], shoonya_4sFG2HDGA1J2PD, 5723839]
[paragraph, [430.0, 2991.0, 1817.0, 52.5], shoonya_4sFG2HDGA1J2PD, 5723839]
[paragraph, [430.0, 3043.5, 1817.0, 52.5], shoonya_4sFG2HDGA1J2PD, 5723839]
[paragraph, [430.0, 3096.0, 1817.0, 52.5], shoonya_4sFG2HDGA1J2PD, 5723839]
[paragraph, [430.0, 3148.5, 1817.0, 52.5], shoonya_4sFG2HDGA1J2PD, 5723839]
