[1275, 750]
[folio, [232.0, 83.0, 286.0, 18.0], 9halNTV6D3, 5767387]
[paragraph, [67.0, 477.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 495.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 513.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 531.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 549.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 567.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 585.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 603.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 621.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 639.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 657.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 675.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 693.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 711.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 729.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 747.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 765.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 783.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 801.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 819.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 837.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 855.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 873.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 891.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 909.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 927.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 945.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 963.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 981.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 999.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 1017.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 1035.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 1053.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 1071.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 1089.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 1107.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 1125.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 1143.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
[paragraph, [67.0, 1161.0, 619.0, 18.0], shoonya_1sMW0RQSZ6OM8O, 5767387]
