[1320, 1176]
[folio, [89.0, 62.0, 159.0, 18.0], shoonya_5sXU6SSUFAH71E, 5694479]
[paragraph, [77.0, 788.0, 340.0, 18.0], shoonya_0s5ZU7S41D57PI, 5694479]
[section-title, [441.0, 198.0, 670.0, 30.0], shoonya_3sAY2DBSXA5ZNP, 5694479]
[section-title, [441.0, 228.0, 670.0, 30.0], shoonya_3sAY2DBSXA5ZNP, 5694479]
[section-title, [441.0, 258.0, 670.0, 30.0], shoonya_3sAY2DBSXA5ZNP, 5694479]
[section-title, [441.0, 288.0, 670.0, 30.0], shoonya_3sAY2DBSXA5ZNP, 5694479]
[section-title, [441.0, 318.0, 670.0, 30.0], shoonya_3sAY2DBSXA5ZNP, 5694479]
[section-title, [441.0, 348.0, 670.0, 30.0], shoonya_3sAY2DBSXA5ZNP, 5694479]
[folio, [691.0, 398.0, 143.0, 18.0], Xe0wBZvmAD, 5694479]
[paragraph, [762.0, 433.0, 336.0, 18.0], shoonya_6sEAGQ50CL3NUR, 5694479]
[paragraph, [762.0, 451.0, 336.0, 18.0], shoonya_6sEAGQ50CL3NUR, 5694479]
[paragraph, [762.0, 469.0, 336.0, 18.0], shoonya_6sEAGQ50CL3NUR, 5694479]
[paragraph, [762.0, 487.0, 336.0, 18.0], shoonya_6sEAGQ50CL3NUR, 5694479]
[paragraph, [762.0, 505.0, 336.0, 18.0], shoonya_6sEAGQ50CL3NUR, 5694479]
[paragraph, [762.0, 523.0, 336.0, 18.0], shoonya_6sEAGQ50CL3NUR, 5694479]
[paragraph, [762.0, 541.0, 336.0, 18.0], shoonya_6sEAGQ50CL3NUR, 5694479]
[paragraph, [762.0, 559.0, 336.0, 18.0], shoonya_6sEAGQ50CL3NUR, 5694479]
[paragraph, [421.0, 438.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 456.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 474.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 492.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 510.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 528.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 546.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 564.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 582.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 600.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 618.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 636.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 654.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 672.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 690.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 708.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 726.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 744.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 762.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 780.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 798.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 816.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 834.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 852.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 870.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 888.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 906.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 924.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 942.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 960.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 978.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 996.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 1014.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 1032.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 1050.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 1068.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 1086.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 1104.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 1122.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 1140.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 1158.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 1176.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 1194.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 1212.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 1230.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [421.0, 1248.0, 335.0, 18.0], shoonya_7s9WB6LXKKJFV1, 5694479]
[paragraph, [760.0, 582.0, 340.0, 18.0], shoonya_1sWCPXQ63OTFMS, 5694479]
[paragraph, [760.0, 600.0, 340.0, 18.0], shoonya_1sWCPXQ63OTFMS, 5694479]
[paragraph, [760.0, 618.0, 340.0, 18.0], shoonya_1sWCPXQ63OTFMS, 5694479]
[paragraph, [760.0, 636.0, 340.0, 18.0], shoonya_1sWCPXQ63OTFMS, 5694479]
[paragraph, [760.0, 654.0, 340.0, 18.0], shoonya_1sWCPXQ63OTFMS, 5694479]
[paragraph, [760.0, 672.0, 340.0, 18.0], shoonya_1sWCPXQ63OTFMS, 5694479]
[paragraph, [760.0, 690.0, 340.0, 18.0], shoonya_1sWCPXQ63OTFMS, 5694479]
[paragraph, [760.0, 708.0, 340.0, 18.0], shoonya_1sWCPXQ63OTFMS, 5694479]
[paragraph, [760.0, 726.0, 340.0, 18.0], shoonya_1sWCPXQ63OTFMS, 5694479]
[paragraph, [760.0, 744.0, 340.0, 18.0], shoonya_1sWCPXQ63OTFMS, 5694479]
[paragraph, [760.0, 762.0, 340.0, 18.0], shoonya_1sWCPXQ63OTFMS, 5694479]
[paragraph, [760.0, 780.0, 340.0, 18.0], shoonya_1sWCPXQ63OTFMS, 5694479]
[paragraph, [760.0, 798.0, 340.0, 18.0], shoonya_1sWCPXQ63OTFMS, 5694479]
[paragraph, [760.0, 816.0, 340.0, 18.0], shoonya_1sWCPXQ63OTFMS, 5694479]
[author, [255.0, 806.0, 131.0, 18.0], VHSVxJGvRv, 5694479]
[paragraph, [75.0, 830.0, 334.0, 18.0], shoonya_2sRAO6TXDL2KNA, 5694479]
[paragraph, [75.0, 848.0, 334.0, 18.0], shoonya_2sRAO6TXDL2KNA, 5694479]
[paragraph, [75.0, 866.0, 334.0, 18.0], shoonya_2sRAO6TXDL2KNA, 5694479]
[paragraph, [75.0, 884.0, 334.0, 18.0], shoonya_2sRAO6TXDL2KNA, 5694479]
[paragraph, [75.0, 902.0, 334.0, 18.0], shoonya_2sRAO6TXDL2KNA, 5694479]
[paragraph, [75.0, 920.0, 334.0, 18.0], shoonya_2sRAO6TXDL2KNA, 5694479]
[paragraph, [759.0, 837.0, 342.0, 18.0], EupH6e7bd-, 5694479]
[paragraph, [759.0, 855.0, 342.0, 18.0], EupH6e7bd-, 5694479]
[paragraph, [759.0, 873.0, 342.0, 18.0], EupH6e7bd-, 5694479]
[paragraph, [759.0, 891.0, 342.0, 18.0], EupH6e7bd-, 5694479]
[paragraph, [759.0, 909.0, 342.0, 18.0], EupH6e7bd-, 5694479]
[paragraph, [759.0, 927.0, 342.0, 18.0], EupH6e7bd-, 5694479]
[paragraph, [759.0, 945.0, 342.0, 18.0], EupH6e7bd-, 5694479]
[paragraph, [759.0, 963.0, 342.0, 18.0], EupH6e7bd-, 5694479]
[paragraph, [759.0, 981.0, 342.0, 18.0], EupH6e7bd-, 5694479]
[paragraph, [759.0, 999.0, 342.0, 18.0], EupH6e7bd-, 5694479]
[paragraph, [759.0, 1017.0, 342.0, 18.0], EupH6e7bd-, 5694479]
[paragraph, [65.0, 953.0, 339.0, 18.0], ur8MwJ9_RV, 5694479]
[paragraph, [65.0, 971.0, 339.0, 18.0], ur8MwJ9_RV, 5694479]
[paragraph, [65.0, 989.0, 339.0, 18.0], ur8MwJ9_RV, 5694479]
[paragraph, [65.0, 1007.0, 339.0, 18.0], ur8MwJ9_RV, 5694479]
[paragraph, [65.0, 1025.0, 339.0, 18.0], ur8MwJ9_RV, 5694479]
[paragraph, [65.0, 1043.0, 339.0, 18.0], ur8MwJ9_RV, 5694479]
[paragraph, [65.0, 1061.0, 339.0, 18.0], ur8MwJ9_RV, 5694479]
[paragraph, [65.0, 1079.0, 339.0, 18.0], ur8MwJ9_RV, 5694479]
[paragraph, [65.0, 1097.0, 339.0, 18.0], ur8MwJ9_RV, 5694479]
[paragraph, [65.0, 1115.0, 339.0, 18.0], ur8MwJ9_RV, 5694479]
[paragraph, [65.0, 1133.0, 339.0, 18.0], ur8MwJ9_RV, 5694479]
[paragraph, [65.0, 1151.0, 339.0, 18.0], ur8MwJ9_RV, 5694479]
[paragraph, [65.0, 1169.0, 339.0, 18.0], ur8MwJ9_RV, 5694479]
[paragraph, [65.0, 1187.0, 339.0, 18.0], ur8MwJ9_RV, 5694479]
[paragraph, [65.0, 1205.0, 339.0, 18.0], ur8MwJ9_RV, 5694479]
[paragraph, [65.0, 1223.0, 339.0, 18.0], ur8MwJ9_RV, 5694479]
[paragraph, [760.0, 1061.0, 347.0, 18.0], oOdD4afXJq, 5694479]
[paragraph, [760.0, 1079.0, 347.0, 18.0], oOdD4afXJq, 5694479]
[paragraph, [760.0, 1097.0, 347.0, 18.0], oOdD4afXJq, 5694479]
[paragraph, [760.0, 1115.0, 347.0, 18.0], oOdD4afXJq, 5694479]
[paragraph, [760.0, 1133.0, 347.0, 18.0], oOdD4afXJq, 5694479]
[paragraph, [760.0, 1151.0, 347.0, 18.0], oOdD4afXJq, 5694479]
[paragraph, [760.0, 1169.0, 347.0, 18.0], oOdD4afXJq, 5694479]
[paragraph, [760.0, 1187.0, 347.0, 18.0], oOdD4afXJq, 5694479]
[paragraph, [760.0, 1205.0, 347.0, 18.0], oOdD4afXJq, 5694479]
[paragraph, [760.0, 1223.0, 347.0, 18.0], oOdD4afXJq, 5694479]
[paragraph, [760.0, 1241.0, 347.0, 18.0], oOdD4afXJq, 5694479]
