[1447, 1063]
[folio, [432.0, 58.0, 193.0, 18.0], plzKvb7mp-, 5762407]
[ordered-list, [86.0, 1293.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [536.0, 92.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 110.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 128.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 146.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 164.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 182.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 200.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 218.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 236.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 254.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 272.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 290.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 308.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 326.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 344.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 362.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 380.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 398.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 416.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 434.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 452.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 470.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 488.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 506.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 524.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 542.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 560.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 578.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 596.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 614.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 632.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 650.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 668.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 686.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 704.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 722.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 740.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 758.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 776.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 794.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 812.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 830.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 848.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 866.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 884.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 902.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 920.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 938.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 956.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 974.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 992.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 1010.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 1028.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 1046.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 1064.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 1082.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 1100.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 1118.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 1136.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 1154.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 1172.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 1190.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 1208.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 1226.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 1244.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 1262.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 1280.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
[ordered-list, [536.0, 1298.0, 432.0, 18.0], 3sKnWwsgTq, 5762407]
