[2084, 1528]
[folio, [146.0, 33.0, 678.0, 36.0], FwcgdbSgAd, 5712711]
[paragraph, [130.0, 1083.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1119.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1155.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1191.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1227.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1263.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1299.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1335.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1371.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1407.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1443.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1479.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1515.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1551.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1587.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1623.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1659.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1695.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1731.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1767.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1803.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1839.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1875.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1911.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1947.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [807.0, 1042.0, 666.0, 36.0], shoonya_2sRRVI5KHX9U3S, 5712711]
[paragraph, [807.0, 1078.0, 666.0, 36.0], shoonya_2sRRVI5KHX9U3S, 5712711]
[paragraph, [807.0, 1114.0, 666.0, 36.0], shoonya_2sRRVI5KHX9U3S, 5712711]
[paragraph, [807.0, 1150.0, 666.0, 36.0], shoonya_2sRRVI5KHX9U3S, 5712711]
[paragraph, [807.0, 1186.0, 666.0, 36.0], shoonya_2sRRVI5KHX9U3S, 5712711]
[paragraph, [807.0, 1222.0, 666.0, 36.0], shoonya_2sRRVI5KHX9U3S, 5712711]
[paragraph, [807.0, 1258.0, 666.0, 36.0], shoonya_2sRRVI5KHX9U3S, 5712711]
[paragraph, [807.0, 1294.0, 666.0, 36.0], shoonya_2sRRVI5KHX9U3S, 5712711]
[paragraph, [807.0, 1330.0, 666.0, 36.0], shoonya_2sRRVI5KHX9U3S, 5712711]
[paragraph, [807.0, 1366.0, 666.0, 36.0], shoonya_2sRRVI5KHX9U3S, 5712711]
[paragraph, [807.0, 1402.0, 666.0, 36.0], shoonya_2sRRVI5KHX9U3S, 5712711]
[paragraph, [807.0, 1438.0, 666.0, 36.0], shoonya_2sRRVI5KHX9U3S, 5712711]
[paragraph, [807.0, 1474.0, 666.0, 36.0], shoonya_2sRRVI5KHX9U3S, 5712711]
[paragraph, [807.0, 1510.0, 666.0, 36.0], shoonya_2sRRVI5KHX9U3S, 5712711]
[paragraph, [797.0, 1578.0, 684.0, 36.0], MMc6L5PBMU, 5712711]
[paragraph, [797.0, 1614.0, 684.0, 36.0], MMc6L5PBMU, 5712711]
[paragraph, [797.0, 1650.0, 684.0, 36.0], MMc6L5PBMU, 5712711]
[paragraph, [797.0, 1686.0, 684.0, 36.0], MMc6L5PBMU, 5712711]
[paragraph, [797.0, 1722.0, 684.0, 36.0], MMc6L5PBMU, 5712711]
[paragraph, [797.0, 1758.0, 684.0, 36.0], MMc6L5PBMU, 5712711]
[paragraph, [797.0, 1794.0, 684.0, 36.0], MMc6L5PBMU, 5712711]
[paragraph, [797.0, 1830.0, 684.0, 36.0], MMc6L5PBMU, 5712711]
[paragraph, [797.0, 1866.0, 684.0, 36.0], MMc6L5PBMU, 5712711]
[paragraph, [797.0, 1902.0, 684.0, 36.0], MMc6L5PBMU, 5712711]
[paragraph, [797.0, 1938.0, 684.0, 36.0], MMc6L5PBMU, 5712711]
