[1388, 886]
[folio, [650.0, 70.0, 202.0, 18.0], shoonya_2s0ATLVVEVZZ49, 5742345]
[paragraph, [33.0, 526.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 544.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 562.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 580.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 598.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 616.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 634.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 652.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 670.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 688.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 706.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 724.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 742.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 760.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 778.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 796.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 814.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 832.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 850.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 868.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 886.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 904.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 922.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 940.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 958.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 976.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 994.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 1012.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 1030.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 1048.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 1066.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 1084.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 1102.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 1120.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 1138.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 1156.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 1174.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 1192.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 1210.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 1228.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 1246.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 1264.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[paragraph, [33.0, 1282.0, 399.0, 18.0], kx0fWVyk_v, 5742345]
[section-title, [631.0, 234.0, 44.0, 30.0], q335oc4P5G, 5742345]
[paragraph, [453.0, 272.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 290.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 308.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 326.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 344.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 362.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 380.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 398.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 416.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 434.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 452.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 470.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 488.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 506.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 524.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 542.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 560.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 578.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 596.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 614.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 632.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 650.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 668.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 686.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 704.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 722.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 740.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 758.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 776.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 794.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 812.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 830.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 848.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 866.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 884.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 902.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 920.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 938.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 956.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 974.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 992.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [453.0, 1010.0, 395.0, 18.0], GDPb1J0zJF, 5742345]
[paragraph, [455.0, 1079.0, 392.0, 18.0], vlqJQixR4f, 5742345]
[paragraph, [455.0, 1097.0, 392.0, 18.0], vlqJQixR4f, 5742345]
[paragraph, [455.0, 1115.0, 392.0, 18.0], vlqJQixR4f, 5742345]
[paragraph, [455.0, 1133.0, 392.0, 18.0], vlqJQixR4f, 5742345]
[paragraph, [455.0, 1151.0, 392.0, 18.0], vlqJQixR4f, 5742345]
[paragraph, [455.0, 1169.0, 392.0, 18.0], vlqJQixR4f, 5742345]
[paragraph, [455.0, 1187.0, 392.0, 18.0], vlqJQixR4f, 5742345]
[paragraph, [454.0, 1219.0, 393.0, 18.0], A5sSARVVbm, 5742345]
[paragraph, [454.0, 1237.0, 393.0, 18.0], A5sSARVVbm, 5742345]
[paragraph, [454.0, 1255.0, 393.0, 18.0], A5sSARVVbm, 5742345]
[paragraph, [454.0, 1273.0, 393.0, 18.0], A5sSARVVbm, 5742345]
[paragraph, [454.0, 1291.0, 393.0, 18.0], A5sSARVVbm, 5742345]
[footnote, [569.0, 1352.0, 261.0, 18.0], XiHXeKQG_3, 5742345]
