[2250, 1750]
[paragraph, [948.0, 97.0, 709.0, 36.0], shoonya_5sI66UCG0FPA00, 5752997]
[paragraph, [153.0, 1701.0, 707.0, 36.0], shoonya_3sR9U2QYNF6LOO, 5752997]
[paragraph, [153.0, 1737.0, 707.0, 36.0], shoonya_3sR9U2QYNF6LOO, 5752997]
[paragraph, [153.0, 1773.0, 707.0, 36.0], shoonya_3sR9U2QYNF6LOO, 5752997]
[paragraph, [153.0, 1809.0, 707.0, 36.0], shoonya_3sR9U2QYNF6LOO, 5752997]
[paragraph, [153.0, 1845.0, 707.0, 36.0], shoonya_3sR9U2QYNF6LOO, 5752997]
[paragraph, [947.0, 1764.0, 713.0, 36.0], kTPoM4AmfO, 5752997]
[paragraph, [947.0, 1800.0, 713.0, 36.0], kTPoM4AmfO, 5752997]
[paragraph, [947.0, 1836.0, 713.0, 36.0], kTPoM4AmfO, 5752997]
[paragraph, [947.0, 1872.0, 713.0, 36.0], kTPoM4AmfO, 5752997]
[paragraph, [947.0, 1908.0, 713.0, 36.0], kTPoM4AmfO, 5752997]
[paragraph, [947.0, 1944.0, 713.0, 36.0], kTPoM4AmfO, 5752997]
[paragraph, [154.0, 1922.0, 705.0, 36.0], shoonya_4sSMQ49KY4G12Q, 5752997]
[paragraph, [154.0, 1958.0, 705.0, 36.0], shoonya_4sSMQ49KY4G12Q, 5752997]
