[2241, 1758]
[paragraph, [74.0, 164.0, 765.0, 36.0], shoonya_4sFG1ETYIEEBTW, 5654133]
[paragraph, [858.0, 606.0, 773.0, 36.0], shoonya_2s1EEUQFMV1KLN, 5654133]
[paragraph, [858.0, 642.0, 773.0, 36.0], shoonya_2s1EEUQFMV1KLN, 5654133]
[paragraph, [858.0, 678.0, 773.0, 36.0], shoonya_2s1EEUQFMV1KLN, 5654133]
[paragraph, [858.0, 714.0, 773.0, 36.0], shoonya_2s1EEUQFMV1KLN, 5654133]
[paragraph, [858.0, 750.0, 773.0, 36.0], shoonya_2s1EEUQFMV1KLN, 5654133]
[paragraph, [858.0, 786.0, 773.0, 36.0], shoonya_2s1EEUQFMV1KLN, 5654133]
[paragraph, [858.0, 822.0, 773.0, 36.0], shoonya_2s1EEUQFMV1KLN, 5654133]
[paragraph, [858.0, 858.0, 773.0, 36.0], shoonya_2s1EEUQFMV1KLN, 5654133]
[paragraph, [858.0, 894.0, 773.0, 36.0], shoonya_2s1EEUQFMV1KLN, 5654133]
[paragraph, [858.0, 930.0, 773.0, 36.0], shoonya_2s1EEUQFMV1KLN, 5654133]
[paragraph, [858.0, 966.0, 773.0, 36.0], shoonya_2s1EEUQFMV1KLN, 5654133]
[paragraph, [858.0, 1002.0, 773.0, 36.0], shoonya_2s1EEUQFMV1KLN, 5654133]
[paragraph, [858.0, 1038.0, 773.0, 36.0], shoonya_2s1EEUQFMV1KLN, 5654133]
[paragraph, [858.0, 1074.0, 773.0, 36.0], shoonya_2s1EEUQFMV1KLN, 5654133]
[paragraph, [858.0, 1110.0, 773.0, 36.0], shoonya_2s1EEUQFMV1KLN, 5654133]
[paragraph, [858.0, 1146.0, 773.0, 36.0], shoonya_2s1EEUQFMV1KLN, 5654133]
[paragraph, [858.0, 1182.0, 773.0, 36.0], shoonya_2s1EEUQFMV1KLN, 5654133]
[paragraph, [78.0, 976.0, 778.0, 36.0], shoonya_1sVCYDO59UF8W2, 5654133]
[paragraph, [78.0, 1012.0, 778.0, 36.0], shoonya_1sVCYDO59UF8W2, 5654133]
[paragraph, [78.0, 1048.0, 778.0, 36.0], shoonya_1sVCYDO59UF8W2, 5654133]
[paragraph, [78.0, 1084.0, 778.0, 36.0], shoonya_1sVCYDO59UF8W2, 5654133]
[paragraph, [78.0, 1120.0, 778.0, 36.0], shoonya_1sVCYDO59UF8W2, 5654133]
[paragraph, [78.0, 1156.0, 778.0, 36.0], shoonya_1sVCYDO59UF8W2, 5654133]
[paragraph, [78.0, 1192.0, 778.0, 36.0], shoonya_1sVCYDO59UF8W2, 5654133]
[paragraph, [78.0, 1228.0, 778.0, 36.0], shoonya_1sVCYDO59UF8W2, 5654133]
[paragraph, [78.0, 1264.0, 778.0, 36.0], shoonya_1sVCYDO59UF8W2, 5654133]
[paragraph, [78.0, 1300.0, 778.0, 36.0], shoonya_1sVCYDO59UF8W2, 5654133]
[paragraph, [78.0, 1336.0, 778.0, 36.0], shoonya_1sVCYDO59UF8W2, 5654133]
[paragraph, [78.0, 1372.0, 778.0, 36.0], shoonya_1sVCYDO59UF8W2, 5654133]
[paragraph, [78.0, 1408.0, 778.0, 36.0], shoonya_1sVCYDO59UF8W2, 5654133]
[paragraph, [78.0, 1444.0, 778.0, 36.0], shoonya_1sVCYDO59UF8W2, 5654133]
[paragraph, [78.0, 1480.0, 778.0, 36.0], shoonya_1sVCYDO59UF8W2, 5654133]
[paragraph, [78.0, 1516.0, 778.0, 36.0], shoonya_1sVCYDO59UF8W2, 5654133]
[paragraph, [78.0, 1552.0, 778.0, 36.0], shoonya_1sVCYDO59UF8W2, 5654133]
[paragraph, [78.0, 1588.0, 778.0, 36.0], shoonya_1sVCYDO59UF8W2, 5654133]
[paragraph, [78.0, 1624.0, 778.0, 36.0], shoonya_1sVCYDO59UF8W2, 5654133]
[paragraph, [78.0, 1660.0, 778.0, 36.0], shoonya_1sVCYDO59UF8W2, 5654133]
[paragraph, [78.0, 1696.0, 778.0, 36.0], shoonya_1sVCYDO59UF8W2, 5654133]
[paragraph, [78.0, 1732.0, 778.0, 36.0], shoonya_1sVCYDO59UF8W2, 5654133]
[paragraph, [78.0, 1768.0, 778.0, 36.0], shoonya_1sVCYDO59UF8W2, 5654133]
[paragraph, [78.0, 1804.0, 778.0, 36.0], shoonya_1sVCYDO59UF8W2, 5654133]
[paragraph, [876.0, 1234.0, 779.0, 36.0], shoonya_0s1FZRK4YT3JJ3, 5654133]
[paragraph, [876.0, 1270.0, 779.0, 36.0], shoonya_0s1FZRK4YT3JJ3, 5654133]
[paragraph, [876.0, 1306.0, 779.0, 36.0], shoonya_0s1FZRK4YT3JJ3, 5654133]
[paragraph, [876.0, 1342.0, 779.0, 36.0], shoonya_0s1FZRK4YT3JJ3, 5654133]
[paragraph, [876.0, 1378.0, 779.0, 36.0], shoonya_0s1FZRK4YT3JJ3, 5654133]
[paragraph, [876.0, 1414.0, 779.0, 36.0], shoonya_0s1FZRK4YT3JJ3, 5654133]
[paragraph, [876.0, 1450.0, 779.0, 36.0], shoonya_0s1FZRK4YT3JJ3, 5654133]
[paragraph, [876.0, 1486.0, 779.0, 36.0], shoonya_0s1FZRK4YT3JJ3, 5654133]
[paragraph, [876.0, 1522.0, 779.0, 36.0], shoonya_0s1FZRK4YT3JJ3, 5654133]
[paragraph, [876.0, 1558.0, 779.0, 36.0], shoonya_0s1FZRK4YT3JJ3, 5654133]
[paragraph, [876.0, 1594.0, 779.0, 36.0], shoonya_0s1FZRK4YT3JJ3, 5654133]
[paragraph, [876.0, 1630.0, 779.0, 36.0], shoonya_0s1FZRK4YT3JJ3, 5654133]
[paragraph, [876.0, 1666.0, 779.0, 36.0], shoonya_0s1FZRK4YT3JJ3, 5654133]
[paragraph, [876.0, 1702.0, 779.0, 36.0], shoonya_0s1FZRK4YT3JJ3, 5654133]
[paragraph, [876.0, 1738.0, 779.0, 36.0], shoonya_0s1FZRK4YT3JJ3, 5654133]
[paragraph, [876.0, 1774.0, 779.0, 36.0], shoonya_0s1FZRK4YT3JJ3, 5654133]
[paragraph, [876.0, 1810.0, 779.0, 36.0], shoonya_0s1FZRK4YT3JJ3, 5654133]
[paragraph, [876.0, 1846.0, 779.0, 36.0], shoonya_0s1FZRK4YT3JJ3, 5654133]
[paragraph, [876.0, 1882.0, 779.0, 36.0], shoonya_0s1FZRK4YT3JJ3, 5654133]
[paragraph, [876.0, 1918.0, 779.0, 36.0], shoonya_0s1FZRK4YT3JJ3, 5654133]
[paragraph, [876.0, 1954.0, 779.0, 36.0], shoonya_0s1FZRK4YT3JJ3, 5654133]
[paragraph, [876.0, 1990.0, 779.0, 36.0], shoonya_0s1FZRK4YT3JJ3, 5654133]
[paragraph, [876.0, 2026.0, 779.0, 36.0], shoonya_0s1FZRK4YT3JJ3, 5654133]
[paragraph, [67.0, 1843.0, 794.0, 36.0], LgutXBq0s8, 5654133]
[paragraph, [67.0, 1879.0, 794.0, 36.0], LgutXBq0s8, 5654133]
[paragraph, [67.0, 1915.0, 794.0, 36.0], LgutXBq0s8, 5654133]
[paragraph, [67.0, 1951.0, 794.0, 36.0], LgutXBq0s8, 5654133]
[paragraph, [67.0, 1987.0, 794.0, 36.0], LgutXBq0s8, 5654133]
[paragraph, [67.0, 2023.0, 794.0, 36.0], LgutXBq0s8, 5654133]
[folio, [786.0, 2106.0, 177.0, 36.0], shoonya_7s67L29ZAD10OR, 5654133]
