[1754, 1241]
[headline, [104.0, 119.0, 682.0, 37.5], csOrfL-4Ul, 5715537]
[paragraph, [13958.0, 133599.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 133635.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 133671.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 133707.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 133743.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 133779.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 133815.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 133851.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 133887.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 133923.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 133959.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 133995.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134031.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134067.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134103.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134139.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134175.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134211.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134247.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134283.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134319.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134355.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134391.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134427.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134463.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134499.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134535.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134571.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134607.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134643.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134679.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134715.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134751.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134787.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134823.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134859.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134895.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134931.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 134967.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 135003.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 135039.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 135075.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 135111.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 135147.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 135183.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 135219.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 135255.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 135291.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 135327.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 135363.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 135399.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
