[872, 605]
[folio, [424.0, 32.0, 132.0, 18.0], CjTqSW146F, 6456683]
[paragraph, [55.0, 595.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 613.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 631.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 649.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 667.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 685.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [303.0, 249.0, 237.0, 18.0], jJgVSlWfp-, 6456683]
[paragraph, [303.0, 267.0, 237.0, 18.0], jJgVSlWfp-, 6456683]
[paragraph, [302.0, 289.0, 247.0, 18.0], OpQbtZnWRl, 6456683]
[paragraph, [302.0, 307.0, 247.0, 18.0], OpQbtZnWRl, 6456683]
[paragraph, [300.0, 324.0, 250.0, 18.0], HKHgczTwK2, 6456683]
[paragraph, [300.0, 342.0, 250.0, 18.0], HKHgczTwK2, 6456683]
[paragraph, [303.0, 361.0, 222.0, 18.0], tQ8BZHwzb-, 6456683]
[paragraph, [303.0, 379.0, 222.0, 18.0], tQ8BZHwzb-, 6456683]
[paragraph, [303.0, 397.0, 235.0, 18.0], w5LQwf8ZJX, 6456683]
[paragraph, [303.0, 415.0, 235.0, 18.0], w5LQwf8ZJX, 6456683]
[paragraph, [303.0, 438.0, 247.0, 18.0], 8Nl_g2XZr9, 6456683]
[paragraph, [303.0, 456.0, 247.0, 18.0], 8Nl_g2XZr9, 6456683]
[paragraph, [303.0, 474.0, 247.0, 18.0], 8Nl_g2XZr9, 6456683]
[paragraph, [303.0, 492.0, 247.0, 18.0], 8Nl_g2XZr9, 6456683]
[paragraph, [303.0, 510.0, 247.0, 18.0], 8Nl_g2XZr9, 6456683]
[paragraph, [303.0, 528.0, 247.0, 18.0], 8Nl_g2XZr9, 6456683]
[paragraph, [303.0, 546.0, 247.0, 18.0], 8Nl_g2XZr9, 6456683]
[paragraph, [301.0, 559.0, 247.0, 18.0], 18cgkCQ-x6, 6456683]
[paragraph, [301.0, 577.0, 247.0, 18.0], 18cgkCQ-x6, 6456683]
[paragraph, [298.0, 598.0, 249.0, 18.0], M31cvDsiyI, 6456683]
[paragraph, [313.0, 622.0, 237.0, 18.0], wCktwJ2-aM, 6456683]
[paragraph, [297.0, 644.0, 250.0, 18.0], mg6JqgLWEe, 6456683]
[paragraph, [297.0, 662.0, 250.0, 18.0], mg6JqgLWEe, 6456683]
[paragraph, [297.0, 680.0, 250.0, 18.0], mg6JqgLWEe, 6456683]
[paragraph, [297.0, 698.0, 250.0, 18.0], mg6JqgLWEe, 6456683]
[paragraph, [297.0, 716.0, 250.0, 18.0], mg6JqgLWEe, 6456683]
[paragraph, [297.0, 734.0, 250.0, 18.0], mg6JqgLWEe, 6456683]
[paragraph, [297.0, 752.0, 250.0, 18.0], mg6JqgLWEe, 6456683]
[paragraph, [297.0, 770.0, 250.0, 18.0], mg6JqgLWEe, 6456683]
[paragraph, [297.0, 788.0, 250.0, 18.0], mg6JqgLWEe, 6456683]
[reference, [50.0, 701.0, 244.0, 18.0], J1l9r2gfhB, 6456683]
[reference, [50.0, 719.0, 244.0, 18.0], J1l9r2gfhB, 6456683]
[reference, [50.0, 737.0, 244.0, 18.0], J1l9r2gfhB, 6456683]
[reference, [50.0, 755.0, 244.0, 18.0], J1l9r2gfhB, 6456683]
[reference, [50.0, 773.0, 244.0, 18.0], J1l9r2gfhB, 6456683]
[reference, [50.0, 791.0, 244.0, 18.0], J1l9r2gfhB, 6456683]
[reference, [50.0, 809.0, 244.0, 18.0], J1l9r2gfhB, 6456683]
[reference, [304.0, 806.0, 223.0, 18.0], RrTIbZGKia, 6456683]
