[1625, 1211]
[headline, [66.0, 154.0, 1063.0, 37.5], meJf6Ta0wf, 5742361]
[paragraph, [431.0, 848.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 884.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 920.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 956.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 992.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 1028.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 1064.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 1100.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 1136.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 1172.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 1208.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 1244.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 1280.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 1316.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 1352.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 1388.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 1424.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [793.0, 449.0, 341.0, 36.0], shoonya_1sENOTI6BR9R5C, 5742361]
[paragraph, [793.0, 485.0, 341.0, 36.0], shoonya_1sENOTI6BR9R5C, 5742361]
[paragraph, [793.0, 521.0, 341.0, 36.0], shoonya_1sENOTI6BR9R5C, 5742361]
[paragraph, [793.0, 557.0, 341.0, 36.0], shoonya_1sENOTI6BR9R5C, 5742361]
[paragraph, [793.0, 593.0, 341.0, 36.0], shoonya_1sENOTI6BR9R5C, 5742361]
[paragraph, [793.0, 629.0, 341.0, 36.0], shoonya_1sENOTI6BR9R5C, 5742361]
[paragraph, [795.0, 695.0, 344.0, 36.0], 5pICSvr__B, 5742361]
[paragraph, [795.0, 731.0, 344.0, 36.0], 5pICSvr__B, 5742361]
[paragraph, [795.0, 767.0, 344.0, 36.0], 5pICSvr__B, 5742361]
[paragraph, [795.0, 803.0, 344.0, 36.0], 5pICSvr__B, 5742361]
[paragraph, [795.0, 839.0, 344.0, 36.0], 5pICSvr__B, 5742361]
[paragraph, [795.0, 875.0, 344.0, 36.0], 5pICSvr__B, 5742361]
[paragraph, [795.0, 911.0, 344.0, 36.0], 5pICSvr__B, 5742361]
[paragraph, [795.0, 947.0, 344.0, 36.0], 5pICSvr__B, 5742361]
[paragraph, [795.0, 983.0, 344.0, 36.0], 5pICSvr__B, 5742361]
[paragraph, [795.0, 1019.0, 344.0, 36.0], 5pICSvr__B, 5742361]
[paragraph, [795.0, 1055.0, 344.0, 36.0], 5pICSvr__B, 5742361]
[paragraph, [795.0, 1091.0, 344.0, 36.0], 5pICSvr__B, 5742361]
[paragraph, [795.0, 1127.0, 344.0, 36.0], 5pICSvr__B, 5742361]
[paragraph, [795.0, 1163.0, 344.0, 36.0], 5pICSvr__B, 5742361]
[paragraph, [795.0, 1199.0, 344.0, 36.0], 5pICSvr__B, 5742361]
[paragraph, [795.0, 1235.0, 344.0, 36.0], 5pICSvr__B, 5742361]
[paragraph, [795.0, 1271.0, 344.0, 36.0], 5pICSvr__B, 5742361]
[paragraph, [795.0, 1307.0, 344.0, 36.0], 5pICSvr__B, 5742361]
[paragraph, [795.0, 1343.0, 344.0, 36.0], 5pICSvr__B, 5742361]
[paragraph, [795.0, 1379.0, 344.0, 36.0], 5pICSvr__B, 5742361]
[paragraph, [795.0, 1415.0, 344.0, 36.0], 5pICSvr__B, 5742361]
