[1220, 768]
[headline, [245.0, 76.0, 416.0, 25.5], 3_Or713_Zj, 5769925]
[ordered-list, [60.0, 407.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 425.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 443.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 461.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 479.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 497.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 515.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 533.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 551.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 569.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 587.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 605.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 623.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 641.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 659.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 677.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 695.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 713.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 731.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 749.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 767.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 785.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 803.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 821.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 839.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 857.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 875.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 893.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 911.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 929.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 947.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 965.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 983.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 1001.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 1019.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 1037.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 1055.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 1073.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 1091.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 1109.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[ordered-list, [60.0, 1127.0, 326.0, 18.0], qDcw0_xNdz, 5769925]
[paragraph, [391.0, 722.0, 303.0, 18.0], h0URAzSy_g, 5769925]
[paragraph, [391.0, 740.0, 303.0, 18.0], h0URAzSy_g, 5769925]
[paragraph, [391.0, 758.0, 303.0, 18.0], h0URAzSy_g, 5769925]
[paragraph, [391.0, 776.0, 303.0, 18.0], h0URAzSy_g, 5769925]
[paragraph, [391.0, 794.0, 303.0, 18.0], h0URAzSy_g, 5769925]
[paragraph, [391.0, 812.0, 303.0, 18.0], h0URAzSy_g, 5769925]
[paragraph, [391.0, 830.0, 303.0, 18.0], h0URAzSy_g, 5769925]
[paragraph, [391.0, 848.0, 303.0, 18.0], h0URAzSy_g, 5769925]
[paragraph, [391.0, 866.0, 303.0, 18.0], h0URAzSy_g, 5769925]
[paragraph, [391.0, 884.0, 303.0, 18.0], h0URAzSy_g, 5769925]
[paragraph, [391.0, 902.0, 303.0, 18.0], h0URAzSy_g, 5769925]
[paragraph, [391.0, 920.0, 303.0, 18.0], h0URAzSy_g, 5769925]
[paragraph, [391.0, 938.0, 303.0, 18.0], h0URAzSy_g, 5769925]
[paragraph, [391.0, 956.0, 303.0, 18.0], h0URAzSy_g, 5769925]
[paragraph, [388.0, 978.0, 311.0, 18.0], rSMr6_gaKO, 5769925]
[paragraph, [388.0, 996.0, 311.0, 18.0], rSMr6_gaKO, 5769925]
[paragraph, [388.0, 1014.0, 311.0, 18.0], rSMr6_gaKO, 5769925]
[paragraph, [388.0, 1032.0, 311.0, 18.0], rSMr6_gaKO, 5769925]
[paragraph, [388.0, 1050.0, 311.0, 18.0], rSMr6_gaKO, 5769925]
[paragraph, [388.0, 1068.0, 311.0, 18.0], rSMr6_gaKO, 5769925]
[paragraph, [388.0, 1086.0, 311.0, 18.0], rSMr6_gaKO, 5769925]
[paragraph, [388.0, 1104.0, 311.0, 18.0], rSMr6_gaKO, 5769925]
[paragraph, [388.0, 1122.0, 311.0, 18.0], rSMr6_gaKO, 5769925]
[paragraph, [388.0, 1140.0, 311.0, 18.0], rSMr6_gaKO, 5769925]
