[720, 504]
[folio, [376.0, 73.0, 79.0, 18.0], LFPK7uw7ma, 5652483]
[paragraph, [259.0, 374.0, 197.0, 18.0], shoonya_0sPLT4KGWRLTER, 5652483]
[paragraph, [259.0, 392.0, 197.0, 18.0], shoonya_0sPLT4KGWRLTER, 5652483]
[paragraph, [48.0, 181.0, 202.0, 18.0], shoonya_2s9SE0QEPUJYPP, 5652483]
[paragraph, [48.0, 199.0, 202.0, 18.0], shoonya_2s9SE0QEPUJYPP, 5652483]
[paragraph, [48.0, 217.0, 202.0, 18.0], shoonya_2s9SE0QEPUJYPP, 5652483]
[paragraph, [48.0, 235.0, 202.0, 18.0], shoonya_2s9SE0QEPUJYPP, 5652483]
[paragraph, [48.0, 253.0, 202.0, 18.0], shoonya_2s9SE0QEPUJYPP, 5652483]
[paragraph, [48.0, 271.0, 202.0, 18.0], shoonya_2s9SE0QEPUJYPP, 5652483]
[paragraph, [48.0, 289.0, 202.0, 18.0], shoonya_2s9SE0QEPUJYPP, 5652483]
[paragraph, [48.0, 307.0, 202.0, 18.0], shoonya_2s9SE0QEPUJYPP, 5652483]
[paragraph, [48.0, 325.0, 202.0, 18.0], shoonya_2s9SE0QEPUJYPP, 5652483]
[paragraph, [48.0, 343.0, 202.0, 18.0], shoonya_2s9SE0QEPUJYPP, 5652483]
[paragraph, [48.0, 361.0, 202.0, 18.0], shoonya_2s9SE0QEPUJYPP, 5652483]
[paragraph, [48.0, 379.0, 202.0, 18.0], shoonya_2s9SE0QEPUJYPP, 5652483]
[paragraph, [48.0, 397.0, 202.0, 18.0], shoonya_2s9SE0QEPUJYPP, 5652483]
[paragraph, [48.0, 415.0, 202.0, 18.0], shoonya_2s9SE0QEPUJYPP, 5652483]
[paragraph, [48.0, 434.0, 196.0, 18.0], shoonya_1sSPGWQF5UIJY6, 5652483]
[paragraph, [48.0, 452.0, 196.0, 18.0], shoonya_1sSPGWQF5UIJY6, 5652483]
[paragraph, [48.0, 470.0, 196.0, 18.0], shoonya_1sSPGWQF5UIJY6, 5652483]
[paragraph, [48.0, 488.0, 196.0, 18.0], shoonya_1sSPGWQF5UIJY6, 5652483]
[paragraph, [48.0, 506.0, 196.0, 18.0], shoonya_1sSPGWQF5UIJY6, 5652483]
[paragraph, [48.0, 524.0, 196.0, 18.0], shoonya_1sSPGWQF5UIJY6, 5652483]
[paragraph, [48.0, 542.0, 196.0, 18.0], shoonya_1sSPGWQF5UIJY6, 5652483]
[paragraph, [48.0, 560.0, 196.0, 18.0], shoonya_1sSPGWQF5UIJY6, 5652483]
[paragraph, [48.0, 578.0, 196.0, 18.0], shoonya_1sSPGWQF5UIJY6, 5652483]
[paragraph, [48.0, 596.0, 196.0, 18.0], shoonya_1sSPGWQF5UIJY6, 5652483]
[paragraph, [259.0, 475.0, 198.0, 18.0], shoonya_5sILPTLGNQKZDM, 5652483]
[paragraph, [259.0, 493.0, 198.0, 18.0], shoonya_5sILPTLGNQKZDM, 5652483]
[paragraph, [259.0, 511.0, 198.0, 18.0], shoonya_5sILPTLGNQKZDM, 5652483]
[paragraph, [259.0, 529.0, 198.0, 18.0], shoonya_5sILPTLGNQKZDM, 5652483]
[paragraph, [259.0, 547.0, 198.0, 18.0], shoonya_5sILPTLGNQKZDM, 5652483]
[paragraph, [259.0, 565.0, 198.0, 18.0], shoonya_5sILPTLGNQKZDM, 5652483]
[paragraph, [259.0, 583.0, 198.0, 18.0], shoonya_5sILPTLGNQKZDM, 5652483]
[paragraph, [259.0, 601.0, 198.0, 18.0], shoonya_5sILPTLGNQKZDM, 5652483]
[footnote, [206.0, 678.0, 92.0, 18.0], NQ4kBjdNUt, 5652483]
