[1468, 909]
[headline, [326.0, 76.0, 262.0, 25.5], DM8hfWJ6OK, 5769855]
[paragraph, [77.0, 721.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [461.0, 147.0, 368.0, 18.0], sOBnB3um9y, 5769855]
[paragraph, [461.0, 165.0, 368.0, 18.0], sOBnB3um9y, 5769855]
[paragraph, [461.0, 183.0, 368.0, 18.0], sOBnB3um9y, 5769855]
[paragraph, [461.0, 201.0, 368.0, 18.0], sOBnB3um9y, 5769855]
[paragraph, [461.0, 219.0, 368.0, 18.0], sOBnB3um9y, 5769855]
[paragraph, [461.0, 237.0, 368.0, 18.0], sOBnB3um9y, 5769855]
[paragraph, [461.0, 255.0, 368.0, 18.0], sOBnB3um9y, 5769855]
[paragraph, [461.0, 273.0, 368.0, 18.0], sOBnB3um9y, 5769855]
[paragraph, [461.0, 291.0, 368.0, 18.0], sOBnB3um9y, 5769855]
[paragraph, [461.0, 309.0, 368.0, 18.0], sOBnB3um9y, 5769855]
[paragraph, [461.0, 327.0, 368.0, 18.0], sOBnB3um9y, 5769855]
[paragraph, [461.0, 345.0, 368.0, 18.0], sOBnB3um9y, 5769855]
[paragraph, [461.0, 363.0, 368.0, 18.0], sOBnB3um9y, 5769855]
[paragraph, [461.0, 380.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 398.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 416.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 434.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 452.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 470.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 488.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 506.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 524.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 542.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 560.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 578.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 596.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 614.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 632.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 650.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 668.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 686.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 704.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 722.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 740.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 758.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 776.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 794.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 812.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 830.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 848.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 866.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 884.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 902.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 920.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 938.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[paragraph, [461.0, 956.0, 371.0, 18.0], ZpHEw-fnzt, 5769855]
[headline, [79.0, 747.0, 371.0, 25.5], bLiH_y_PD2, 5769855]
[paragraph, [76.0, 786.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 804.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 822.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 840.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 858.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 876.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 894.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 912.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 930.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 948.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 966.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 984.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 1002.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 1020.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 1038.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 1056.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 1074.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 1092.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 1110.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 1128.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 1146.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 1164.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 1182.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 1200.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 1218.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 1236.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [76.0, 1254.0, 379.0, 18.0], _ZElnzMMek, 5769855]
[paragraph, [461.0, 986.0, 372.0, 18.0], OhV9ckpuQK, 5769855]
[paragraph, [461.0, 1004.0, 372.0, 18.0], OhV9ckpuQK, 5769855]
[paragraph, [461.0, 1022.0, 372.0, 18.0], OhV9ckpuQK, 5769855]
[paragraph, [461.0, 1040.0, 372.0, 18.0], OhV9ckpuQK, 5769855]
[paragraph, [461.0, 1058.0, 372.0, 18.0], OhV9ckpuQK, 5769855]
[paragraph, [461.0, 1076.0, 372.0, 18.0], OhV9ckpuQK, 5769855]
[paragraph, [461.0, 1094.0, 372.0, 18.0], OhV9ckpuQK, 5769855]
[paragraph, [461.0, 1112.0, 372.0, 18.0], OhV9ckpuQK, 5769855]
[paragraph, [461.0, 1130.0, 372.0, 18.0], OhV9ckpuQK, 5769855]
[paragraph, [461.0, 1148.0, 372.0, 18.0], OhV9ckpuQK, 5769855]
[paragraph, [461.0, 1166.0, 372.0, 18.0], OhV9ckpuQK, 5769855]
[paragraph, [461.0, 1184.0, 372.0, 18.0], OhV9ckpuQK, 5769855]
[paragraph, [461.0, 1202.0, 372.0, 18.0], OhV9ckpuQK, 5769855]
[paragraph, [461.0, 1220.0, 372.0, 18.0], OhV9ckpuQK, 5769855]
[paragraph, [461.0, 1238.0, 372.0, 18.0], OhV9ckpuQK, 5769855]
[paragraph, [461.0, 1256.0, 372.0, 18.0], OhV9ckpuQK, 5769855]
[footnote, [74.0, 1282.0, 758.0, 18.0], shoonya_1sV2GBGQCMWBG0, 5769855]
[footnote, [74.0, 1300.0, 758.0, 18.0], shoonya_1sV2GBGQCMWBG0, 5769855]
[footnote, [74.0, 1318.0, 758.0, 18.0], shoonya_1sV2GBGQCMWBG0, 5769855]
[footnote, [74.0, 1336.0, 758.0, 18.0], shoonya_1sV2GBGQCMWBG0, 5769855]
[footnote, [74.0, 1354.0, 758.0, 18.0], shoonya_1sV2GBGQCMWBG0, 5769855]
[footnote, [74.0, 1372.0, 758.0, 18.0], shoonya_1sV2GBGQCMWBG0, 5769855]
