[1823, 1375]
[folio, [631.0, 95.0, 118.0, 36.0], shoonya_6sOTQHZTI7T174, 5683559]
[paragraph, [106.0, 1058.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 1094.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 1130.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 1166.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 1202.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 1238.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 1274.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 1310.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 1346.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 1382.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 1418.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 1454.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 1490.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 1526.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 1562.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 1598.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 1634.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 1670.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[author, [1050.0, 1637.0, 217.0, 36.0], shoonya_3s6XASJISNKFPQ, 5683559]
