[1468, 909]
[headline, [345.0, 71.0, 245.0, 25.5], _YNeWFq1oO, 5769788]
[paragraph, [71.0, 568.0, 389.0, 18.0], FiFetqTKEm, 5769788]
[paragraph, [71.0, 586.0, 389.0, 18.0], FiFetqTKEm, 5769788]
[paragraph, [71.0, 604.0, 389.0, 18.0], FiFetqTKEm, 5769788]
[paragraph, [71.0, 622.0, 389.0, 18.0], FiFetqTKEm, 5769788]
[paragraph, [461.0, 137.0, 362.0, 18.0], ksA0c7SVLf, 5769788]
[paragraph, [461.0, 155.0, 362.0, 18.0], ksA0c7SVLf, 5769788]
[paragraph, [461.0, 173.0, 362.0, 18.0], ksA0c7SVLf, 5769788]
[paragraph, [461.0, 191.0, 362.0, 18.0], ksA0c7SVLf, 5769788]
[paragraph, [461.0, 209.0, 362.0, 18.0], ksA0c7SVLf, 5769788]
[paragraph, [461.0, 227.0, 362.0, 18.0], ksA0c7SVLf, 5769788]
[paragraph, [461.0, 245.0, 362.0, 18.0], ksA0c7SVLf, 5769788]
[paragraph, [461.0, 263.0, 362.0, 18.0], ksA0c7SVLf, 5769788]
[paragraph, [461.0, 281.0, 362.0, 18.0], ksA0c7SVLf, 5769788]
[paragraph, [461.0, 299.0, 362.0, 18.0], ksA0c7SVLf, 5769788]
[paragraph, [461.0, 317.0, 362.0, 18.0], ksA0c7SVLf, 5769788]
[paragraph, [461.0, 335.0, 362.0, 18.0], ksA0c7SVLf, 5769788]
[paragraph, [461.0, 353.0, 362.0, 18.0], ksA0c7SVLf, 5769788]
[paragraph, [461.0, 371.0, 362.0, 18.0], ksA0c7SVLf, 5769788]
[paragraph, [461.0, 389.0, 362.0, 18.0], ksA0c7SVLf, 5769788]
[paragraph, [461.0, 407.0, 362.0, 18.0], ksA0c7SVLf, 5769788]
[paragraph, [461.0, 425.0, 362.0, 18.0], ksA0c7SVLf, 5769788]
[paragraph, [461.0, 443.0, 362.0, 18.0], ksA0c7SVLf, 5769788]
[paragraph, [461.0, 461.0, 362.0, 18.0], ksA0c7SVLf, 5769788]
[paragraph, [461.0, 479.0, 362.0, 18.0], ksA0c7SVLf, 5769788]
[paragraph, [460.0, 493.0, 367.0, 18.0], lyoCqLwWyY, 5769788]
[paragraph, [460.0, 511.0, 367.0, 18.0], lyoCqLwWyY, 5769788]
[paragraph, [460.0, 529.0, 367.0, 18.0], lyoCqLwWyY, 5769788]
[paragraph, [460.0, 547.0, 367.0, 18.0], lyoCqLwWyY, 5769788]
[paragraph, [460.0, 565.0, 367.0, 18.0], lyoCqLwWyY, 5769788]
[paragraph, [460.0, 583.0, 367.0, 18.0], lyoCqLwWyY, 5769788]
[paragraph, [460.0, 601.0, 367.0, 18.0], lyoCqLwWyY, 5769788]
[paragraph, [460.0, 619.0, 367.0, 18.0], lyoCqLwWyY, 5769788]
[paragraph, [460.0, 637.0, 367.0, 18.0], lyoCqLwWyY, 5769788]
[paragraph, [460.0, 655.0, 367.0, 18.0], lyoCqLwWyY, 5769788]
[paragraph, [460.0, 673.0, 367.0, 18.0], lyoCqLwWyY, 5769788]
[paragraph, [460.0, 691.0, 367.0, 18.0], lyoCqLwWyY, 5769788]
[paragraph, [82.0, 639.0, 366.0, 18.0], shoonya_0sO3O5UU46Z4OG, 5769788]
[paragraph, [82.0, 657.0, 366.0, 18.0], shoonya_0sO3O5UU46Z4OG, 5769788]
[paragraph, [82.0, 675.0, 366.0, 18.0], shoonya_0sO3O5UU46Z4OG, 5769788]
[paragraph, [82.0, 693.0, 366.0, 18.0], shoonya_0sO3O5UU46Z4OG, 5769788]
[paragraph, [82.0, 711.0, 366.0, 18.0], shoonya_0sO3O5UU46Z4OG, 5769788]
[paragraph, [82.0, 729.0, 366.0, 18.0], shoonya_0sO3O5UU46Z4OG, 5769788]
[paragraph, [82.0, 747.0, 366.0, 18.0], shoonya_0sO3O5UU46Z4OG, 5769788]
[paragraph, [82.0, 765.0, 366.0, 18.0], shoonya_0sO3O5UU46Z4OG, 5769788]
[paragraph, [82.0, 783.0, 366.0, 18.0], shoonya_0sO3O5UU46Z4OG, 5769788]
[paragraph, [82.0, 801.0, 366.0, 18.0], shoonya_0sO3O5UU46Z4OG, 5769788]
[paragraph, [82.0, 819.0, 366.0, 18.0], shoonya_0sO3O5UU46Z4OG, 5769788]
[paragraph, [82.0, 837.0, 366.0, 18.0], shoonya_0sO3O5UU46Z4OG, 5769788]
[paragraph, [82.0, 855.0, 366.0, 18.0], shoonya_0sO3O5UU46Z4OG, 5769788]
[paragraph, [82.0, 873.0, 366.0, 18.0], shoonya_0sO3O5UU46Z4OG, 5769788]
[paragraph, [82.0, 891.0, 366.0, 18.0], shoonya_0sO3O5UU46Z4OG, 5769788]
[paragraph, [82.0, 909.0, 366.0, 18.0], shoonya_0sO3O5UU46Z4OG, 5769788]
[paragraph, [82.0, 927.0, 366.0, 18.0], shoonya_0sO3O5UU46Z4OG, 5769788]
[paragraph, [82.0, 945.0, 366.0, 18.0], shoonya_0sO3O5UU46Z4OG, 5769788]
[paragraph, [82.0, 963.0, 366.0, 18.0], shoonya_0sO3O5UU46Z4OG, 5769788]
[paragraph, [82.0, 981.0, 366.0, 18.0], shoonya_0sO3O5UU46Z4OG, 5769788]
[ordered-list, [451.0, 715.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 733.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 751.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 769.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 787.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 805.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 823.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 841.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 859.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 877.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 895.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 913.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 931.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 949.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 967.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 985.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 1003.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 1021.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 1039.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 1057.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 1075.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 1093.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 1111.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 1129.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 1147.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 1165.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 1183.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 1201.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 1219.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 1237.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 1255.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 1273.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 1291.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 1309.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 1327.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 1345.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[ordered-list, [451.0, 1363.0, 387.0, 18.0], fU_4Mh5C47, 5769788]
[paragraph, [78.0, 1012.0, 366.0, 18.0], shoonya_1sMSN94UCPWROW, 5769788]
[paragraph, [78.0, 1030.0, 366.0, 18.0], shoonya_1sMSN94UCPWROW, 5769788]
[paragraph, [78.0, 1048.0, 366.0, 18.0], shoonya_1sMSN94UCPWROW, 5769788]
[paragraph, [78.0, 1066.0, 366.0, 18.0], shoonya_1sMSN94UCPWROW, 5769788]
[paragraph, [78.0, 1084.0, 366.0, 18.0], shoonya_1sMSN94UCPWROW, 5769788]
[paragraph, [78.0, 1102.0, 366.0, 18.0], shoonya_1sMSN94UCPWROW, 5769788]
[paragraph, [78.0, 1120.0, 366.0, 18.0], shoonya_1sMSN94UCPWROW, 5769788]
[paragraph, [78.0, 1138.0, 366.0, 18.0], shoonya_1sMSN94UCPWROW, 5769788]
[paragraph, [78.0, 1156.0, 366.0, 18.0], shoonya_1sMSN94UCPWROW, 5769788]
[paragraph, [77.0, 1183.0, 378.0, 18.0], _lfbmBnqu2, 5769788]
[paragraph, [77.0, 1201.0, 378.0, 18.0], _lfbmBnqu2, 5769788]
[paragraph, [77.0, 1219.0, 378.0, 18.0], _lfbmBnqu2, 5769788]
[paragraph, [77.0, 1237.0, 378.0, 18.0], _lfbmBnqu2, 5769788]
[paragraph, [77.0, 1255.0, 378.0, 18.0], _lfbmBnqu2, 5769788]
[paragraph, [77.0, 1273.0, 378.0, 18.0], _lfbmBnqu2, 5769788]
[paragraph, [77.0, 1291.0, 378.0, 18.0], _lfbmBnqu2, 5769788]
[paragraph, [77.0, 1309.0, 378.0, 18.0], _lfbmBnqu2, 5769788]
[paragraph, [77.0, 1327.0, 378.0, 18.0], _lfbmBnqu2, 5769788]
[paragraph, [77.0, 1345.0, 378.0, 18.0], _lfbmBnqu2, 5769788]
[paragraph, [77.0, 1363.0, 378.0, 18.0], _lfbmBnqu2, 5769788]
