[729, 517]
[folio, [70.0, 21.0, 137.0, 18.0], S543DntUrk, 5761412]
[paragraph, [34.0, 564.0, 219.0, 18.0], shoonya_3sMCWSX3I2J50Y, 5761412]
[paragraph, [34.0, 582.0, 219.0, 18.0], shoonya_3sMCWSX3I2J50Y, 5761412]
[paragraph, [34.0, 600.0, 219.0, 18.0], shoonya_3sMCWSX3I2J50Y, 5761412]
[paragraph, [34.0, 618.0, 219.0, 18.0], shoonya_3sMCWSX3I2J50Y, 5761412]
[paragraph, [34.0, 636.0, 219.0, 18.0], shoonya_3sMCWSX3I2J50Y, 5761412]
[paragraph, [260.0, 235.0, 219.0, 18.0], shoonya_0sYYJW9958LW8D, 5761412]
[paragraph, [260.0, 253.0, 219.0, 18.0], shoonya_0sYYJW9958LW8D, 5761412]
[paragraph, [260.0, 271.0, 219.0, 18.0], shoonya_0sYYJW9958LW8D, 5761412]
[paragraph, [260.0, 289.0, 219.0, 18.0], shoonya_0sYYJW9958LW8D, 5761412]
[paragraph, [260.0, 307.0, 219.0, 18.0], shoonya_0sYYJW9958LW8D, 5761412]
[paragraph, [260.0, 325.0, 219.0, 18.0], shoonya_0sYYJW9958LW8D, 5761412]
[paragraph, [260.0, 343.0, 219.0, 18.0], shoonya_0sYYJW9958LW8D, 5761412]
[paragraph, [260.0, 361.0, 219.0, 18.0], shoonya_0sYYJW9958LW8D, 5761412]
[paragraph, [260.0, 379.0, 219.0, 18.0], shoonya_0sYYJW9958LW8D, 5761412]
[paragraph, [260.0, 397.0, 219.0, 18.0], shoonya_0sYYJW9958LW8D, 5761412]
[paragraph, [260.0, 415.0, 219.0, 18.0], shoonya_0sYYJW9958LW8D, 5761412]
[paragraph, [260.0, 433.0, 219.0, 18.0], shoonya_0sYYJW9958LW8D, 5761412]
[paragraph, [260.0, 451.0, 219.0, 18.0], shoonya_0sYYJW9958LW8D, 5761412]
[paragraph, [260.0, 469.0, 219.0, 18.0], shoonya_0sYYJW9958LW8D, 5761412]
[paragraph, [260.0, 487.0, 219.0, 18.0], shoonya_0sYYJW9958LW8D, 5761412]
[paragraph, [261.0, 529.0, 218.0, 18.0], oDj5WnLrJO, 5761412]
[paragraph, [261.0, 547.0, 218.0, 18.0], oDj5WnLrJO, 5761412]
[paragraph, [261.0, 565.0, 218.0, 18.0], oDj5WnLrJO, 5761412]
[paragraph, [261.0, 583.0, 218.0, 18.0], oDj5WnLrJO, 5761412]
[paragraph, [261.0, 601.0, 218.0, 18.0], oDj5WnLrJO, 5761412]
[paragraph, [261.0, 619.0, 218.0, 18.0], oDj5WnLrJO, 5761412]
[paragraph, [261.0, 637.0, 218.0, 18.0], oDj5WnLrJO, 5761412]
