[1447, 1063]
[folio, [423.0, 45.0, 235.0, 18.0], CZxUHxJdV4, 5762565]
[unordered-list, [530.0, 768.0, 418.0, 18.0], shoonya_8s3Z4UMAJ8VKH9, 5762565]
[unordered-list, [530.0, 786.0, 418.0, 18.0], shoonya_8s3Z4UMAJ8VKH9, 5762565]
[unordered-list, [530.0, 804.0, 418.0, 18.0], shoonya_8s3Z4UMAJ8VKH9, 5762565]
[unordered-list, [530.0, 822.0, 418.0, 18.0], shoonya_8s3Z4UMAJ8VKH9, 5762565]
[unordered-list, [530.0, 840.0, 418.0, 18.0], shoonya_8s3Z4UMAJ8VKH9, 5762565]
[section-title, [530.0, 871.0, 345.0, 30.0], _w1u5UYgLj, 5762565]
[section-title, [530.0, 901.0, 345.0, 30.0], _w1u5UYgLj, 5762565]
[paragraph, [531.0, 942.0, 434.0, 18.0], shoonya_4sT374MZWIOOTC, 5762565]
[paragraph, [531.0, 960.0, 434.0, 18.0], shoonya_4sT374MZWIOOTC, 5762565]
[paragraph, [531.0, 978.0, 434.0, 18.0], shoonya_4sT374MZWIOOTC, 5762565]
[paragraph, [531.0, 996.0, 434.0, 18.0], shoonya_4sT374MZWIOOTC, 5762565]
[paragraph, [531.0, 1014.0, 434.0, 18.0], shoonya_4sT374MZWIOOTC, 5762565]
[paragraph, [531.0, 1032.0, 434.0, 18.0], shoonya_4sT374MZWIOOTC, 5762565]
[paragraph, [531.0, 1050.0, 434.0, 18.0], shoonya_4sT374MZWIOOTC, 5762565]
[paragraph, [531.0, 1068.0, 434.0, 18.0], shoonya_4sT374MZWIOOTC, 5762565]
[paragraph, [531.0, 1086.0, 434.0, 18.0], shoonya_4sT374MZWIOOTC, 5762565]
[paragraph, [531.0, 1104.0, 434.0, 18.0], shoonya_4sT374MZWIOOTC, 5762565]
[paragraph, [531.0, 1122.0, 434.0, 18.0], shoonya_4sT374MZWIOOTC, 5762565]
[paragraph, [531.0, 1140.0, 434.0, 18.0], shoonya_4sT374MZWIOOTC, 5762565]
[paragraph, [531.0, 1158.0, 434.0, 18.0], shoonya_4sT374MZWIOOTC, 5762565]
[paragraph, [531.0, 1176.0, 434.0, 18.0], shoonya_4sT374MZWIOOTC, 5762565]
[paragraph, [531.0, 1194.0, 434.0, 18.0], shoonya_4sT374MZWIOOTC, 5762565]
[paragraph, [531.0, 1212.0, 434.0, 18.0], shoonya_4sT374MZWIOOTC, 5762565]
[paragraph, [531.0, 1230.0, 434.0, 18.0], shoonya_4sT374MZWIOOTC, 5762565]
[paragraph, [531.0, 1248.0, 434.0, 18.0], shoonya_4sT374MZWIOOTC, 5762565]
[paragraph, [531.0, 1266.0, 434.0, 18.0], shoonya_4sT374MZWIOOTC, 5762565]
[paragraph, [531.0, 1284.0, 434.0, 18.0], shoonya_4sT374MZWIOOTC, 5762565]
[paragraph, [531.0, 1302.0, 434.0, 18.0], shoonya_4sT374MZWIOOTC, 5762565]
[paragraph, [87.0, 1035.0, 445.0, 18.0], 6R4vF9BsdB, 5762565]
[paragraph, [87.0, 1053.0, 445.0, 18.0], 6R4vF9BsdB, 5762565]
[paragraph, [87.0, 1071.0, 445.0, 18.0], 6R4vF9BsdB, 5762565]
[paragraph, [87.0, 1089.0, 445.0, 18.0], 6R4vF9BsdB, 5762565]
[paragraph, [87.0, 1107.0, 445.0, 18.0], 6R4vF9BsdB, 5762565]
[paragraph, [88.0, 1126.0, 439.0, 18.0], 0yO6v0Z7Sr, 5762565]
[paragraph, [88.0, 1144.0, 439.0, 18.0], 0yO6v0Z7Sr, 5762565]
[paragraph, [88.0, 1162.0, 439.0, 18.0], 0yO6v0Z7Sr, 5762565]
[paragraph, [88.0, 1180.0, 439.0, 18.0], 0yO6v0Z7Sr, 5762565]
[paragraph, [88.0, 1198.0, 439.0, 18.0], 0yO6v0Z7Sr, 5762565]
[unordered-list, [87.0, 1229.0, 440.0, 18.0], shoonya_1sHQ0MDKAPPAE2, 5762565]
[unordered-list, [87.0, 1247.0, 440.0, 18.0], shoonya_1sHQ0MDKAPPAE2, 5762565]
[unordered-list, [87.0, 1265.0, 440.0, 18.0], shoonya_1sHQ0MDKAPPAE2, 5762565]
[unordered-list, [87.0, 1283.0, 440.0, 18.0], shoonya_1sHQ0MDKAPPAE2, 5762565]
[unordered-list, [87.0, 1301.0, 440.0, 18.0], shoonya_1sHQ0MDKAPPAE2, 5762565]
