[1754, 1241]
[chapter-title, [139.0, 124.0, 957.0, 58.5], shoonya_5sV9FCJ3K73WS6, 5708564]
[ordered-list, [91.0, 1205.0, 1081.0, 36.0], SMpX8iGL1a, 5708564]
[ordered-list, [91.0, 1241.0, 1081.0, 36.0], SMpX8iGL1a, 5708564]
[ordered-list, [91.0, 1277.0, 1081.0, 36.0], SMpX8iGL1a, 5708564]
[ordered-list, [91.0, 1313.0, 1081.0, 36.0], SMpX8iGL1a, 5708564]
[ordered-list, [91.0, 1349.0, 1081.0, 36.0], SMpX8iGL1a, 5708564]
[ordered-list, [91.0, 1385.0, 1081.0, 36.0], SMpX8iGL1a, 5708564]
[ordered-list, [91.0, 1421.0, 1081.0, 36.0], SMpX8iGL1a, 5708564]
[ordered-list, [91.0, 1457.0, 1081.0, 36.0], SMpX8iGL1a, 5708564]
[ordered-list, [91.0, 1493.0, 1081.0, 36.0], SMpX8iGL1a, 5708564]
[ordered-list, [91.0, 1529.0, 1081.0, 36.0], SMpX8iGL1a, 5708564]
[ordered-list, [91.0, 1565.0, 1081.0, 36.0], SMpX8iGL1a, 5708564]
[sub-section-title, [112.0, 313.0, 601.0, 36.0], shoonya_3sPAGWDN7P69QD, 5708564]
[sub-ordered-list, [183.0, 376.0, 950.0, 36.0], shoonya_1sSN0ABUQASLR2, 5708564]
[sub-ordered-list, [183.0, 412.0, 950.0, 36.0], shoonya_1sSN0ABUQASLR2, 5708564]
[sub-ordered-list, [183.0, 448.0, 950.0, 36.0], shoonya_1sSN0ABUQASLR2, 5708564]
[sub-ordered-list, [183.0, 484.0, 950.0, 36.0], shoonya_1sSN0ABUQASLR2, 5708564]
[sub-ordered-list, [183.0, 520.0, 950.0, 36.0], shoonya_1sSN0ABUQASLR2, 5708564]
[sub-ordered-list, [183.0, 556.0, 950.0, 36.0], shoonya_1sSN0ABUQASLR2, 5708564]
[sub-ordered-list, [183.0, 592.0, 950.0, 36.0], shoonya_1sSN0ABUQASLR2, 5708564]
[sub-ordered-list, [183.0, 628.0, 950.0, 36.0], shoonya_1sSN0ABUQASLR2, 5708564]
[sub-ordered-list, [183.0, 664.0, 950.0, 36.0], shoonya_1sSN0ABUQASLR2, 5708564]
[sub-ordered-list, [183.0, 700.0, 950.0, 36.0], shoonya_1sSN0ABUQASLR2, 5708564]
[sub-ordered-list, [183.0, 736.0, 950.0, 36.0], shoonya_1sSN0ABUQASLR2, 5708564]
[sub-ordered-list, [183.0, 772.0, 950.0, 36.0], shoonya_1sSN0ABUQASLR2, 5708564]
[sub-ordered-list, [183.0, 808.0, 950.0, 36.0], shoonya_1sSN0ABUQASLR2, 5708564]
[sub-section-title, [112.0, 901.0, 430.0, 36.0], shoonya_7sRPKMD0HC0GJ4, 5708564]
[sub-ordered-list, [180.0, 931.0, 957.0, 36.0], shoonya_4s3V9MI3QURYUQ, 5708564]
[sub-ordered-list, [180.0, 967.0, 957.0, 36.0], shoonya_4s3V9MI3QURYUQ, 5708564]
[sub-ordered-list, [180.0, 1003.0, 957.0, 36.0], shoonya_4s3V9MI3QURYUQ, 5708564]
[sub-ordered-list, [180.0, 1039.0, 957.0, 36.0], shoonya_4s3V9MI3QURYUQ, 5708564]
[sub-ordered-list, [180.0, 1075.0, 957.0, 36.0], shoonya_4s3V9MI3QURYUQ, 5708564]
[sub-ordered-list, [180.0, 1111.0, 957.0, 36.0], shoonya_4s3V9MI3QURYUQ, 5708564]
[sub-ordered-list, [180.0, 1147.0, 957.0, 36.0], shoonya_4s3V9MI3QURYUQ, 5708564]
[sub-ordered-list, [180.0, 1183.0, 957.0, 36.0], shoonya_4s3V9MI3QURYUQ, 5708564]
[sub-ordered-list, [180.0, 1219.0, 957.0, 36.0], shoonya_4s3V9MI3QURYUQ, 5708564]
[sub-section-title, [112.0, 1303.0, 343.0, 36.0], shoonya_8sQX7OZGLI7NVP, 5708564]
[sub-ordered-list, [173.0, 1339.0, 965.0, 36.0], shoonya_6sMKLD5E8I4UCJ, 5708564]
[sub-ordered-list, [173.0, 1375.0, 965.0, 36.0], shoonya_6sMKLD5E8I4UCJ, 5708564]
[sub-ordered-list, [173.0, 1411.0, 965.0, 36.0], shoonya_6sMKLD5E8I4UCJ, 5708564]
[sub-ordered-list, [173.0, 1447.0, 965.0, 36.0], shoonya_6sMKLD5E8I4UCJ, 5708564]
[sub-ordered-list, [173.0, 1483.0, 965.0, 36.0], shoonya_6sMKLD5E8I4UCJ, 5708564]
[sub-ordered-list, [173.0, 1519.0, 965.0, 36.0], shoonya_6sMKLD5E8I4UCJ, 5708564]
