[2640, 1756]
[paragraph, [51.0, 1354.0, 566.0, 46.5], h8HcI2ELql, 5694104]
[paragraph, [1195.0, 1408.5, 547.0, 46.5], 3aHNAXsBFF, 5694104]
[paragraph, [1195.0, 1455.0, 547.0, 46.5], 3aHNAXsBFF, 5694104]
[paragraph, [1195.0, 1501.5, 547.0, 46.5], 3aHNAXsBFF, 5694104]
[paragraph, [1195.0, 1548.0, 547.0, 46.5], 3aHNAXsBFF, 5694104]
[paragraph, [1195.0, 1594.5, 547.0, 46.5], 3aHNAXsBFF, 5694104]
[paragraph, [1195.0, 1641.0, 547.0, 46.5], 3aHNAXsBFF, 5694104]
[paragraph, [1195.0, 1687.5, 547.0, 46.5], 3aHNAXsBFF, 5694104]
[paragraph, [1195.0, 1734.0, 547.0, 46.5], 3aHNAXsBFF, 5694104]
[paragraph, [1195.0, 1780.5, 547.0, 46.5], 3aHNAXsBFF, 5694104]
[paragraph, [1195.0, 1827.0, 547.0, 46.5], 3aHNAXsBFF, 5694104]
[paragraph, [1195.0, 1873.5, 547.0, 46.5], 3aHNAXsBFF, 5694104]
[paragraph, [1195.0, 1920.0, 547.0, 46.5], 3aHNAXsBFF, 5694104]
[paragraph, [1195.0, 1966.5, 547.0, 46.5], 3aHNAXsBFF, 5694104]
[paragraph, [1195.0, 2013.0, 547.0, 46.5], 3aHNAXsBFF, 5694104]
[paragraph, [1195.0, 2059.5, 547.0, 46.5], 3aHNAXsBFF, 5694104]
[paragraph, [1195.0, 2106.0, 547.0, 46.5], 3aHNAXsBFF, 5694104]
[paragraph, [1195.0, 2152.5, 547.0, 46.5], 3aHNAXsBFF, 5694104]
[paragraph, [1195.0, 2199.0, 547.0, 46.5], 3aHNAXsBFF, 5694104]
[paragraph, [1195.0, 2245.5, 547.0, 46.5], 3aHNAXsBFF, 5694104]
[paragraph, [1195.0, 2292.0, 547.0, 46.5], 3aHNAXsBFF, 5694104]
[paragraph, [1195.0, 2338.5, 547.0, 46.5], 3aHNAXsBFF, 5694104]
[paragraph, [1195.0, 2385.0, 547.0, 46.5], 3aHNAXsBFF, 5694104]
[paragraph, [1195.0, 2431.5, 547.0, 46.5], 3aHNAXsBFF, 5694104]
[paragraph, [87.0, 2072.0, 486.0, 46.5], JCnNPN4Ei_, 5694104]
[paragraph, [87.0, 2118.5, 486.0, 46.5], JCnNPN4Ei_, 5694104]
[paragraph, [87.0, 2165.0, 486.0, 46.5], JCnNPN4Ei_, 5694104]
[paragraph, [87.0, 2211.5, 486.0, 46.5], JCnNPN4Ei_, 5694104]
[paragraph, [87.0, 2258.0, 486.0, 46.5], JCnNPN4Ei_, 5694104]
[paragraph, [87.0, 2304.5, 486.0, 46.5], JCnNPN4Ei_, 5694104]
[paragraph, [87.0, 2351.0, 486.0, 46.5], JCnNPN4Ei_, 5694104]
[paragraph, [87.0, 2397.5, 486.0, 46.5], JCnNPN4Ei_, 5694104]
[paragraph, [87.0, 2444.0, 486.0, 46.5], JCnNPN4Ei_, 5694104]
