[1806, 1262]
[paragraph, [642.0, 162.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [95.0, 775.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 811.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 847.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 883.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 919.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 955.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 991.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 1027.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 1063.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 1099.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 1135.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 1171.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 1207.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 1243.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 1279.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 1315.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 1351.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 1387.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 1423.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 1459.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 1495.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 1531.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 1567.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 1603.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 1639.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [655.0, 1629.0, 501.0, 36.0], shoonya_2s12PCSGUVID4Y, 5681632]
[paragraph, [655.0, 1665.0, 501.0, 36.0], shoonya_2s12PCSGUVID4Y, 5681632]
