[2230, 1704]
[sidebar, [574.0, 136.0, 576.0, 36.0], ZvYDcV4Ta3, 5654450]
[ordered-list, [895.0, 1525.0, 791.0, 36.0], shoonya_4sFPIVAQTZ4MD0, 5654450]
[ordered-list, [895.0, 1561.0, 791.0, 36.0], shoonya_4sFPIVAQTZ4MD0, 5654450]
[ordered-list, [895.0, 1597.0, 791.0, 36.0], shoonya_4sFPIVAQTZ4MD0, 5654450]
[ordered-list, [895.0, 1633.0, 791.0, 36.0], shoonya_4sFPIVAQTZ4MD0, 5654450]
[ordered-list, [895.0, 1669.0, 791.0, 36.0], shoonya_4sFPIVAQTZ4MD0, 5654450]
[ordered-list, [895.0, 1705.0, 791.0, 36.0], shoonya_4sFPIVAQTZ4MD0, 5654450]
[ordered-list, [895.0, 1741.0, 791.0, 36.0], shoonya_4sFPIVAQTZ4MD0, 5654450]
[ordered-list, [895.0, 1777.0, 791.0, 36.0], shoonya_4sFPIVAQTZ4MD0, 5654450]
[ordered-list, [895.0, 1813.0, 791.0, 36.0], shoonya_4sFPIVAQTZ4MD0, 5654450]
[paragraph, [81.0, 1278.0, 812.0, 36.0], shoonya_3sL7MM9IV3CXH8, 5654450]
[paragraph, [81.0, 1314.0, 812.0, 36.0], shoonya_3sL7MM9IV3CXH8, 5654450]
[paragraph, [81.0, 1350.0, 812.0, 36.0], shoonya_3sL7MM9IV3CXH8, 5654450]
[paragraph, [81.0, 1386.0, 812.0, 36.0], shoonya_3sL7MM9IV3CXH8, 5654450]
[paragraph, [81.0, 1422.0, 812.0, 36.0], shoonya_3sL7MM9IV3CXH8, 5654450]
[paragraph, [81.0, 1458.0, 812.0, 36.0], shoonya_3sL7MM9IV3CXH8, 5654450]
[paragraph, [81.0, 1494.0, 812.0, 36.0], shoonya_3sL7MM9IV3CXH8, 5654450]
[paragraph, [81.0, 1530.0, 812.0, 36.0], shoonya_3sL7MM9IV3CXH8, 5654450]
[paragraph, [81.0, 1566.0, 812.0, 36.0], shoonya_3sL7MM9IV3CXH8, 5654450]
[paragraph, [81.0, 1602.0, 812.0, 36.0], shoonya_3sL7MM9IV3CXH8, 5654450]
[paragraph, [81.0, 1638.0, 812.0, 36.0], shoonya_3sL7MM9IV3CXH8, 5654450]
[paragraph, [81.0, 1674.0, 812.0, 36.0], shoonya_3sL7MM9IV3CXH8, 5654450]
[paragraph, [81.0, 1710.0, 812.0, 36.0], shoonya_3sL7MM9IV3CXH8, 5654450]
[paragraph, [81.0, 1746.0, 812.0, 36.0], shoonya_3sL7MM9IV3CXH8, 5654450]
[paragraph, [81.0, 1782.0, 812.0, 36.0], shoonya_3sL7MM9IV3CXH8, 5654450]
[paragraph, [81.0, 1818.0, 812.0, 36.0], shoonya_3sL7MM9IV3CXH8, 5654450]
[paragraph, [81.0, 1854.0, 812.0, 36.0], shoonya_3sL7MM9IV3CXH8, 5654450]
[paragraph, [81.0, 1890.0, 812.0, 36.0], shoonya_3sL7MM9IV3CXH8, 5654450]
[paragraph, [81.0, 1926.0, 812.0, 36.0], shoonya_3sL7MM9IV3CXH8, 5654450]
[paragraph, [937.0, 1877.0, 738.0, 36.0], shoonya_13s5IZDBDRBWER, 5654450]
[paragraph, [937.0, 1913.0, 738.0, 36.0], shoonya_13s5IZDBDRBWER, 5654450]
[paragraph, [937.0, 1949.0, 738.0, 36.0], shoonya_13s5IZDBDRBWER, 5654450]
[paragraph, [937.0, 1985.0, 738.0, 36.0], shoonya_13s5IZDBDRBWER, 5654450]
[paragraph, [937.0, 2021.0, 738.0, 36.0], shoonya_13s5IZDBDRBWER, 5654450]
[paragraph, [937.0, 2057.0, 738.0, 36.0], shoonya_13s5IZDBDRBWER, 5654450]
[paragraph, [129.0, 1973.0, 774.0, 36.0], shoonya_5s0LN9XSG7Z7WC, 5654450]
[paragraph, [129.0, 2009.0, 774.0, 36.0], shoonya_5s0LN9XSG7Z7WC, 5654450]
[paragraph, [129.0, 2045.0, 774.0, 36.0], shoonya_5s0LN9XSG7Z7WC, 5654450]
[folio, [503.0, 2154.0, 691.0, 36.0], shoonya_7sMSQX54NNKSHU, 5654450]
