[985, 609]
[ordered-list, [82.0, 83.0, 488.0, 18.0], F5PACZCaiy, 5756739]
[ordered-list, [82.0, 785.0, 488.0, 18.0], F5PACZCaiy, 5756739]
[ordered-list, [82.0, 803.0, 488.0, 18.0], F5PACZCaiy, 5756739]
[ordered-list, [82.0, 821.0, 488.0, 18.0], F5PACZCaiy, 5756739]
[ordered-list, [82.0, 839.0, 488.0, 18.0], F5PACZCaiy, 5756739]
[ordered-list, [82.0, 857.0, 488.0, 18.0], F5PACZCaiy, 5756739]
[ordered-list, [82.0, 875.0, 488.0, 18.0], F5PACZCaiy, 5756739]
[sub-ordered-list, [126.0, 93.0, 423.0, 18.0], kpW6r4fTar, 5756739]
[sub-ordered-list, [126.0, 111.0, 423.0, 18.0], kpW6r4fTar, 5756739]
[sub-ordered-list, [126.0, 129.0, 423.0, 18.0], kpW6r4fTar, 5756739]
[sub-ordered-list, [126.0, 147.0, 423.0, 18.0], kpW6r4fTar, 5756739]
[sub-ordered-list, [126.0, 165.0, 423.0, 18.0], kpW6r4fTar, 5756739]
[sub-ordered-list, [107.0, 194.0, 436.0, 18.0], LKpkvr4StW, 5756739]
[sub-ordered-list, [107.0, 212.0, 436.0, 18.0], LKpkvr4StW, 5756739]
[sub-ordered-list, [107.0, 230.0, 436.0, 18.0], LKpkvr4StW, 5756739]
[sub-ordered-list, [107.0, 248.0, 436.0, 18.0], LKpkvr4StW, 5756739]
[sub-ordered-list, [107.0, 266.0, 436.0, 18.0], LKpkvr4StW, 5756739]
[sub-ordered-list, [107.0, 284.0, 436.0, 18.0], LKpkvr4StW, 5756739]
[sub-ordered-list, [107.0, 302.0, 436.0, 18.0], LKpkvr4StW, 5756739]
[sub-ordered-list, [107.0, 320.0, 436.0, 18.0], LKpkvr4StW, 5756739]
[sub-ordered-list, [107.0, 338.0, 436.0, 18.0], LKpkvr4StW, 5756739]
[sub-ordered-list, [107.0, 356.0, 436.0, 18.0], LKpkvr4StW, 5756739]
[sub-ordered-list, [107.0, 374.0, 436.0, 18.0], LKpkvr4StW, 5756739]
[sub-ordered-list, [107.0, 392.0, 436.0, 18.0], LKpkvr4StW, 5756739]
[sub-ordered-list, [107.0, 410.0, 436.0, 18.0], LKpkvr4StW, 5756739]
[sub-ordered-list, [107.0, 428.0, 436.0, 18.0], LKpkvr4StW, 5756739]
[subsub-ordered-list, [125.0, 213.0, 418.0, 18.0], LJH6rB7jep, 5756739]
[subsub-ordered-list, [125.0, 231.0, 418.0, 18.0], LJH6rB7jep, 5756739]
[subsub-ordered-list, [125.0, 249.0, 418.0, 18.0], LJH6rB7jep, 5756739]
[subsub-ordered-list, [125.0, 267.0, 418.0, 18.0], LJH6rB7jep, 5756739]
[subsub-ordered-list, [125.0, 312.0, 386.0, 18.0], J6xBQgzSB2, 5756739]
[subsub-ordered-list, [125.0, 330.0, 386.0, 18.0], J6xBQgzSB2, 5756739]
[subsub-ordered-list, [125.0, 348.0, 386.0, 18.0], J6xBQgzSB2, 5756739]
[subsub-ordered-list, [125.0, 366.0, 386.0, 18.0], J6xBQgzSB2, 5756739]
[subsub-ordered-list, [125.0, 384.0, 386.0, 18.0], J6xBQgzSB2, 5756739]
[subsub-ordered-list, [125.0, 402.0, 386.0, 18.0], J6xBQgzSB2, 5756739]
[subsub-ordered-list, [125.0, 420.0, 386.0, 18.0], J6xBQgzSB2, 5756739]
[sub-ordered-list, [104.0, 462.0, 448.0, 18.0], Nij9wTe3PR, 5756739]
[sub-ordered-list, [104.0, 480.0, 448.0, 18.0], Nij9wTe3PR, 5756739]
[sub-ordered-list, [104.0, 498.0, 448.0, 18.0], Nij9wTe3PR, 5756739]
[sub-ordered-list, [104.0, 516.0, 448.0, 18.0], Nij9wTe3PR, 5756739]
[sub-ordered-list, [104.0, 534.0, 448.0, 18.0], Nij9wTe3PR, 5756739]
[sub-ordered-list, [104.0, 552.0, 448.0, 18.0], Nij9wTe3PR, 5756739]
[sub-ordered-list, [104.0, 570.0, 448.0, 18.0], Nij9wTe3PR, 5756739]
[sub-ordered-list, [104.0, 588.0, 448.0, 18.0], Nij9wTe3PR, 5756739]
[sub-ordered-list, [104.0, 606.0, 448.0, 18.0], Nij9wTe3PR, 5756739]
[sub-ordered-list, [104.0, 624.0, 448.0, 18.0], Nij9wTe3PR, 5756739]
[sub-ordered-list, [104.0, 642.0, 448.0, 18.0], Nij9wTe3PR, 5756739]
[sub-ordered-list, [104.0, 660.0, 448.0, 18.0], Nij9wTe3PR, 5756739]
[sub-ordered-list, [104.0, 678.0, 448.0, 18.0], Nij9wTe3PR, 5756739]
[sub-ordered-list, [104.0, 696.0, 448.0, 18.0], Nij9wTe3PR, 5756739]
[subsub-ordered-list, [124.0, 477.0, 412.0, 18.0], ZkZs_-ve61, 5756739]
[subsub-ordered-list, [124.0, 495.0, 412.0, 18.0], ZkZs_-ve61, 5756739]
[subsub-ordered-list, [124.0, 513.0, 412.0, 18.0], ZkZs_-ve61, 5756739]
[subsub-ordered-list, [124.0, 531.0, 412.0, 18.0], ZkZs_-ve61, 5756739]
[subsub-ordered-list, [126.0, 577.0, 421.0, 18.0], zN64KsbkW1, 5756739]
[subsub-ordered-list, [126.0, 595.0, 421.0, 18.0], zN64KsbkW1, 5756739]
[subsub-ordered-list, [126.0, 613.0, 421.0, 18.0], zN64KsbkW1, 5756739]
[subsub-ordered-list, [126.0, 631.0, 421.0, 18.0], zN64KsbkW1, 5756739]
[subsub-ordered-list, [126.0, 649.0, 421.0, 18.0], zN64KsbkW1, 5756739]
[subsub-ordered-list, [126.0, 667.0, 421.0, 18.0], zN64KsbkW1, 5756739]
[subsub-ordered-list, [126.0, 685.0, 421.0, 18.0], zN64KsbkW1, 5756739]
[subsub-ordered-list, [126.0, 703.0, 421.0, 18.0], zN64KsbkW1, 5756739]
[sub-ordered-list, [90.0, 741.0, 473.0, 18.0], qCrhuw_7UD, 5756739]
[sub-ordered-list, [90.0, 759.0, 473.0, 18.0], qCrhuw_7UD, 5756739]
[sub-ordered-list, [90.0, 777.0, 473.0, 18.0], qCrhuw_7UD, 5756739]
[sub-ordered-list, [90.0, 795.0, 473.0, 18.0], qCrhuw_7UD, 5756739]
[sub-ordered-list, [90.0, 813.0, 473.0, 18.0], qCrhuw_7UD, 5756739]
[sub-ordered-list, [90.0, 831.0, 473.0, 18.0], qCrhuw_7UD, 5756739]
[sub-ordered-list, [90.0, 849.0, 473.0, 18.0], qCrhuw_7UD, 5756739]
[sub-ordered-list, [90.0, 867.0, 473.0, 18.0], qCrhuw_7UD, 5756739]
[paragraph, [87.0, 906.0, 126.0, 18.0], -a-X24Yc7y, 5756739]
[ordered-list, [108.0, 928.0, 246.0, 18.0], shoonya_0sZY8E4OXYYBJB, 5756739]
[ordered-list, [108.0, 946.0, 246.0, 18.0], shoonya_0sZY8E4OXYYBJB, 5756739]
