[1625, 1211]
[headline, [217.0, 166.0, 897.0, 37.5], shoonya_1sCB959OCO0Q0X, 5742868]
[paragraph, [797.0, 576.0, 338.0, 36.0], shoonya_0sQBBB8LTJ9RG8, 5742868]
[paragraph, [797.0, 612.0, 338.0, 36.0], shoonya_0sQBBB8LTJ9RG8, 5742868]
[paragraph, [797.0, 648.0, 338.0, 36.0], shoonya_0sQBBB8LTJ9RG8, 5742868]
[paragraph, [797.0, 684.0, 338.0, 36.0], shoonya_0sQBBB8LTJ9RG8, 5742868]
[paragraph, [797.0, 720.0, 338.0, 36.0], shoonya_0sQBBB8LTJ9RG8, 5742868]
[paragraph, [797.0, 756.0, 338.0, 36.0], shoonya_0sQBBB8LTJ9RG8, 5742868]
[paragraph, [435.0, 678.0, 334.0, 36.0], shoonya_3sN1HTJKPG0QHI, 5742868]
[paragraph, [435.0, 714.0, 334.0, 36.0], shoonya_3sN1HTJKPG0QHI, 5742868]
[paragraph, [435.0, 750.0, 334.0, 36.0], shoonya_3sN1HTJKPG0QHI, 5742868]
[paragraph, [435.0, 786.0, 334.0, 36.0], shoonya_3sN1HTJKPG0QHI, 5742868]
[paragraph, [435.0, 822.0, 334.0, 36.0], shoonya_3sN1HTJKPG0QHI, 5742868]
[paragraph, [435.0, 858.0, 334.0, 36.0], shoonya_3sN1HTJKPG0QHI, 5742868]
[paragraph, [435.0, 894.0, 334.0, 36.0], shoonya_3sN1HTJKPG0QHI, 5742868]
[paragraph, [435.0, 930.0, 334.0, 36.0], shoonya_3sN1HTJKPG0QHI, 5742868]
[paragraph, [435.0, 966.0, 334.0, 36.0], shoonya_3sN1HTJKPG0QHI, 5742868]
[paragraph, [435.0, 1002.0, 334.0, 36.0], shoonya_3sN1HTJKPG0QHI, 5742868]
[paragraph, [435.0, 1038.0, 334.0, 36.0], shoonya_3sN1HTJKPG0QHI, 5742868]
[paragraph, [435.0, 1074.0, 334.0, 36.0], shoonya_3sN1HTJKPG0QHI, 5742868]
[paragraph, [435.0, 1110.0, 334.0, 36.0], shoonya_3sN1HTJKPG0QHI, 5742868]
[paragraph, [435.0, 1146.0, 334.0, 36.0], shoonya_3sN1HTJKPG0QHI, 5742868]
[paragraph, [795.0, 810.0, 338.0, 36.0], 7RmSuXxA9x, 5742868]
[paragraph, [795.0, 846.0, 338.0, 36.0], 7RmSuXxA9x, 5742868]
[paragraph, [790.0, 958.0, 347.0, 36.0], shoonya_2sY7FETQ3I47RN, 5742868]
[paragraph, [790.0, 994.0, 347.0, 36.0], shoonya_2sY7FETQ3I47RN, 5742868]
[paragraph, [790.0, 1030.0, 347.0, 36.0], shoonya_2sY7FETQ3I47RN, 5742868]
[paragraph, [790.0, 1066.0, 347.0, 36.0], shoonya_2sY7FETQ3I47RN, 5742868]
[paragraph, [790.0, 1102.0, 347.0, 36.0], shoonya_2sY7FETQ3I47RN, 5742868]
[paragraph, [790.0, 1138.0, 347.0, 36.0], shoonya_2sY7FETQ3I47RN, 5742868]
[paragraph, [790.0, 1174.0, 347.0, 36.0], shoonya_2sY7FETQ3I47RN, 5742868]
[paragraph, [790.0, 1210.0, 347.0, 36.0], shoonya_2sY7FETQ3I47RN, 5742868]
[paragraph, [790.0, 1246.0, 347.0, 36.0], shoonya_2sY7FETQ3I47RN, 5742868]
[paragraph, [790.0, 1282.0, 347.0, 36.0], shoonya_2sY7FETQ3I47RN, 5742868]
[paragraph, [790.0, 1318.0, 347.0, 36.0], shoonya_2sY7FETQ3I47RN, 5742868]
[paragraph, [790.0, 1354.0, 347.0, 36.0], shoonya_2sY7FETQ3I47RN, 5742868]
[paragraph, [790.0, 1390.0, 347.0, 36.0], shoonya_2sY7FETQ3I47RN, 5742868]
[paragraph, [790.0, 1426.0, 347.0, 36.0], shoonya_2sY7FETQ3I47RN, 5742868]
[paragraph, [68.0, 1135.0, 346.0, 36.0], Ss-O_Y4DbH, 5742868]
[paragraph, [68.0, 1171.0, 346.0, 36.0], Ss-O_Y4DbH, 5742868]
[paragraph, [68.0, 1207.0, 346.0, 36.0], Ss-O_Y4DbH, 5742868]
[paragraph, [68.0, 1243.0, 346.0, 36.0], Ss-O_Y4DbH, 5742868]
[paragraph, [68.0, 1279.0, 346.0, 36.0], Ss-O_Y4DbH, 5742868]
[paragraph, [68.0, 1315.0, 346.0, 36.0], Ss-O_Y4DbH, 5742868]
[paragraph, [68.0, 1351.0, 346.0, 36.0], Ss-O_Y4DbH, 5742868]
[paragraph, [68.0, 1387.0, 346.0, 36.0], Ss-O_Y4DbH, 5742868]
[paragraph, [68.0, 1423.0, 346.0, 36.0], Ss-O_Y4DbH, 5742868]
[paragraph, [432.0, 1200.0, 338.0, 36.0], ptNLlJGrxg, 5742868]
[paragraph, [432.0, 1236.0, 338.0, 36.0], ptNLlJGrxg, 5742868]
[paragraph, [432.0, 1272.0, 338.0, 36.0], ptNLlJGrxg, 5742868]
[paragraph, [432.0, 1308.0, 338.0, 36.0], ptNLlJGrxg, 5742868]
[paragraph, [432.0, 1344.0, 338.0, 36.0], ptNLlJGrxg, 5742868]
[paragraph, [432.0, 1380.0, 338.0, 36.0], ptNLlJGrxg, 5742868]
[paragraph, [432.0, 1416.0, 338.0, 36.0], ptNLlJGrxg, 5742868]
[folio, [87.0, 1479.0, 90.0, 36.0], zKyQRZEnc-, 5742868]
[folio, [421.0, 1484.0, 117.0, 36.0], UaEejZLVXU, 5742868]
[folio, [792.0, 1484.0, 139.0, 36.0], VP75ReKV_G, 5742868]
