[872, 605]
[section-title, [259.0, 31.0, 97.0, 30.0], shoonya_0sH3NWAD47NHD9, 6456853]
[paragraph, [32.0, 258.0, 266.0, 18.0], Eui5-x3ubT, 6456853]
[paragraph, [39.0, 277.0, 124.0, 18.0], xCg8U3IKl8, 6456853]
[paragraph, [38.0, 303.0, 259.0, 18.0], yA7ejvZqmm, 6456853]
[paragraph, [49.0, 339.0, 250.0, 18.0], VJqSOrYkYP, 6456853]
[paragraph, [38.0, 361.0, 261.0, 18.0], OoXmhRAhf4, 6456853]
[paragraph, [38.0, 395.0, 263.0, 18.0], qnH20tizvl, 6456853]
[paragraph, [303.0, 412.0, 263.0, 18.0], Yw_hFH29w_, 6456853]
[paragraph, [303.0, 430.0, 263.0, 18.0], Yw_hFH29w_, 6456853]
[paragraph, [303.0, 448.0, 263.0, 18.0], Yw_hFH29w_, 6456853]
[paragraph, [38.0, 416.0, 259.0, 18.0], j_fBzlwfb4, 6456853]
[paragraph, [38.0, 434.0, 259.0, 18.0], j_fBzlwfb4, 6456853]
[paragraph, [38.0, 452.0, 259.0, 18.0], j_fBzlwfb4, 6456853]
[paragraph, [38.0, 470.0, 259.0, 18.0], j_fBzlwfb4, 6456853]
[paragraph, [395.0, 498.0, 150.0, 18.0], 91njIyiX1Z, 6456853]
[paragraph, [42.0, 503.0, 259.0, 18.0], jPiiwlj2Q7, 6456853]
[paragraph, [42.0, 521.0, 259.0, 18.0], jPiiwlj2Q7, 6456853]
[paragraph, [301.0, 517.0, 252.0, 18.0], Ilj9gK4LJ3, 6456853]
[paragraph, [303.0, 537.0, 261.0, 18.0], KqdUwlSDGT, 6456853]
[paragraph, [303.0, 555.0, 261.0, 18.0], KqdUwlSDGT, 6456853]
[paragraph, [303.0, 573.0, 261.0, 18.0], KqdUwlSDGT, 6456853]
[paragraph, [53.0, 544.0, 156.0, 18.0], me0nXH0aQB, 6456853]
[paragraph, [39.0, 561.0, 256.0, 18.0], 5F8-oAcC36, 6456853]
[paragraph, [38.0, 584.0, 263.0, 18.0], X73YTKjegr, 6456853]
[paragraph, [38.0, 602.0, 263.0, 18.0], X73YTKjegr, 6456853]
[paragraph, [303.0, 610.0, 258.0, 18.0], 5ms5T7wWqS, 6456853]
[paragraph, [303.0, 628.0, 258.0, 18.0], 5ms5T7wWqS, 6456853]
[paragraph, [36.0, 638.0, 263.0, 18.0], UzE3n_e6hs, 6456853]
[paragraph, [303.0, 652.0, 259.0, 18.0], DJwYsdWF3h, 6456853]
[paragraph, [303.0, 670.0, 259.0, 18.0], DJwYsdWF3h, 6456853]
[paragraph, [303.0, 688.0, 259.0, 18.0], DJwYsdWF3h, 6456853]
[paragraph, [34.0, 673.0, 267.0, 18.0], qrJBTemW94, 6456853]
[paragraph, [48.0, 710.0, 136.0, 18.0], FBkQpSTe2Z, 6456853]
[paragraph, [305.0, 723.0, 258.0, 18.0], gRe4iJ98vS, 6456853]
[paragraph, [305.0, 741.0, 258.0, 18.0], gRe4iJ98vS, 6456853]
[paragraph, [36.0, 731.0, 241.0, 18.0], T-X4KxlxEy, 6456853]
[paragraph, [38.0, 752.0, 261.0, 18.0], J43s_h6hbO, 6456853]
[paragraph, [38.0, 770.0, 261.0, 18.0], J43s_h6hbO, 6456853]
[paragraph, [38.0, 788.0, 261.0, 18.0], J43s_h6hbO, 6456853]
[reference, [306.0, 761.0, 257.0, 18.0], bZUm1WaV7_, 6456853]
[reference, [306.0, 779.0, 257.0, 18.0], bZUm1WaV7_, 6456853]
[reference, [306.0, 797.0, 257.0, 18.0], bZUm1WaV7_, 6456853]
[reference, [48.0, 811.0, 255.0, 18.0], OtWnClkqjf, 6456853]
