[2067, 1567]
[folio, [183.0, 195.0, 166.0, 36.0], BPAVnwfrOy, 5735415]
[paragraph, [791.0, 903.0, 581.0, 36.0], shoonya_2sRU5TIQ1MKY36, 5735415]
[paragraph, [791.0, 939.0, 581.0, 36.0], shoonya_2sRU5TIQ1MKY36, 5735415]
[paragraph, [791.0, 975.0, 581.0, 36.0], shoonya_2sRU5TIQ1MKY36, 5735415]
[paragraph, [791.0, 1011.0, 581.0, 36.0], shoonya_2sRU5TIQ1MKY36, 5735415]
[paragraph, [193.0, 745.0, 577.0, 36.0], shoonya_4sCF0PNF9KINAB, 5735415]
[paragraph, [193.0, 781.0, 577.0, 36.0], shoonya_4sCF0PNF9KINAB, 5735415]
[paragraph, [193.0, 817.0, 577.0, 36.0], shoonya_4sCF0PNF9KINAB, 5735415]
[paragraph, [193.0, 853.0, 577.0, 36.0], shoonya_4sCF0PNF9KINAB, 5735415]
[paragraph, [193.0, 889.0, 577.0, 36.0], shoonya_4sCF0PNF9KINAB, 5735415]
[paragraph, [193.0, 925.0, 577.0, 36.0], shoonya_4sCF0PNF9KINAB, 5735415]
[paragraph, [193.0, 961.0, 577.0, 36.0], shoonya_4sCF0PNF9KINAB, 5735415]
[paragraph, [193.0, 1007.0, 578.0, 36.0], shoonya_0sJY8PDGBYC0R1, 5735415]
[paragraph, [193.0, 1043.0, 578.0, 36.0], shoonya_0sJY8PDGBYC0R1, 5735415]
[paragraph, [193.0, 1079.0, 578.0, 36.0], shoonya_0sJY8PDGBYC0R1, 5735415]
[paragraph, [193.0, 1115.0, 578.0, 36.0], shoonya_0sJY8PDGBYC0R1, 5735415]
[paragraph, [193.0, 1151.0, 578.0, 36.0], shoonya_0sJY8PDGBYC0R1, 5735415]
[paragraph, [193.0, 1187.0, 578.0, 36.0], shoonya_0sJY8PDGBYC0R1, 5735415]
[paragraph, [193.0, 1223.0, 578.0, 36.0], shoonya_0sJY8PDGBYC0R1, 5735415]
[paragraph, [193.0, 1259.0, 578.0, 36.0], shoonya_0sJY8PDGBYC0R1, 5735415]
[author, [1184.0, 1047.0, 186.0, 36.0], shoonya_13sJ8EYURDSDPS, 5735415]
[paragraph, [784.0, 1186.0, 377.0, 36.0], gQ3wErnMli, 5735415]
[paragraph, [1048.0, 1280.0, 324.0, 36.0], shoonya_12sSZEE01JLIGJ, 5735415]
[paragraph, [1048.0, 1316.0, 324.0, 36.0], shoonya_12sSZEE01JLIGJ, 5735415]
[paragraph, [1048.0, 1352.0, 324.0, 36.0], shoonya_12sSZEE01JLIGJ, 5735415]
[paragraph, [1048.0, 1388.0, 324.0, 36.0], shoonya_12sSZEE01JLIGJ, 5735415]
[paragraph, [1048.0, 1424.0, 324.0, 36.0], shoonya_12sSZEE01JLIGJ, 5735415]
[paragraph, [1048.0, 1460.0, 324.0, 36.0], shoonya_12sSZEE01JLIGJ, 5735415]
[paragraph, [1048.0, 1496.0, 324.0, 36.0], shoonya_12sSZEE01JLIGJ, 5735415]
[paragraph, [1048.0, 1532.0, 324.0, 36.0], shoonya_12sSZEE01JLIGJ, 5735415]
[paragraph, [1048.0, 1568.0, 324.0, 36.0], shoonya_12sSZEE01JLIGJ, 5735415]
[sidebar, [1415.0, 1300.0, 129.0, 36.0], shoonya_14s4V667H0OHOU, 5735415]
[paragraph, [192.0, 1317.0, 577.0, 36.0], shoonya_3sCL4WYQQPDZ4D, 5735415]
[paragraph, [192.0, 1353.0, 577.0, 36.0], shoonya_3sCL4WYQQPDZ4D, 5735415]
[paragraph, [192.0, 1389.0, 577.0, 36.0], shoonya_3sCL4WYQQPDZ4D, 5735415]
[paragraph, [192.0, 1425.0, 577.0, 36.0], shoonya_3sCL4WYQQPDZ4D, 5735415]
[paragraph, [192.0, 1461.0, 577.0, 36.0], shoonya_3sCL4WYQQPDZ4D, 5735415]
[paragraph, [192.0, 1497.0, 577.0, 36.0], shoonya_3sCL4WYQQPDZ4D, 5735415]
[paragraph, [194.0, 1540.0, 580.0, 36.0], shoonya_6sNEDGF1YLFTQE, 5735415]
[paragraph, [194.0, 1576.0, 580.0, 36.0], shoonya_6sNEDGF1YLFTQE, 5735415]
[paragraph, [194.0, 1612.0, 580.0, 36.0], shoonya_6sNEDGF1YLFTQE, 5735415]
[paragraph, [194.0, 1648.0, 580.0, 36.0], shoonya_6sNEDGF1YLFTQE, 5735415]
[paragraph, [194.0, 1684.0, 580.0, 36.0], shoonya_6sNEDGF1YLFTQE, 5735415]
[paragraph, [194.0, 1720.0, 580.0, 36.0], shoonya_6sNEDGF1YLFTQE, 5735415]
[paragraph, [194.0, 1756.0, 580.0, 36.0], shoonya_6sNEDGF1YLFTQE, 5735415]
[paragraph, [791.0, 1628.0, 581.0, 36.0], shoonya_16s0A2VA0C78R1, 5735415]
[paragraph, [791.0, 1664.0, 581.0, 36.0], shoonya_16s0A2VA0C78R1, 5735415]
[paragraph, [791.0, 1700.0, 581.0, 36.0], shoonya_16s0A2VA0C78R1, 5735415]
[paragraph, [823.0, 1769.0, 547.0, 36.0], doMEdri_GX, 5735415]
[folio, [194.0, 1822.0, 229.0, 36.0], shoonya_9sDH2BUVKZUC7J, 5735415]
