[2000, 1414]
[paragraph, [76.0, 247.0, 575.0, 36.0], sHlGu9rchq, 6492003]
[paragraph, [396.0, 1651.0, 270.0, 36.0], WsrPd9RDfd, 6492003]
[paragraph, [396.0, 1687.0, 270.0, 36.0], WsrPd9RDfd, 6492003]
[paragraph, [396.0, 1723.0, 270.0, 36.0], WsrPd9RDfd, 6492003]
[paragraph, [396.0, 1759.0, 270.0, 36.0], WsrPd9RDfd, 6492003]
[paragraph, [396.0, 1795.0, 270.0, 36.0], WsrPd9RDfd, 6492003]
[paragraph, [396.0, 1831.0, 270.0, 36.0], WsrPd9RDfd, 6492003]
[paragraph, [61.0, 1573.0, 281.0, 36.0], mL4EXsGz_G, 6492003]
[paragraph, [61.0, 1609.0, 281.0, 36.0], mL4EXsGz_G, 6492003]
[paragraph, [61.0, 1645.0, 281.0, 36.0], mL4EXsGz_G, 6492003]
[paragraph, [61.0, 1681.0, 281.0, 36.0], mL4EXsGz_G, 6492003]
[paragraph, [61.0, 1717.0, 281.0, 36.0], mL4EXsGz_G, 6492003]
[paragraph, [61.0, 1753.0, 281.0, 36.0], mL4EXsGz_G, 6492003]
[paragraph, [61.0, 1789.0, 281.0, 36.0], mL4EXsGz_G, 6492003]
[paragraph, [61.0, 1825.0, 281.0, 36.0], mL4EXsGz_G, 6492003]
[paragraph, [61.0, 1861.0, 281.0, 36.0], mL4EXsGz_G, 6492003]
