[2230, 1631]
[paragraph, [848.0, 153.0, 735.0, 36.0], shoonya_6sHXCF36QG5576, 5654525]
[paragraph, [109.0, 1289.0, 714.0, 36.0], shoonya_2sNIDEO3LGJNS8, 5654525]
[paragraph, [109.0, 1325.0, 714.0, 36.0], shoonya_2sNIDEO3LGJNS8, 5654525]
[paragraph, [109.0, 1361.0, 714.0, 36.0], shoonya_2sNIDEO3LGJNS8, 5654525]
[paragraph, [109.0, 1397.0, 714.0, 36.0], shoonya_2sNIDEO3LGJNS8, 5654525]
[paragraph, [109.0, 1433.0, 714.0, 36.0], shoonya_2sNIDEO3LGJNS8, 5654525]
[paragraph, [109.0, 1469.0, 714.0, 36.0], shoonya_2sNIDEO3LGJNS8, 5654525]
[paragraph, [109.0, 1505.0, 714.0, 36.0], shoonya_2sNIDEO3LGJNS8, 5654525]
[paragraph, [109.0, 1541.0, 714.0, 36.0], shoonya_2sNIDEO3LGJNS8, 5654525]
[paragraph, [109.0, 1577.0, 714.0, 36.0], shoonya_2sNIDEO3LGJNS8, 5654525]
[paragraph, [109.0, 1613.0, 714.0, 36.0], shoonya_2sNIDEO3LGJNS8, 5654525]
[paragraph, [109.0, 1649.0, 714.0, 36.0], shoonya_2sNIDEO3LGJNS8, 5654525]
[paragraph, [109.0, 1685.0, 714.0, 36.0], shoonya_2sNIDEO3LGJNS8, 5654525]
[paragraph, [854.0, 1707.0, 742.0, 36.0], shoonya_5s8IRZHM5L0VDJ, 5654525]
[paragraph, [854.0, 1743.0, 742.0, 36.0], shoonya_5s8IRZHM5L0VDJ, 5654525]
[paragraph, [854.0, 1779.0, 742.0, 36.0], shoonya_5s8IRZHM5L0VDJ, 5654525]
[paragraph, [854.0, 1815.0, 742.0, 36.0], shoonya_5s8IRZHM5L0VDJ, 5654525]
[paragraph, [854.0, 1851.0, 742.0, 36.0], shoonya_5s8IRZHM5L0VDJ, 5654525]
[paragraph, [854.0, 1887.0, 742.0, 36.0], shoonya_5s8IRZHM5L0VDJ, 5654525]
[paragraph, [854.0, 1923.0, 742.0, 36.0], shoonya_5s8IRZHM5L0VDJ, 5654525]
[paragraph, [854.0, 1959.0, 742.0, 36.0], shoonya_5s8IRZHM5L0VDJ, 5654525]
[paragraph, [854.0, 1995.0, 742.0, 36.0], shoonya_5s8IRZHM5L0VDJ, 5654525]
[paragraph, [854.0, 2031.0, 742.0, 36.0], shoonya_5s8IRZHM5L0VDJ, 5654525]
[paragraph, [854.0, 2067.0, 742.0, 36.0], shoonya_5s8IRZHM5L0VDJ, 5654525]
[paragraph, [91.0, 1742.0, 734.0, 36.0], shoonya_3sL104B3CJ7QGM, 5654525]
[paragraph, [91.0, 1778.0, 734.0, 36.0], shoonya_3sL104B3CJ7QGM, 5654525]
[paragraph, [91.0, 1814.0, 734.0, 36.0], shoonya_3sL104B3CJ7QGM, 5654525]
[paragraph, [91.0, 1850.0, 734.0, 36.0], shoonya_3sL104B3CJ7QGM, 5654525]
[paragraph, [91.0, 1886.0, 734.0, 36.0], shoonya_3sL104B3CJ7QGM, 5654525]
[paragraph, [91.0, 1922.0, 734.0, 36.0], shoonya_3sL104B3CJ7QGM, 5654525]
[paragraph, [91.0, 1958.0, 734.0, 36.0], shoonya_3sL104B3CJ7QGM, 5654525]
[paragraph, [91.0, 1994.0, 734.0, 36.0], shoonya_3sL104B3CJ7QGM, 5654525]
[paragraph, [91.0, 2030.0, 734.0, 36.0], shoonya_3sL104B3CJ7QGM, 5654525]
[paragraph, [91.0, 2066.0, 734.0, 36.0], shoonya_3sL104B3CJ7QGM, 5654525]
[folio, [472.0, 2149.0, 689.0, 36.0], shoonya_9sLS06C4OUQOP7, 5654525]
