[1447, 1063]
[folio, [419.0, 54.0, 197.0, 18.0], sCDmGDb2kL, 5762713]
[paragraph, [535.0, 972.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 990.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [93.0, 699.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 717.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 735.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 753.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 771.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 789.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 807.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 825.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 843.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 861.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 879.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 897.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 915.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 933.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 951.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 969.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 987.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 1005.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 1023.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 1041.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 1059.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 1077.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 1095.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 1113.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 1131.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 1149.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 1167.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 1185.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 1203.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 1221.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 1239.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 1257.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 1275.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 1293.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [93.0, 1311.0, 429.0, 18.0], UUIuRPa7Ps, 5762713]
[paragraph, [536.0, 1038.0, 427.0, 18.0], mW9qDakZQ9, 5762713]
[paragraph, [536.0, 1056.0, 427.0, 18.0], mW9qDakZQ9, 5762713]
[paragraph, [536.0, 1074.0, 427.0, 18.0], mW9qDakZQ9, 5762713]
[paragraph, [536.0, 1092.0, 427.0, 18.0], mW9qDakZQ9, 5762713]
[paragraph, [536.0, 1110.0, 427.0, 18.0], mW9qDakZQ9, 5762713]
[paragraph, [536.0, 1128.0, 427.0, 18.0], mW9qDakZQ9, 5762713]
[paragraph, [536.0, 1146.0, 427.0, 18.0], mW9qDakZQ9, 5762713]
[paragraph, [536.0, 1164.0, 427.0, 18.0], mW9qDakZQ9, 5762713]
[paragraph, [536.0, 1182.0, 427.0, 18.0], mW9qDakZQ9, 5762713]
[paragraph, [536.0, 1200.0, 427.0, 18.0], mW9qDakZQ9, 5762713]
[paragraph, [536.0, 1218.0, 427.0, 18.0], mW9qDakZQ9, 5762713]
[paragraph, [536.0, 1236.0, 427.0, 18.0], mW9qDakZQ9, 5762713]
[paragraph, [536.0, 1254.0, 427.0, 18.0], mW9qDakZQ9, 5762713]
[paragraph, [536.0, 1272.0, 427.0, 18.0], mW9qDakZQ9, 5762713]
[paragraph, [536.0, 1290.0, 427.0, 18.0], mW9qDakZQ9, 5762713]
[paragraph, [536.0, 1308.0, 427.0, 18.0], mW9qDakZQ9, 5762713]
[paragraph, [536.0, 1326.0, 427.0, 18.0], mW9qDakZQ9, 5762713]
