[1468, 909]
[headline, [80.0, 72.0, 275.0, 25.5], XgjDtp6vSK, 5770293]
[paragraph, [74.0, 1086.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 1104.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 1122.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 1140.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 1158.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 1176.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 1194.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 1212.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 1230.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 1248.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 1266.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 1284.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 1302.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 1320.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 1338.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 1356.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 1374.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [460.0, 312.0, 374.0, 18.0], EBdrrGrifL, 5770293]
[paragraph, [460.0, 330.0, 374.0, 18.0], EBdrrGrifL, 5770293]
[paragraph, [460.0, 348.0, 374.0, 18.0], EBdrrGrifL, 5770293]
[paragraph, [460.0, 366.0, 374.0, 18.0], EBdrrGrifL, 5770293]
[paragraph, [460.0, 384.0, 374.0, 18.0], EBdrrGrifL, 5770293]
[paragraph, [460.0, 402.0, 374.0, 18.0], EBdrrGrifL, 5770293]
[paragraph, [460.0, 420.0, 374.0, 18.0], EBdrrGrifL, 5770293]
[paragraph, [460.0, 438.0, 374.0, 18.0], EBdrrGrifL, 5770293]
[paragraph, [460.0, 456.0, 374.0, 18.0], EBdrrGrifL, 5770293]
[paragraph, [460.0, 474.0, 374.0, 18.0], EBdrrGrifL, 5770293]
[paragraph, [460.0, 492.0, 374.0, 18.0], EBdrrGrifL, 5770293]
[paragraph, [460.0, 510.0, 374.0, 18.0], EBdrrGrifL, 5770293]
[paragraph, [460.0, 528.0, 374.0, 18.0], EBdrrGrifL, 5770293]
[paragraph, [460.0, 546.0, 374.0, 18.0], EBdrrGrifL, 5770293]
[paragraph, [460.0, 564.0, 374.0, 18.0], EBdrrGrifL, 5770293]
[paragraph, [460.0, 582.0, 374.0, 18.0], EBdrrGrifL, 5770293]
[paragraph, [460.0, 600.0, 374.0, 18.0], EBdrrGrifL, 5770293]
[paragraph, [460.0, 618.0, 374.0, 18.0], EBdrrGrifL, 5770293]
[paragraph, [460.0, 636.0, 374.0, 18.0], EBdrrGrifL, 5770293]
[paragraph, [463.0, 652.0, 375.0, 18.0], jwyYIp9KUr, 5770293]
[paragraph, [463.0, 670.0, 375.0, 18.0], jwyYIp9KUr, 5770293]
[paragraph, [463.0, 688.0, 375.0, 18.0], jwyYIp9KUr, 5770293]
[paragraph, [463.0, 706.0, 375.0, 18.0], jwyYIp9KUr, 5770293]
[paragraph, [463.0, 724.0, 375.0, 18.0], jwyYIp9KUr, 5770293]
[paragraph, [463.0, 742.0, 375.0, 18.0], jwyYIp9KUr, 5770293]
[paragraph, [463.0, 760.0, 375.0, 18.0], jwyYIp9KUr, 5770293]
[paragraph, [463.0, 778.0, 375.0, 18.0], jwyYIp9KUr, 5770293]
[paragraph, [463.0, 796.0, 375.0, 18.0], jwyYIp9KUr, 5770293]
[paragraph, [463.0, 814.0, 375.0, 18.0], jwyYIp9KUr, 5770293]
[paragraph, [463.0, 832.0, 375.0, 18.0], jwyYIp9KUr, 5770293]
[paragraph, [463.0, 850.0, 375.0, 18.0], jwyYIp9KUr, 5770293]
[paragraph, [463.0, 868.0, 375.0, 18.0], jwyYIp9KUr, 5770293]
[paragraph, [461.0, 896.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [461.0, 914.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [461.0, 932.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [461.0, 950.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [461.0, 968.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [461.0, 986.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [461.0, 1004.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [461.0, 1022.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [461.0, 1040.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [461.0, 1058.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [461.0, 1076.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [461.0, 1094.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [461.0, 1112.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [461.0, 1130.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [461.0, 1148.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [461.0, 1166.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [461.0, 1184.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [461.0, 1202.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [461.0, 1220.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [461.0, 1238.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [461.0, 1256.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [461.0, 1274.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [461.0, 1292.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [461.0, 1310.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [461.0, 1328.0, 378.0, 18.0], w0uEhDgHFk, 5770293]
[paragraph, [465.0, 1349.0, 370.0, 18.0], GBt3K1Zqgb, 5770293]
[paragraph, [465.0, 1367.0, 370.0, 18.0], GBt3K1Zqgb, 5770293]
