[2339, 1656]
[paragraph, [94.0, 92.0, 716.0, 36.0], shoonya_2s7KCPYIGKFLG2, 5749366]
[paragraph, [828.0, 1278.0, 702.0, 36.0], shoonya_5sSO5F7EDDKL3K, 5749366]
[paragraph, [828.0, 1314.0, 702.0, 36.0], shoonya_5sSO5F7EDDKL3K, 5749366]
[paragraph, [828.0, 1350.0, 702.0, 36.0], shoonya_5sSO5F7EDDKL3K, 5749366]
[paragraph, [828.0, 1386.0, 702.0, 36.0], shoonya_5sSO5F7EDDKL3K, 5749366]
[paragraph, [828.0, 1422.0, 702.0, 36.0], shoonya_5sSO5F7EDDKL3K, 5749366]
[paragraph, [828.0, 1458.0, 702.0, 36.0], shoonya_5sSO5F7EDDKL3K, 5749366]
[paragraph, [828.0, 1494.0, 702.0, 36.0], shoonya_5sSO5F7EDDKL3K, 5749366]
[paragraph, [92.0, 1488.0, 702.0, 36.0], shoonya_0sHK74BQE9S835, 5749366]
[paragraph, [92.0, 1524.0, 702.0, 36.0], shoonya_0sHK74BQE9S835, 5749366]
[paragraph, [92.0, 1560.0, 702.0, 36.0], shoonya_0sHK74BQE9S835, 5749366]
[paragraph, [92.0, 1596.0, 702.0, 36.0], shoonya_0sHK74BQE9S835, 5749366]
[paragraph, [92.0, 1632.0, 702.0, 36.0], shoonya_0sHK74BQE9S835, 5749366]
[paragraph, [92.0, 1668.0, 702.0, 36.0], shoonya_0sHK74BQE9S835, 5749366]
[paragraph, [92.0, 1704.0, 702.0, 36.0], shoonya_0sHK74BQE9S835, 5749366]
[paragraph, [92.0, 1740.0, 702.0, 36.0], shoonya_0sHK74BQE9S835, 5749366]
[paragraph, [92.0, 1776.0, 702.0, 36.0], shoonya_0sHK74BQE9S835, 5749366]
[paragraph, [92.0, 1812.0, 702.0, 36.0], shoonya_0sHK74BQE9S835, 5749366]
[paragraph, [92.0, 1848.0, 702.0, 36.0], shoonya_0sHK74BQE9S835, 5749366]
[paragraph, [92.0, 1884.0, 702.0, 36.0], shoonya_0sHK74BQE9S835, 5749366]
[paragraph, [92.0, 1920.0, 702.0, 36.0], shoonya_0sHK74BQE9S835, 5749366]
[paragraph, [92.0, 1956.0, 702.0, 36.0], shoonya_0sHK74BQE9S835, 5749366]
[paragraph, [824.0, 1548.0, 702.0, 36.0], shoonya_1sJR62MUXLFPVQ, 5749366]
[paragraph, [824.0, 1584.0, 702.0, 36.0], shoonya_1sJR62MUXLFPVQ, 5749366]
[paragraph, [824.0, 1620.0, 702.0, 36.0], shoonya_1sJR62MUXLFPVQ, 5749366]
[paragraph, [824.0, 1656.0, 702.0, 36.0], shoonya_1sJR62MUXLFPVQ, 5749366]
[paragraph, [824.0, 1692.0, 702.0, 36.0], shoonya_1sJR62MUXLFPVQ, 5749366]
[paragraph, [824.0, 1728.0, 702.0, 36.0], shoonya_1sJR62MUXLFPVQ, 5749366]
[paragraph, [824.0, 1764.0, 702.0, 36.0], shoonya_1sJR62MUXLFPVQ, 5749366]
[paragraph, [824.0, 1800.0, 702.0, 36.0], shoonya_1sJR62MUXLFPVQ, 5749366]
[paragraph, [824.0, 1836.0, 702.0, 36.0], shoonya_1sJR62MUXLFPVQ, 5749366]
[paragraph, [824.0, 1872.0, 702.0, 36.0], shoonya_1sJR62MUXLFPVQ, 5749366]
[paragraph, [824.0, 1908.0, 702.0, 36.0], shoonya_1sJR62MUXLFPVQ, 5749366]
[paragraph, [824.0, 1944.0, 702.0, 36.0], shoonya_1sJR62MUXLFPVQ, 5749366]
[paragraph, [824.0, 1980.0, 702.0, 36.0], shoonya_1sJR62MUXLFPVQ, 5749366]
[paragraph, [824.0, 2016.0, 702.0, 36.0], shoonya_1sJR62MUXLFPVQ, 5749366]
[paragraph, [163.0, 2020.0, 618.0, 36.0], bdZ4a3qTTQ, 5749366]
