[2339, 1656]
[paragraph, [831.0, 62.0, 704.0, 36.0], shoonya_5sJKV4X9YHCFKN, 5749452]
[paragraph, [833.0, 1093.0, 715.0, 36.0], shoonya_1sO5N5834CPL3S, 5749452]
[paragraph, [833.0, 1129.0, 715.0, 36.0], shoonya_1sO5N5834CPL3S, 5749452]
[paragraph, [833.0, 1165.0, 715.0, 36.0], shoonya_1sO5N5834CPL3S, 5749452]
[paragraph, [833.0, 1201.0, 715.0, 36.0], shoonya_1sO5N5834CPL3S, 5749452]
[paragraph, [833.0, 1237.0, 715.0, 36.0], shoonya_1sO5N5834CPL3S, 5749452]
[paragraph, [833.0, 1273.0, 715.0, 36.0], shoonya_1sO5N5834CPL3S, 5749452]
[paragraph, [833.0, 1309.0, 715.0, 36.0], shoonya_1sO5N5834CPL3S, 5749452]
[paragraph, [833.0, 1345.0, 715.0, 36.0], shoonya_1sO5N5834CPL3S, 5749452]
[paragraph, [833.0, 1381.0, 715.0, 36.0], shoonya_1sO5N5834CPL3S, 5749452]
[paragraph, [96.0, 290.0, 701.0, 36.0], shoonya_2sM0VAC6G978K9, 5749452]
[paragraph, [96.0, 326.0, 701.0, 36.0], shoonya_2sM0VAC6G978K9, 5749452]
[paragraph, [96.0, 362.0, 701.0, 36.0], shoonya_2sM0VAC6G978K9, 5749452]
[paragraph, [96.0, 398.0, 701.0, 36.0], shoonya_2sM0VAC6G978K9, 5749452]
[paragraph, [96.0, 434.0, 701.0, 36.0], shoonya_2sM0VAC6G978K9, 5749452]
[paragraph, [96.0, 470.0, 701.0, 36.0], shoonya_2sM0VAC6G978K9, 5749452]
[paragraph, [96.0, 506.0, 701.0, 36.0], shoonya_2sM0VAC6G978K9, 5749452]
[paragraph, [97.0, 555.0, 701.0, 36.0], shoonya_4sREISYQYH2L31, 5749452]
[paragraph, [97.0, 591.0, 701.0, 36.0], shoonya_4sREISYQYH2L31, 5749452]
[paragraph, [97.0, 627.0, 701.0, 36.0], shoonya_4sREISYQYH2L31, 5749452]
[paragraph, [97.0, 663.0, 701.0, 36.0], shoonya_4sREISYQYH2L31, 5749452]
[paragraph, [97.0, 699.0, 701.0, 36.0], shoonya_4sREISYQYH2L31, 5749452]
[paragraph, [95.0, 763.0, 707.0, 36.0], shoonya_6sIMWUB239XZ6Q, 5749452]
[paragraph, [95.0, 799.0, 707.0, 36.0], shoonya_6sIMWUB239XZ6Q, 5749452]
[paragraph, [178.0, 874.0, 262.0, 36.0], SxhnaAcfv1, 5749452]
[paragraph, [93.0, 926.0, 714.0, 36.0], ZNBuQhNOBc, 5749452]
[paragraph, [93.0, 962.0, 714.0, 36.0], ZNBuQhNOBc, 5749452]
[paragraph, [91.0, 1035.0, 712.0, 36.0], pipHMGfQ_L, 5749452]
[paragraph, [91.0, 1071.0, 712.0, 36.0], pipHMGfQ_L, 5749452]
[paragraph, [178.0, 1140.0, 569.0, 36.0], GqHUdIYg05, 5749452]
[paragraph, [97.0, 1196.0, 712.0, 36.0], ZCrAG6eIRk, 5749452]
[paragraph, [97.0, 1232.0, 712.0, 36.0], ZCrAG6eIRk, 5749452]
[paragraph, [97.0, 1268.0, 712.0, 36.0], ZCrAG6eIRk, 5749452]
[paragraph, [97.0, 1304.0, 712.0, 36.0], ZCrAG6eIRk, 5749452]
[paragraph, [175.0, 1349.0, 531.0, 36.0], hWWaHUODi6, 5749452]
[paragraph, [97.0, 1407.0, 710.0, 36.0], vt85U7Nm5I, 5749452]
[paragraph, [97.0, 1443.0, 710.0, 36.0], vt85U7Nm5I, 5749452]
[paragraph, [97.0, 1479.0, 710.0, 36.0], vt85U7Nm5I, 5749452]
[paragraph, [97.0, 1515.0, 710.0, 36.0], vt85U7Nm5I, 5749452]
[paragraph, [842.0, 1452.0, 708.0, 36.0], shoonya_0sA6JLCDXA3LK6, 5749452]
[paragraph, [842.0, 1488.0, 708.0, 36.0], shoonya_0sA6JLCDXA3LK6, 5749452]
[paragraph, [842.0, 1524.0, 708.0, 36.0], shoonya_0sA6JLCDXA3LK6, 5749452]
[paragraph, [842.0, 1560.0, 708.0, 36.0], shoonya_0sA6JLCDXA3LK6, 5749452]
[paragraph, [842.0, 1596.0, 708.0, 36.0], shoonya_0sA6JLCDXA3LK6, 5749452]
[paragraph, [842.0, 1632.0, 708.0, 36.0], shoonya_0sA6JLCDXA3LK6, 5749452]
[paragraph, [842.0, 1668.0, 708.0, 36.0], shoonya_0sA6JLCDXA3LK6, 5749452]
[paragraph, [842.0, 1704.0, 708.0, 36.0], shoonya_0sA6JLCDXA3LK6, 5749452]
[paragraph, [842.0, 1740.0, 708.0, 36.0], shoonya_0sA6JLCDXA3LK6, 5749452]
[paragraph, [842.0, 1776.0, 708.0, 36.0], shoonya_0sA6JLCDXA3LK6, 5749452]
[paragraph, [842.0, 1812.0, 708.0, 36.0], shoonya_0sA6JLCDXA3LK6, 5749452]
[paragraph, [842.0, 1848.0, 708.0, 36.0], shoonya_0sA6JLCDXA3LK6, 5749452]
[paragraph, [842.0, 1884.0, 708.0, 36.0], shoonya_0sA6JLCDXA3LK6, 5749452]
[paragraph, [842.0, 1920.0, 708.0, 36.0], shoonya_0sA6JLCDXA3LK6, 5749452]
[paragraph, [842.0, 1956.0, 708.0, 36.0], shoonya_0sA6JLCDXA3LK6, 5749452]
[paragraph, [842.0, 1992.0, 708.0, 36.0], shoonya_0sA6JLCDXA3LK6, 5749452]
[paragraph, [188.0, 1569.0, 505.0, 36.0], qDWUk0Vsco, 5749452]
[paragraph, [173.0, 1626.0, 281.0, 36.0], D5PLoXMns4, 5749452]
[paragraph, [178.0, 1674.0, 631.0, 36.0], 44niFHnhjP, 5749452]
[paragraph, [103.0, 1726.0, 703.0, 36.0], ZiFqwKchr-, 5749452]
[paragraph, [178.0, 1783.0, 306.0, 36.0], RZPzAPElPG, 5749452]
[paragraph, [105.0, 1829.0, 707.0, 36.0], t-GXcpWaaU, 5749452]
[paragraph, [105.0, 1865.0, 707.0, 36.0], t-GXcpWaaU, 5749452]
[paragraph, [107.0, 1939.0, 704.0, 36.0], shoonya_9s980O4PZZX3ZM, 5749452]
[paragraph, [107.0, 1975.0, 704.0, 36.0], shoonya_9s980O4PZZX3ZM, 5749452]
