[2068, 1551]
[folio, [17.0, 26.0, 207.0, 36.0], shoonya_13sB7JI2D20NKV, 5712506]
[paragraph, [17.0, 1325.0, 732.0, 36.0], shoonya_3sQGKH82OM64HO, 5712506]
[paragraph, [17.0, 1361.0, 732.0, 36.0], shoonya_3sQGKH82OM64HO, 5712506]
[paragraph, [17.0, 1397.0, 732.0, 36.0], shoonya_3sQGKH82OM64HO, 5712506]
[paragraph, [17.0, 1433.0, 732.0, 36.0], shoonya_3sQGKH82OM64HO, 5712506]
[paragraph, [17.0, 1469.0, 732.0, 36.0], shoonya_3sQGKH82OM64HO, 5712506]
[paragraph, [756.0, 1278.0, 716.0, 36.0], shoonya_10s0I79ULXH2QF, 5712506]
[paragraph, [756.0, 1314.0, 716.0, 36.0], shoonya_10s0I79ULXH2QF, 5712506]
[paragraph, [756.0, 1350.0, 716.0, 36.0], shoonya_10s0I79ULXH2QF, 5712506]
[paragraph, [756.0, 1386.0, 716.0, 36.0], shoonya_10s0I79ULXH2QF, 5712506]
[paragraph, [756.0, 1422.0, 716.0, 36.0], shoonya_10s0I79ULXH2QF, 5712506]
[paragraph, [753.0, 1473.0, 728.0, 36.0], shoonya_14s4G0Q3KMSNQ1, 5712506]
[paragraph, [753.0, 1509.0, 728.0, 36.0], shoonya_14s4G0Q3KMSNQ1, 5712506]
[paragraph, [753.0, 1545.0, 728.0, 36.0], shoonya_14s4G0Q3KMSNQ1, 5712506]
[paragraph, [753.0, 1581.0, 728.0, 36.0], shoonya_14s4G0Q3KMSNQ1, 5712506]
[paragraph, [753.0, 1617.0, 728.0, 36.0], shoonya_14s4G0Q3KMSNQ1, 5712506]
[paragraph, [753.0, 1653.0, 728.0, 36.0], shoonya_14s4G0Q3KMSNQ1, 5712506]
[paragraph, [753.0, 1689.0, 728.0, 36.0], shoonya_14s4G0Q3KMSNQ1, 5712506]
[paragraph, [19.0, 1515.0, 733.0, 36.0], shoonya_4s0VD2EASOH1A8, 5712506]
[paragraph, [19.0, 1551.0, 733.0, 36.0], shoonya_4s0VD2EASOH1A8, 5712506]
[paragraph, [19.0, 1587.0, 733.0, 36.0], shoonya_4s0VD2EASOH1A8, 5712506]
[paragraph, [24.0, 1644.0, 730.0, 36.0], shoonya_5sVZO6H8HOZ413, 5712506]
[paragraph, [24.0, 1680.0, 730.0, 36.0], shoonya_5sVZO6H8HOZ413, 5712506]
[paragraph, [24.0, 1716.0, 730.0, 36.0], shoonya_5sVZO6H8HOZ413, 5712506]
[paragraph, [24.0, 1752.0, 730.0, 36.0], shoonya_5sVZO6H8HOZ413, 5712506]
[paragraph, [24.0, 1788.0, 730.0, 36.0], shoonya_5sVZO6H8HOZ413, 5712506]
[paragraph, [24.0, 1824.0, 730.0, 36.0], shoonya_5sVZO6H8HOZ413, 5712506]
[paragraph, [24.0, 1860.0, 730.0, 36.0], shoonya_5sVZO6H8HOZ413, 5712506]
[paragraph, [757.0, 1742.0, 722.0, 36.0], N20FPSGIe7, 5712506]
[paragraph, [757.0, 1778.0, 722.0, 36.0], N20FPSGIe7, 5712506]
[paragraph, [757.0, 1814.0, 722.0, 36.0], N20FPSGIe7, 5712506]
[paragraph, [757.0, 1850.0, 722.0, 36.0], N20FPSGIe7, 5712506]
[author, [1301.0, 1905.0, 160.0, 36.0], _v1jOmUW3K, 5712506]
