[2339, 1656]
[paragraph, [803.0, 86.0, 708.0, 36.0], shoonya_3sYN11KFRPH02Z, 5750187]
[paragraph, [804.0, 918.0, 714.0, 36.0], shoonya_1sH2MT57ZJG9I8, 5750187]
[paragraph, [804.0, 954.0, 714.0, 36.0], shoonya_1sH2MT57ZJG9I8, 5750187]
[paragraph, [804.0, 990.0, 714.0, 36.0], shoonya_1sH2MT57ZJG9I8, 5750187]
[paragraph, [804.0, 1026.0, 714.0, 36.0], shoonya_1sH2MT57ZJG9I8, 5750187]
[paragraph, [804.0, 1062.0, 714.0, 36.0], shoonya_1sH2MT57ZJG9I8, 5750187]
[paragraph, [804.0, 1098.0, 714.0, 36.0], shoonya_1sH2MT57ZJG9I8, 5750187]
[paragraph, [804.0, 1134.0, 714.0, 36.0], shoonya_1sH2MT57ZJG9I8, 5750187]
[paragraph, [804.0, 1170.0, 714.0, 36.0], shoonya_1sH2MT57ZJG9I8, 5750187]
[paragraph, [804.0, 1206.0, 714.0, 36.0], shoonya_1sH2MT57ZJG9I8, 5750187]
[paragraph, [804.0, 1242.0, 714.0, 36.0], shoonya_1sH2MT57ZJG9I8, 5750187]
[paragraph, [804.0, 1278.0, 714.0, 36.0], shoonya_1sH2MT57ZJG9I8, 5750187]
[paragraph, [804.0, 1314.0, 714.0, 36.0], shoonya_1sH2MT57ZJG9I8, 5750187]
[paragraph, [804.0, 1350.0, 714.0, 36.0], shoonya_1sH2MT57ZJG9I8, 5750187]
[paragraph, [804.0, 1386.0, 714.0, 36.0], shoonya_1sH2MT57ZJG9I8, 5750187]
[paragraph, [804.0, 1422.0, 714.0, 36.0], shoonya_1sH2MT57ZJG9I8, 5750187]
[paragraph, [804.0, 1458.0, 714.0, 36.0], shoonya_1sH2MT57ZJG9I8, 5750187]
[paragraph, [804.0, 1494.0, 714.0, 36.0], shoonya_1sH2MT57ZJG9I8, 5750187]
[paragraph, [804.0, 1530.0, 714.0, 36.0], shoonya_1sH2MT57ZJG9I8, 5750187]
[paragraph, [804.0, 1566.0, 714.0, 36.0], shoonya_1sH2MT57ZJG9I8, 5750187]
[paragraph, [804.0, 1602.0, 714.0, 36.0], shoonya_1sH2MT57ZJG9I8, 5750187]
[paragraph, [804.0, 1638.0, 714.0, 36.0], shoonya_1sH2MT57ZJG9I8, 5750187]
[paragraph, [128.0, 520.0, 641.0, 36.0], axI_wCppDB, 5750187]
[paragraph, [134.0, 574.0, 435.0, 36.0], dSlEghEyAv, 5750187]
[paragraph, [45.0, 628.0, 728.0, 36.0], aDglIA6ivy, 5750187]
[paragraph, [45.0, 664.0, 728.0, 36.0], aDglIA6ivy, 5750187]
[paragraph, [53.0, 732.0, 726.0, 36.0], ccDE9u2uOH, 5750187]
[paragraph, [53.0, 768.0, 726.0, 36.0], ccDE9u2uOH, 5750187]
[paragraph, [53.0, 804.0, 726.0, 36.0], ccDE9u2uOH, 5750187]
[paragraph, [53.0, 840.0, 726.0, 36.0], ccDE9u2uOH, 5750187]
[section-title, [316.0, 916.0, 204.0, 52.5], shoonya_7sXBJCETV0Z1W3, 5750187]
[paragraph, [67.0, 973.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1009.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1045.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1081.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1117.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1153.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1189.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1225.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1261.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1297.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1333.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1369.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1405.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1441.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1477.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1513.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1549.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1585.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1621.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1657.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1693.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1729.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1765.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1801.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1837.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1873.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1909.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[paragraph, [67.0, 1945.0, 706.0, 36.0], shoonya_0s5DRZX7P26OAB, 5750187]
[ordered-list, [805.0, 1753.0, 605.0, 36.0], wkiu88HJns, 5750187]
[ordered-list, [805.0, 1789.0, 605.0, 36.0], wkiu88HJns, 5750187]
[ordered-list, [805.0, 1825.0, 605.0, 36.0], wkiu88HJns, 5750187]
[ordered-list, [805.0, 1861.0, 605.0, 36.0], wkiu88HJns, 5750187]
[ordered-list, [805.0, 1897.0, 605.0, 36.0], wkiu88HJns, 5750187]
[ordered-list, [805.0, 1933.0, 605.0, 36.0], wkiu88HJns, 5750187]
[ordered-list, [805.0, 1969.0, 605.0, 36.0], wkiu88HJns, 5750187]
[ordered-list, [805.0, 2005.0, 605.0, 36.0], wkiu88HJns, 5750187]
[ordered-list, [805.0, 2041.0, 605.0, 36.0], wkiu88HJns, 5750187]
[reference, [1186.0, 1797.0, 218.0, 36.0], 7rwLd3uExI, 5750187]
[footnote, [70.0, 2058.0, 628.0, 36.0], uHUKQki7Mj, 5750187]
[reference, [1107.0, 2060.0, 218.0, 36.0], XB1eE1uWQl, 5750187]
