[1806, 1262]
[chapter-title, [113.0, 395.0, 1031.0, 58.5], shoonya_4sQQYCKUCUOW5K, 5680404]
[paragraph, [101.0, 959.0, 507.0, 36.0], shoonya_1s217L2DTABB5T, 5680404]
[paragraph, [101.0, 995.0, 507.0, 36.0], shoonya_1s217L2DTABB5T, 5680404]
[paragraph, [101.0, 1031.0, 507.0, 36.0], shoonya_1s217L2DTABB5T, 5680404]
[paragraph, [101.0, 1067.0, 507.0, 36.0], shoonya_1s217L2DTABB5T, 5680404]
[paragraph, [101.0, 1103.0, 507.0, 36.0], shoonya_1s217L2DTABB5T, 5680404]
[paragraph, [101.0, 1139.0, 507.0, 36.0], shoonya_1s217L2DTABB5T, 5680404]
[paragraph, [101.0, 1175.0, 507.0, 36.0], shoonya_1s217L2DTABB5T, 5680404]
[paragraph, [101.0, 1211.0, 507.0, 36.0], shoonya_1s217L2DTABB5T, 5680404]
[paragraph, [101.0, 1247.0, 507.0, 36.0], shoonya_1s217L2DTABB5T, 5680404]
[paragraph, [101.0, 1283.0, 507.0, 36.0], shoonya_1s217L2DTABB5T, 5680404]
[paragraph, [90.0, 1383.0, 514.0, 36.0], shoonya_2s8EB10O11RE7O, 5680404]
[paragraph, [90.0, 1419.0, 514.0, 36.0], shoonya_2s8EB10O11RE7O, 5680404]
[paragraph, [90.0, 1455.0, 514.0, 36.0], shoonya_2s8EB10O11RE7O, 5680404]
[paragraph, [90.0, 1491.0, 514.0, 36.0], shoonya_2s8EB10O11RE7O, 5680404]
[paragraph, [90.0, 1527.0, 514.0, 36.0], shoonya_2s8EB10O11RE7O, 5680404]
[paragraph, [90.0, 1563.0, 514.0, 36.0], shoonya_2s8EB10O11RE7O, 5680404]
[paragraph, [90.0, 1599.0, 514.0, 36.0], shoonya_2s8EB10O11RE7O, 5680404]
[paragraph, [90.0, 1635.0, 514.0, 36.0], shoonya_2s8EB10O11RE7O, 5680404]
[paragraph, [90.0, 1671.0, 514.0, 36.0], shoonya_2s8EB10O11RE7O, 5680404]
