[2339, 1656]
[paragraph, [185.0, 182.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [187.0, 1407.0, 1287.0, 36.0], shoonya_1sYXPNTUXAL8YZ, 5752375]
[paragraph, [187.0, 1443.0, 1287.0, 36.0], shoonya_1sYXPNTUXAL8YZ, 5752375]
[paragraph, [187.0, 1479.0, 1287.0, 36.0], shoonya_1sYXPNTUXAL8YZ, 5752375]
[paragraph, [187.0, 1515.0, 1287.0, 36.0], shoonya_1sYXPNTUXAL8YZ, 5752375]
[paragraph, [187.0, 1551.0, 1287.0, 36.0], shoonya_1sYXPNTUXAL8YZ, 5752375]
[paragraph, [187.0, 1587.0, 1287.0, 36.0], shoonya_1sYXPNTUXAL8YZ, 5752375]
[paragraph, [187.0, 1623.0, 1287.0, 36.0], shoonya_1sYXPNTUXAL8YZ, 5752375]
[paragraph, [187.0, 1659.0, 1287.0, 36.0], shoonya_1sYXPNTUXAL8YZ, 5752375]
[paragraph, [187.0, 1695.0, 1287.0, 36.0], shoonya_1sYXPNTUXAL8YZ, 5752375]
[paragraph, [187.0, 1731.0, 1287.0, 36.0], shoonya_1sYXPNTUXAL8YZ, 5752375]
[paragraph, [187.0, 1767.0, 1287.0, 36.0], shoonya_1sYXPNTUXAL8YZ, 5752375]
[paragraph, [187.0, 1803.0, 1287.0, 36.0], shoonya_1sYXPNTUXAL8YZ, 5752375]
[paragraph, [187.0, 1839.0, 1287.0, 36.0], shoonya_1sYXPNTUXAL8YZ, 5752375]
[paragraph, [187.0, 1875.0, 1287.0, 36.0], shoonya_1sYXPNTUXAL8YZ, 5752375]
[paragraph, [187.0, 1911.0, 1287.0, 36.0], shoonya_1sYXPNTUXAL8YZ, 5752375]
[paragraph, [187.0, 1947.0, 1287.0, 36.0], shoonya_1sYXPNTUXAL8YZ, 5752375]
[paragraph, [187.0, 1983.0, 1287.0, 36.0], shoonya_1sYXPNTUXAL8YZ, 5752375]
[paragraph, [187.0, 2019.0, 1287.0, 36.0], shoonya_1sYXPNTUXAL8YZ, 5752375]
[folio, [296.0, 2129.0, 482.0, 36.0], TpS7pIsCNQ, 5752375]
[folio, [296.0, 2165.0, 482.0, 36.0], TpS7pIsCNQ, 5752375]
[folio, [1005.0, 2148.0, 345.0, 36.0], shoonya_4sNIT6IV6ANI5N, 5752375]
