[2640, 2040]
[folio, [488.0, 51.0, 1044.0, 46.5], vEyGZqkitq, 5699351]
[ordered-list, [212.0, 1573.5, 1613.0, 46.5], shoonya_19sLEMCH66D4TV, 5699351]
[ordered-list, [212.0, 1620.0, 1613.0, 46.5], shoonya_19sLEMCH66D4TV, 5699351]
[ordered-list, [212.0, 1666.5, 1613.0, 46.5], shoonya_19sLEMCH66D4TV, 5699351]
[ordered-list, [212.0, 1713.0, 1613.0, 46.5], shoonya_19sLEMCH66D4TV, 5699351]
[ordered-list, [212.0, 1759.5, 1613.0, 46.5], shoonya_19sLEMCH66D4TV, 5699351]
[ordered-list, [212.0, 1806.0, 1613.0, 46.5], shoonya_19sLEMCH66D4TV, 5699351]
[ordered-list, [212.0, 1852.5, 1613.0, 46.5], shoonya_19sLEMCH66D4TV, 5699351]
[ordered-list, [212.0, 1899.0, 1613.0, 46.5], shoonya_19sLEMCH66D4TV, 5699351]
[ordered-list, [212.0, 1945.5, 1613.0, 46.5], shoonya_19sLEMCH66D4TV, 5699351]
[ordered-list, [212.0, 1992.0, 1613.0, 46.5], shoonya_19sLEMCH66D4TV, 5699351]
[ordered-list, [212.0, 2038.5, 1613.0, 46.5], shoonya_19sLEMCH66D4TV, 5699351]
[ordered-list, [212.0, 2085.0, 1613.0, 46.5], shoonya_19sLEMCH66D4TV, 5699351]
[ordered-list, [212.0, 2131.5, 1613.0, 46.5], shoonya_19sLEMCH66D4TV, 5699351]
[ordered-list, [212.0, 2178.0, 1613.0, 46.5], shoonya_19sLEMCH66D4TV, 5699351]
[ordered-list, [212.0, 2224.5, 1613.0, 46.5], shoonya_19sLEMCH66D4TV, 5699351]
[ordered-list, [212.0, 2271.0, 1613.0, 46.5], shoonya_19sLEMCH66D4TV, 5699351]
[ordered-list, [212.0, 2317.5, 1613.0, 46.5], shoonya_19sLEMCH66D4TV, 5699351]
[ordered-list, [212.0, 2364.0, 1613.0, 46.5], shoonya_19sLEMCH66D4TV, 5699351]
[sub-ordered-list, [226.0, 884.0, 1556.0, 46.5], FriORCwmAV, 5699351]
[sub-ordered-list, [226.0, 930.5, 1556.0, 46.5], FriORCwmAV, 5699351]
[sub-ordered-list, [226.0, 977.0, 1556.0, 46.5], FriORCwmAV, 5699351]
[sub-ordered-list, [226.0, 1023.5, 1556.0, 46.5], FriORCwmAV, 5699351]
[sub-ordered-list, [226.0, 1070.0, 1556.0, 46.5], FriORCwmAV, 5699351]
[sub-ordered-list, [226.0, 1116.5, 1556.0, 46.5], FriORCwmAV, 5699351]
[sub-ordered-list, [226.0, 1163.0, 1556.0, 46.5], FriORCwmAV, 5699351]
[sub-ordered-list, [226.0, 1209.5, 1556.0, 46.5], FriORCwmAV, 5699351]
[sub-ordered-list, [226.0, 1256.0, 1556.0, 46.5], FriORCwmAV, 5699351]
[sub-ordered-list, [226.0, 1302.5, 1556.0, 46.5], FriORCwmAV, 5699351]
[sub-ordered-list, [226.0, 1349.0, 1556.0, 46.5], FriORCwmAV, 5699351]
[sub-ordered-list, [226.0, 1395.5, 1556.0, 46.5], FriORCwmAV, 5699351]
[sub-ordered-list, [226.0, 1442.0, 1556.0, 46.5], FriORCwmAV, 5699351]
[sub-ordered-list, [226.0, 1488.5, 1556.0, 46.5], FriORCwmAV, 5699351]
[sub-ordered-list, [226.0, 1535.0, 1556.0, 46.5], FriORCwmAV, 5699351]
[sub-ordered-list, [226.0, 1581.5, 1556.0, 46.5], FriORCwmAV, 5699351]
[sub-ordered-list, [226.0, 1628.0, 1556.0, 46.5], FriORCwmAV, 5699351]
[sub-ordered-list, [234.0, 2137.0, 1495.0, 46.5], JbwCGZ7AhN, 5699351]
[sub-ordered-list, [234.0, 2183.5, 1495.0, 46.5], JbwCGZ7AhN, 5699351]
[sub-ordered-list, [234.0, 2230.0, 1495.0, 46.5], JbwCGZ7AhN, 5699351]
[sub-ordered-list, [234.0, 2276.5, 1495.0, 46.5], JbwCGZ7AhN, 5699351]
[sub-ordered-list, [234.0, 2323.0, 1495.0, 46.5], JbwCGZ7AhN, 5699351]
[sub-ordered-list, [234.0, 2369.5, 1495.0, 46.5], JbwCGZ7AhN, 5699351]
[folio, [336.0, 2501.0, 1363.0, 46.5], mT7Tr16NVY, 5699351]
