[1286, 736]
[folio, [35.0, 41.0, 130.0, 18.0], shoonya_4s5PO9TH4WB0GY, 5782123]
[subsub-ordered-list, [26.0, 1011.0, 652.0, 18.0], GolV3GteIo, 5782123]
[subsub-ordered-list, [26.0, 1029.0, 652.0, 18.0], GolV3GteIo, 5782123]
[subsub-ordered-list, [26.0, 1047.0, 652.0, 18.0], GolV3GteIo, 5782123]
[subsub-ordered-list, [26.0, 1065.0, 652.0, 18.0], GolV3GteIo, 5782123]
[subsub-ordered-list, [26.0, 1083.0, 652.0, 18.0], GolV3GteIo, 5782123]
[subsub-ordered-list, [26.0, 1101.0, 652.0, 18.0], GolV3GteIo, 5782123]
[subsub-ordered-list, [23.0, 1148.0, 654.0, 18.0], i4LN4lauBL, 5782123]
[subsub-ordered-list, [23.0, 1166.0, 654.0, 18.0], i4LN4lauBL, 5782123]
[subsub-ordered-list, [23.0, 1184.0, 654.0, 18.0], i4LN4lauBL, 5782123]
[subsub-ordered-list, [23.0, 1202.0, 654.0, 18.0], i4LN4lauBL, 5782123]
