[1298, 853]
[section-title, [310.0, 57.0, 256.0, 30.0], shoonya_2s3MOVZXGDQHV0, 5709859]
[paragraph, [57.0, 1022.0, 740.0, 18.0], shoonya_0s7GRUOKCH93ZW, 5709859]
[paragraph, [57.0, 1040.0, 740.0, 18.0], shoonya_0s7GRUOKCH93ZW, 5709859]
[paragraph, [57.0, 1058.0, 740.0, 18.0], shoonya_0s7GRUOKCH93ZW, 5709859]
[paragraph, [57.0, 1076.0, 740.0, 18.0], shoonya_0s7GRUOKCH93ZW, 5709859]
[paragraph, [57.0, 1094.0, 740.0, 18.0], shoonya_0s7GRUOKCH93ZW, 5709859]
[paragraph, [57.0, 1112.0, 740.0, 18.0], shoonya_0s7GRUOKCH93ZW, 5709859]
[paragraph, [59.0, 1141.0, 733.0, 18.0], IWcBk7VwKv, 5709859]
[paragraph, [59.0, 1159.0, 733.0, 18.0], IWcBk7VwKv, 5709859]
[paragraph, [59.0, 1177.0, 733.0, 18.0], IWcBk7VwKv, 5709859]
[paragraph, [59.0, 1195.0, 733.0, 18.0], IWcBk7VwKv, 5709859]
