[1565, 1152]
[answer, [721.0, 119.0, 304.0, 36.0], shoonya_2s6NZTXPR4MMT9, 5713259]
[answer, [420.0, 265.0, 299.0, 36.0], shoonya_9sKGL80T63VFD4, 5713259]
[answer, [420.0, 301.0, 299.0, 36.0], shoonya_9sKGL80T63VFD4, 5713259]
[answer, [420.0, 337.0, 299.0, 36.0], shoonya_9sKGL80T63VFD4, 5713259]
[answer, [420.0, 373.0, 299.0, 36.0], shoonya_9sKGL80T63VFD4, 5713259]
[answer, [420.0, 409.0, 299.0, 36.0], shoonya_9sKGL80T63VFD4, 5713259]
[answer, [420.0, 445.0, 299.0, 36.0], shoonya_9sKGL80T63VFD4, 5713259]
[paragraph, [106.0, 122.0, 311.0, 36.0], shoonya_1sGC98962TOYEE, 5713259]
[paragraph, [106.0, 158.0, 311.0, 36.0], shoonya_1sGC98962TOYEE, 5713259]
[paragraph, [106.0, 194.0, 311.0, 36.0], shoonya_1sGC98962TOYEE, 5713259]
[paragraph, [106.0, 230.0, 311.0, 36.0], shoonya_1sGC98962TOYEE, 5713259]
[paragraph, [106.0, 266.0, 311.0, 36.0], shoonya_1sGC98962TOYEE, 5713259]
[paragraph, [106.0, 302.0, 311.0, 36.0], shoonya_1sGC98962TOYEE, 5713259]
[paragraph, [106.0, 338.0, 311.0, 36.0], shoonya_1sGC98962TOYEE, 5713259]
[paragraph, [106.0, 374.0, 311.0, 36.0], shoonya_1sGC98962TOYEE, 5713259]
[paragraph, [106.0, 410.0, 311.0, 36.0], shoonya_1sGC98962TOYEE, 5713259]
[paragraph, [106.0, 470.0, 313.0, 36.0], shoonya_3sE9APWFWH1RN1, 5713259]
[paragraph, [106.0, 506.0, 313.0, 36.0], shoonya_3sE9APWFWH1RN1, 5713259]
[paragraph, [106.0, 542.0, 313.0, 36.0], shoonya_3sE9APWFWH1RN1, 5713259]
[paragraph, [106.0, 578.0, 313.0, 36.0], shoonya_3sE9APWFWH1RN1, 5713259]
[paragraph, [106.0, 614.0, 313.0, 36.0], shoonya_3sE9APWFWH1RN1, 5713259]
[paragraph, [106.0, 650.0, 313.0, 36.0], shoonya_3sE9APWFWH1RN1, 5713259]
[answer, [422.0, 590.0, 298.0, 36.0], shoonya_7sC0EKEODR42Q4, 5713259]
[answer, [422.0, 626.0, 298.0, 36.0], shoonya_7sC0EKEODR42Q4, 5713259]
[answer, [422.0, 662.0, 298.0, 36.0], shoonya_7sC0EKEODR42Q4, 5713259]
[answer, [422.0, 698.0, 298.0, 36.0], shoonya_7sC0EKEODR42Q4, 5713259]
[answer, [422.0, 734.0, 298.0, 36.0], shoonya_7sC0EKEODR42Q4, 5713259]
[answer, [422.0, 770.0, 298.0, 36.0], shoonya_7sC0EKEODR42Q4, 5713259]
[answer, [422.0, 806.0, 298.0, 36.0], shoonya_7sC0EKEODR42Q4, 5713259]
[answer, [422.0, 842.0, 298.0, 36.0], shoonya_7sC0EKEODR42Q4, 5713259]
[answer, [105.0, 779.0, 308.0, 36.0], shoonya_5sK5DWPCO3BX18, 5713259]
[answer, [105.0, 815.0, 308.0, 36.0], shoonya_5sK5DWPCO3BX18, 5713259]
[answer, [105.0, 851.0, 308.0, 36.0], shoonya_5sK5DWPCO3BX18, 5713259]
[answer, [105.0, 887.0, 308.0, 36.0], shoonya_5sK5DWPCO3BX18, 5713259]
[answer, [725.0, 928.0, 309.0, 36.0], shoonya_4sMO3CB5DKLR4U, 5713259]
[answer, [725.0, 964.0, 309.0, 36.0], shoonya_4sMO3CB5DKLR4U, 5713259]
[answer, [722.0, 1073.0, 310.0, 36.0], shoonya_6sZEP4JS9V2RS4, 5713259]
[answer, [722.0, 1109.0, 310.0, 36.0], shoonya_6sZEP4JS9V2RS4, 5713259]
[answer, [722.0, 1145.0, 310.0, 36.0], shoonya_6sZEP4JS9V2RS4, 5713259]
[answer, [722.0, 1181.0, 310.0, 36.0], shoonya_6sZEP4JS9V2RS4, 5713259]
[answer, [722.0, 1217.0, 310.0, 36.0], shoonya_6sZEP4JS9V2RS4, 5713259]
[answer, [722.0, 1253.0, 310.0, 36.0], shoonya_6sZEP4JS9V2RS4, 5713259]
[answer, [722.0, 1289.0, 310.0, 36.0], shoonya_6sZEP4JS9V2RS4, 5713259]
[answer, [722.0, 1325.0, 310.0, 36.0], shoonya_6sZEP4JS9V2RS4, 5713259]
[answer, [722.0, 1361.0, 310.0, 36.0], shoonya_6sZEP4JS9V2RS4, 5713259]
[answer, [722.0, 1397.0, 310.0, 36.0], shoonya_6sZEP4JS9V2RS4, 5713259]
