[2103, 1391]
[chapter-title, [294.0, 46.0, 733.0, 70.5], shoonya_4s67U21A3DZDEV, 5654491]
[paragraph, [656.0, 389.0, 637.0, 36.0], vjmwbeX_Rt, 5654491]
[paragraph, [656.0, 425.0, 637.0, 36.0], vjmwbeX_Rt, 5654491]
[paragraph, [648.0, 488.0, 646.0, 36.0], 66g46tXezU, 5654491]
[paragraph, [648.0, 524.0, 646.0, 36.0], 66g46tXezU, 5654491]
[paragraph, [648.0, 560.0, 646.0, 36.0], 66g46tXezU, 5654491]
[paragraph, [653.0, 607.0, 640.0, 36.0], 3tojgqdgU5, 5654491]
[paragraph, [653.0, 643.0, 640.0, 36.0], 3tojgqdgU5, 5654491]
[paragraph, [655.0, 705.0, 648.0, 36.0], _L5SJCek_K, 5654491]
[paragraph, [655.0, 741.0, 648.0, 36.0], _L5SJCek_K, 5654491]
[paragraph, [655.0, 777.0, 648.0, 36.0], _L5SJCek_K, 5654491]
[paragraph, [43.0, 814.0, 270.0, 36.0], blE5tfejsO, 5654491]
[paragraph, [43.0, 850.0, 270.0, 36.0], blE5tfejsO, 5654491]
[paragraph, [43.0, 886.0, 270.0, 36.0], blE5tfejsO, 5654491]
[paragraph, [43.0, 922.0, 270.0, 36.0], blE5tfejsO, 5654491]
[paragraph, [43.0, 958.0, 270.0, 36.0], blE5tfejsO, 5654491]
[paragraph, [43.0, 994.0, 270.0, 36.0], blE5tfejsO, 5654491]
[paragraph, [43.0, 1030.0, 270.0, 36.0], blE5tfejsO, 5654491]
[paragraph, [43.0, 1066.0, 270.0, 36.0], blE5tfejsO, 5654491]
[paragraph, [43.0, 1102.0, 270.0, 36.0], blE5tfejsO, 5654491]
[paragraph, [43.0, 1138.0, 270.0, 36.0], blE5tfejsO, 5654491]
[paragraph, [43.0, 1174.0, 270.0, 36.0], blE5tfejsO, 5654491]
[paragraph, [43.0, 1210.0, 270.0, 36.0], blE5tfejsO, 5654491]
[paragraph, [43.0, 1246.0, 270.0, 36.0], blE5tfejsO, 5654491]
[paragraph, [43.0, 1282.0, 270.0, 36.0], blE5tfejsO, 5654491]
[paragraph, [1047.0, 814.0, 248.0, 36.0], 2CiPdvDsN_, 5654491]
[paragraph, [1047.0, 850.0, 248.0, 36.0], 2CiPdvDsN_, 5654491]
[paragraph, [1047.0, 886.0, 248.0, 36.0], 2CiPdvDsN_, 5654491]
[paragraph, [1047.0, 922.0, 248.0, 36.0], 2CiPdvDsN_, 5654491]
[paragraph, [1047.0, 958.0, 248.0, 36.0], 2CiPdvDsN_, 5654491]
[paragraph, [1047.0, 994.0, 248.0, 36.0], 2CiPdvDsN_, 5654491]
[paragraph, [1047.0, 1030.0, 248.0, 36.0], 2CiPdvDsN_, 5654491]
[paragraph, [1047.0, 1066.0, 248.0, 36.0], 2CiPdvDsN_, 5654491]
[paragraph, [1047.0, 1102.0, 248.0, 36.0], 2CiPdvDsN_, 5654491]
[paragraph, [1047.0, 1138.0, 248.0, 36.0], 2CiPdvDsN_, 5654491]
[paragraph, [1047.0, 1174.0, 248.0, 36.0], 2CiPdvDsN_, 5654491]
[paragraph, [1047.0, 1210.0, 248.0, 36.0], 2CiPdvDsN_, 5654491]
[paragraph, [1047.0, 1246.0, 248.0, 36.0], 2CiPdvDsN_, 5654491]
[paragraph, [1047.0, 1282.0, 248.0, 36.0], 2CiPdvDsN_, 5654491]
[paragraph, [36.0, 1331.0, 623.0, 36.0], Dy9FnSCQ0r, 5654491]
[paragraph, [36.0, 1367.0, 623.0, 36.0], Dy9FnSCQ0r, 5654491]
[paragraph, [36.0, 1403.0, 623.0, 36.0], Dy9FnSCQ0r, 5654491]
[paragraph, [36.0, 1439.0, 623.0, 36.0], Dy9FnSCQ0r, 5654491]
[paragraph, [36.0, 1475.0, 623.0, 36.0], Dy9FnSCQ0r, 5654491]
[paragraph, [36.0, 1511.0, 623.0, 36.0], Dy9FnSCQ0r, 5654491]
[paragraph, [36.0, 1547.0, 623.0, 36.0], Dy9FnSCQ0r, 5654491]
[paragraph, [36.0, 1583.0, 623.0, 36.0], Dy9FnSCQ0r, 5654491]
[paragraph, [659.0, 1344.0, 640.0, 36.0], 6UoLmVP8t5, 5654491]
[paragraph, [659.0, 1380.0, 640.0, 36.0], 6UoLmVP8t5, 5654491]
[paragraph, [659.0, 1416.0, 640.0, 36.0], 6UoLmVP8t5, 5654491]
[paragraph, [659.0, 1452.0, 640.0, 36.0], 6UoLmVP8t5, 5654491]
[paragraph, [659.0, 1488.0, 640.0, 36.0], 6UoLmVP8t5, 5654491]
[paragraph, [659.0, 1524.0, 640.0, 36.0], 6UoLmVP8t5, 5654491]
[paragraph, [659.0, 1560.0, 640.0, 36.0], 6UoLmVP8t5, 5654491]
[paragraph, [659.0, 1596.0, 640.0, 36.0], 6UoLmVP8t5, 5654491]
[paragraph, [659.0, 1632.0, 640.0, 36.0], 6UoLmVP8t5, 5654491]
[paragraph, [659.0, 1668.0, 640.0, 36.0], 6UoLmVP8t5, 5654491]
[paragraph, [659.0, 1704.0, 640.0, 36.0], 6UoLmVP8t5, 5654491]
[paragraph, [659.0, 1740.0, 640.0, 36.0], 6UoLmVP8t5, 5654491]
[paragraph, [659.0, 1776.0, 640.0, 36.0], 6UoLmVP8t5, 5654491]
[paragraph, [659.0, 1812.0, 640.0, 36.0], 6UoLmVP8t5, 5654491]
[paragraph, [659.0, 1848.0, 640.0, 36.0], 6UoLmVP8t5, 5654491]
[paragraph, [659.0, 1884.0, 640.0, 36.0], 6UoLmVP8t5, 5654491]
[paragraph, [659.0, 1920.0, 640.0, 36.0], 6UoLmVP8t5, 5654491]
[paragraph, [19.0, 1639.0, 642.0, 36.0], gxpb3D5I1P, 5654491]
[paragraph, [19.0, 1675.0, 642.0, 36.0], gxpb3D5I1P, 5654491]
[paragraph, [19.0, 1711.0, 642.0, 36.0], gxpb3D5I1P, 5654491]
[paragraph, [19.0, 1747.0, 642.0, 36.0], gxpb3D5I1P, 5654491]
[paragraph, [19.0, 1783.0, 642.0, 36.0], gxpb3D5I1P, 5654491]
[paragraph, [19.0, 1819.0, 642.0, 36.0], gxpb3D5I1P, 5654491]
[paragraph, [19.0, 1855.0, 642.0, 36.0], gxpb3D5I1P, 5654491]
[paragraph, [19.0, 1891.0, 642.0, 36.0], gxpb3D5I1P, 5654491]
[paragraph, [19.0, 1927.0, 642.0, 36.0], gxpb3D5I1P, 5654491]
[folio, [475.0, 1995.0, 359.0, 36.0], 3Q_OL8mZCl, 5654491]
[footnote, [350.0, 2052.0, 687.0, 36.0], 0XBTAa_82s, 5654491]
