[3960, 3060]
[paragraph, [490.0, 335.0, 679.0, 52.5], Azet8Zms0y, 5698937]
[answer, [418.0, 2980.5, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 3033.0, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 3085.5, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 3138.0, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 3190.5, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 3243.0, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 3295.5, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 3348.0, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 3400.5, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 3453.0, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 3505.5, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 3558.0, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
