[2640, 1954]
[folio, [1498.0, 66.0, 199.0, 46.5], YCTIGx4QZ6, 5694351]
[paragraph, [1238.0, 1744.0, 512.0, 46.5], shoonya_6sV75WK54BW08W, 5694351]
[paragraph, [1238.0, 1790.5, 512.0, 46.5], shoonya_6sV75WK54BW08W, 5694351]
[paragraph, [1238.0, 1837.0, 512.0, 46.5], shoonya_6sV75WK54BW08W, 5694351]
[paragraph, [1238.0, 1883.5, 512.0, 46.5], shoonya_6sV75WK54BW08W, 5694351]
[paragraph, [1238.0, 1930.0, 512.0, 46.5], shoonya_6sV75WK54BW08W, 5694351]
[paragraph, [1238.0, 1976.5, 512.0, 46.5], shoonya_6sV75WK54BW08W, 5694351]
[paragraph, [1238.0, 2023.0, 512.0, 46.5], shoonya_6sV75WK54BW08W, 5694351]
[paragraph, [1238.0, 2069.5, 512.0, 46.5], shoonya_6sV75WK54BW08W, 5694351]
[paragraph, [1238.0, 2116.0, 512.0, 46.5], shoonya_6sV75WK54BW08W, 5694351]
[paragraph, [1238.0, 2162.5, 512.0, 46.5], shoonya_6sV75WK54BW08W, 5694351]
[unordered-list, [566.0, 1907.0, 416.0, 46.5], 9_PLGyeOq-, 5694351]
[unordered-list, [564.0, 1974.0, 556.0, 46.5], STh8lcFYHD, 5694351]
[unordered-list, [120.0, 2277.0, 234.0, 46.5], RnoBIK1AJt, 5694351]
[folio, [1239.0, 2287.0, 482.0, 46.5], 0hm858Bhb0, 5694351]
[folio, [1239.0, 2333.5, 482.0, 46.5], 0hm858Bhb0, 5694351]
[folio, [1239.0, 2380.0, 482.0, 46.5], 0hm858Bhb0, 5694351]
[unordered-list, [137.0, 2349.0, 519.0, 46.5], GD_vUXDA_Z, 5694351]
[author, [1238.0, 2462.0, 303.0, 46.5], shoonya_5sI18XNVQ243F1, 5694351]
[contact-info, [239.0, 2499.0, 832.0, 46.5], 8j6YRfTOMk, 5694351]
