[1298, 853]
[section-title, [206.0, 68.0, 443.0, 30.0], vOlsgC_B8x, 5709792]
[paragraph, [47.0, 614.0, 755.0, 18.0], shoonya_1s54M7FQ56Z3KQ, 5709792]
[paragraph, [47.0, 632.0, 755.0, 18.0], shoonya_1s54M7FQ56Z3KQ, 5709792]
[paragraph, [47.0, 650.0, 755.0, 18.0], shoonya_1s54M7FQ56Z3KQ, 5709792]
[paragraph, [47.0, 668.0, 755.0, 18.0], shoonya_1s54M7FQ56Z3KQ, 5709792]
[paragraph, [47.0, 686.0, 755.0, 18.0], shoonya_1s54M7FQ56Z3KQ, 5709792]
[paragraph, [47.0, 704.0, 755.0, 18.0], shoonya_1s54M7FQ56Z3KQ, 5709792]
[paragraph, [47.0, 722.0, 755.0, 18.0], shoonya_1s54M7FQ56Z3KQ, 5709792]
[paragraph, [47.0, 740.0, 755.0, 18.0], shoonya_1s54M7FQ56Z3KQ, 5709792]
[paragraph, [47.0, 758.0, 755.0, 18.0], shoonya_1s54M7FQ56Z3KQ, 5709792]
[paragraph, [47.0, 776.0, 755.0, 18.0], shoonya_1s54M7FQ56Z3KQ, 5709792]
[paragraph, [47.0, 794.0, 755.0, 18.0], shoonya_1s54M7FQ56Z3KQ, 5709792]
[paragraph, [47.0, 812.0, 755.0, 18.0], shoonya_1s54M7FQ56Z3KQ, 5709792]
[paragraph, [47.0, 830.0, 755.0, 18.0], shoonya_1s54M7FQ56Z3KQ, 5709792]
[paragraph, [47.0, 848.0, 755.0, 18.0], shoonya_1s54M7FQ56Z3KQ, 5709792]
[paragraph, [47.0, 866.0, 755.0, 18.0], shoonya_1s54M7FQ56Z3KQ, 5709792]
[paragraph, [47.0, 884.0, 755.0, 18.0], shoonya_1s54M7FQ56Z3KQ, 5709792]
[paragraph, [47.0, 902.0, 755.0, 18.0], shoonya_1s54M7FQ56Z3KQ, 5709792]
[paragraph, [47.0, 920.0, 755.0, 18.0], shoonya_1s54M7FQ56Z3KQ, 5709792]
[paragraph, [47.0, 938.0, 755.0, 18.0], shoonya_1s54M7FQ56Z3KQ, 5709792]
[paragraph, [50.0, 976.0, 754.0, 18.0], shoonya_2sCMMPJXL0SQGO, 5709792]
[paragraph, [50.0, 994.0, 754.0, 18.0], shoonya_2sCMMPJXL0SQGO, 5709792]
[paragraph, [50.0, 1012.0, 754.0, 18.0], shoonya_2sCMMPJXL0SQGO, 5709792]
[paragraph, [50.0, 1030.0, 754.0, 18.0], shoonya_2sCMMPJXL0SQGO, 5709792]
[paragraph, [50.0, 1048.0, 754.0, 18.0], shoonya_2sCMMPJXL0SQGO, 5709792]
[paragraph, [50.0, 1066.0, 754.0, 18.0], shoonya_2sCMMPJXL0SQGO, 5709792]
[paragraph, [50.0, 1084.0, 754.0, 18.0], shoonya_2sCMMPJXL0SQGO, 5709792]
[paragraph, [50.0, 1102.0, 754.0, 18.0], shoonya_2sCMMPJXL0SQGO, 5709792]
[paragraph, [50.0, 1120.0, 754.0, 18.0], shoonya_2sCMMPJXL0SQGO, 5709792]
[paragraph, [50.0, 1138.0, 754.0, 18.0], shoonya_2sCMMPJXL0SQGO, 5709792]
[paragraph, [50.0, 1156.0, 754.0, 18.0], shoonya_2sCMMPJXL0SQGO, 5709792]
[paragraph, [50.0, 1174.0, 754.0, 18.0], shoonya_2sCMMPJXL0SQGO, 5709792]
[paragraph, [50.0, 1192.0, 754.0, 18.0], shoonya_2sCMMPJXL0SQGO, 5709792]
[paragraph, [50.0, 1210.0, 754.0, 18.0], shoonya_2sCMMPJXL0SQGO, 5709792]
