[1447, 1063]
[folio, [430.0, 54.0, 197.0, 18.0], eHe4qn0Xon, 5762781]
[paragraph, [535.0, 1247.0, 431.0, 18.0], RuUxNUHq3H, 5762781]
[paragraph, [535.0, 1265.0, 431.0, 18.0], RuUxNUHq3H, 5762781]
[paragraph, [535.0, 1283.0, 431.0, 18.0], RuUxNUHq3H, 5762781]
[paragraph, [535.0, 1301.0, 431.0, 18.0], RuUxNUHq3H, 5762781]
[paragraph, [535.0, 1319.0, 431.0, 18.0], RuUxNUHq3H, 5762781]
[paragraph, [91.0, 1187.0, 433.0, 18.0], zUi1nedMRv, 5762781]
[paragraph, [91.0, 1205.0, 433.0, 18.0], zUi1nedMRv, 5762781]
[paragraph, [91.0, 1223.0, 433.0, 18.0], zUi1nedMRv, 5762781]
[paragraph, [91.0, 1241.0, 433.0, 18.0], zUi1nedMRv, 5762781]
[paragraph, [91.0, 1259.0, 433.0, 18.0], zUi1nedMRv, 5762781]
[paragraph, [91.0, 1277.0, 433.0, 18.0], zUi1nedMRv, 5762781]
[paragraph, [91.0, 1295.0, 433.0, 18.0], zUi1nedMRv, 5762781]
[paragraph, [91.0, 1313.0, 433.0, 18.0], zUi1nedMRv, 5762781]
