[1320, 1176]
[section-title, [97.0, 182.0, 314.0, 30.0], f5MNP8I5CW, 5694002]
[paragraph, [760.0, 1059.0, 330.0, 18.0], axoZYjfY5V, 5694002]
[paragraph, [760.0, 1077.0, 330.0, 18.0], axoZYjfY5V, 5694002]
[paragraph, [760.0, 1095.0, 330.0, 18.0], axoZYjfY5V, 5694002]
[paragraph, [760.0, 1113.0, 330.0, 18.0], axoZYjfY5V, 5694002]
[paragraph, [760.0, 1131.0, 330.0, 18.0], axoZYjfY5V, 5694002]
[paragraph, [760.0, 1149.0, 330.0, 18.0], axoZYjfY5V, 5694002]
[paragraph, [760.0, 1167.0, 330.0, 18.0], axoZYjfY5V, 5694002]
[paragraph, [431.0, 1124.0, 318.0, 18.0], 888UXLhNok, 5694002]
[paragraph, [431.0, 1142.0, 318.0, 18.0], 888UXLhNok, 5694002]
[paragraph, [431.0, 1160.0, 318.0, 18.0], 888UXLhNok, 5694002]
[paragraph, [431.0, 1178.0, 318.0, 18.0], 888UXLhNok, 5694002]
[paragraph, [431.0, 1196.0, 318.0, 18.0], 888UXLhNok, 5694002]
[paragraph, [431.0, 1214.0, 318.0, 18.0], 888UXLhNok, 5694002]
[paragraph, [767.0, 1186.0, 322.0, 18.0], shoonya_2sL1SEDR9H5PSL, 5694002]
[paragraph, [767.0, 1204.0, 322.0, 18.0], shoonya_2sL1SEDR9H5PSL, 5694002]
[paragraph, [767.0, 1222.0, 322.0, 18.0], shoonya_2sL1SEDR9H5PSL, 5694002]
