[1818, 1374]
[folio, [569.0, 105.0, 217.0, 36.0], 6OzZEtVJ85, 5682126]
[paragraph, [108.0, 1329.0, 569.0, 36.0], shoonya_3sP39D0XWNW26I, 5682126]
[paragraph, [108.0, 1365.0, 569.0, 36.0], shoonya_3sP39D0XWNW26I, 5682126]
[paragraph, [108.0, 1401.0, 569.0, 36.0], shoonya_3sP39D0XWNW26I, 5682126]
[paragraph, [108.0, 1437.0, 569.0, 36.0], shoonya_3sP39D0XWNW26I, 5682126]
[paragraph, [108.0, 1473.0, 569.0, 36.0], shoonya_3sP39D0XWNW26I, 5682126]
[paragraph, [108.0, 1509.0, 569.0, 36.0], shoonya_3sP39D0XWNW26I, 5682126]
[paragraph, [108.0, 1545.0, 569.0, 36.0], shoonya_3sP39D0XWNW26I, 5682126]
[paragraph, [108.0, 1581.0, 569.0, 36.0], shoonya_3sP39D0XWNW26I, 5682126]
[paragraph, [108.0, 1617.0, 569.0, 36.0], shoonya_3sP39D0XWNW26I, 5682126]
[paragraph, [108.0, 1653.0, 569.0, 36.0], shoonya_3sP39D0XWNW26I, 5682126]
[paragraph, [700.0, 1496.0, 564.0, 36.0], shoonya_5sV9STKM8BE6BH, 5682126]
[paragraph, [700.0, 1532.0, 564.0, 36.0], shoonya_5sV9STKM8BE6BH, 5682126]
[paragraph, [700.0, 1568.0, 564.0, 36.0], shoonya_5sV9STKM8BE6BH, 5682126]
[paragraph, [700.0, 1604.0, 564.0, 36.0], shoonya_5sV9STKM8BE6BH, 5682126]
[paragraph, [700.0, 1640.0, 564.0, 36.0], shoonya_5sV9STKM8BE6BH, 5682126]
[paragraph, [700.0, 1676.0, 564.0, 36.0], shoonya_5sV9STKM8BE6BH, 5682126]
