[1625, 1211]
[section-title, [205.0, 88.0, 834.0, 49.5], shoonya_3s9SY9PJTGESH1, 5742920]
[paragraph, [788.0, 1378.0, 358.0, 36.0], shoonya_6sO1I9UMJPFM48, 5742920]
[paragraph, [788.0, 1414.0, 358.0, 36.0], shoonya_6sO1I9UMJPFM48, 5742920]
[paragraph, [788.0, 1450.0, 358.0, 36.0], shoonya_6sO1I9UMJPFM48, 5742920]
[paragraph, [68.0, 1163.0, 334.0, 36.0], 9jr4S5zkT1, 5742920]
[paragraph, [68.0, 1199.0, 334.0, 36.0], 9jr4S5zkT1, 5742920]
[paragraph, [68.0, 1235.0, 334.0, 36.0], 9jr4S5zkT1, 5742920]
[paragraph, [68.0, 1271.0, 334.0, 36.0], 9jr4S5zkT1, 5742920]
[paragraph, [48.0, 1328.0, 359.0, 36.0], h76Lh1Abfw, 5742920]
[paragraph, [48.0, 1364.0, 359.0, 36.0], h76Lh1Abfw, 5742920]
[paragraph, [48.0, 1400.0, 359.0, 36.0], h76Lh1Abfw, 5742920]
[paragraph, [48.0, 1436.0, 359.0, 36.0], h76Lh1Abfw, 5742920]
[paragraph, [423.0, 1334.0, 344.0, 36.0], y1hSX8CWW4, 5742920]
[paragraph, [423.0, 1370.0, 344.0, 36.0], y1hSX8CWW4, 5742920]
[paragraph, [423.0, 1406.0, 344.0, 36.0], y1hSX8CWW4, 5742920]
[paragraph, [423.0, 1442.0, 344.0, 36.0], y1hSX8CWW4, 5742920]
