[1320, 1176]
[headline, [337.0, 69.0, 493.0, 25.5], D5so3cUrkJ, 5694418]
[paragraph, [428.0, 675.0, 325.0, 18.0], shoonya_0s63VJBC6IXCHA, 5694418]
[paragraph, [428.0, 693.0, 325.0, 18.0], shoonya_0s63VJBC6IXCHA, 5694418]
[paragraph, [428.0, 711.0, 325.0, 18.0], shoonya_0s63VJBC6IXCHA, 5694418]
[paragraph, [428.0, 729.0, 325.0, 18.0], shoonya_0s63VJBC6IXCHA, 5694418]
[paragraph, [771.0, 463.0, 326.0, 18.0], shoonya_2sJDZD6OKABTZ0, 5694418]
[paragraph, [771.0, 481.0, 326.0, 18.0], shoonya_2sJDZD6OKABTZ0, 5694418]
[paragraph, [771.0, 499.0, 326.0, 18.0], shoonya_2sJDZD6OKABTZ0, 5694418]
[paragraph, [771.0, 517.0, 326.0, 18.0], shoonya_2sJDZD6OKABTZ0, 5694418]
[paragraph, [771.0, 535.0, 326.0, 18.0], shoonya_2sJDZD6OKABTZ0, 5694418]
[paragraph, [771.0, 553.0, 326.0, 18.0], shoonya_2sJDZD6OKABTZ0, 5694418]
[paragraph, [771.0, 571.0, 326.0, 18.0], shoonya_2sJDZD6OKABTZ0, 5694418]
[paragraph, [771.0, 589.0, 326.0, 18.0], shoonya_2sJDZD6OKABTZ0, 5694418]
[paragraph, [771.0, 607.0, 326.0, 18.0], shoonya_2sJDZD6OKABTZ0, 5694418]
[paragraph, [771.0, 625.0, 326.0, 18.0], shoonya_2sJDZD6OKABTZ0, 5694418]
[paragraph, [771.0, 643.0, 326.0, 18.0], shoonya_2sJDZD6OKABTZ0, 5694418]
[paragraph, [775.0, 671.0, 319.0, 18.0], 9jruH0ElH5, 5694418]
[quote, [768.0, 704.0, 339.0, 18.0], uoNgjWIoGk, 5694418]
[quote, [768.0, 722.0, 339.0, 18.0], uoNgjWIoGk, 5694418]
[quote, [768.0, 740.0, 339.0, 18.0], uoNgjWIoGk, 5694418]
[paragraph, [105.0, 1094.0, 263.0, 18.0], JY2A3XukeI, 5694418]
[paragraph, [80.0, 1124.0, 341.0, 18.0], puxGMpUGJL, 5694418]
[paragraph, [80.0, 1142.0, 341.0, 18.0], puxGMpUGJL, 5694418]
[paragraph, [80.0, 1160.0, 341.0, 18.0], puxGMpUGJL, 5694418]
[paragraph, [86.0, 1196.0, 331.0, 18.0], TVBB-ZrR7k, 5694418]
[paragraph, [86.0, 1214.0, 331.0, 18.0], TVBB-ZrR7k, 5694418]
[paragraph, [86.0, 1232.0, 331.0, 18.0], TVBB-ZrR7k, 5694418]
