[792, 612]
[author, [261.0, 105.0, 99.0, 18.0], 6M-dRu5ki9, 6516274]
[paragraph, [408.0, 448.0, 151.0, 18.0], 6DJ0nVlARP, 6516274]
[paragraph, [408.0, 466.0, 151.0, 18.0], 6DJ0nVlARP, 6516274]
[paragraph, [408.0, 484.0, 151.0, 18.0], 6DJ0nVlARP, 6516274]
[paragraph, [408.0, 502.0, 151.0, 18.0], 6DJ0nVlARP, 6516274]
[paragraph, [408.0, 520.0, 151.0, 18.0], 6DJ0nVlARP, 6516274]
[paragraph, [408.0, 538.0, 151.0, 18.0], 6DJ0nVlARP, 6516274]
[paragraph, [408.0, 556.0, 151.0, 18.0], 6DJ0nVlARP, 6516274]
[paragraph, [408.0, 574.0, 151.0, 18.0], 6DJ0nVlARP, 6516274]
[paragraph, [408.0, 592.0, 151.0, 18.0], 6DJ0nVlARP, 6516274]
[paragraph, [408.0, 610.0, 151.0, 18.0], 6DJ0nVlARP, 6516274]
[paragraph, [408.0, 628.0, 151.0, 18.0], 6DJ0nVlARP, 6516274]
[paragraph, [408.0, 646.0, 151.0, 18.0], 6DJ0nVlARP, 6516274]
[paragraph, [408.0, 664.0, 151.0, 18.0], 6DJ0nVlARP, 6516274]
[paragraph, [52.0, 508.0, 151.0, 18.0], TlHrDz4Aoj, 6516274]
[paragraph, [52.0, 526.0, 151.0, 18.0], TlHrDz4Aoj, 6516274]
[paragraph, [52.0, 544.0, 151.0, 18.0], TlHrDz4Aoj, 6516274]
[paragraph, [52.0, 562.0, 151.0, 18.0], TlHrDz4Aoj, 6516274]
[paragraph, [52.0, 580.0, 151.0, 18.0], TlHrDz4Aoj, 6516274]
[paragraph, [52.0, 598.0, 151.0, 18.0], TlHrDz4Aoj, 6516274]
[paragraph, [52.0, 616.0, 151.0, 18.0], TlHrDz4Aoj, 6516274]
[paragraph, [52.0, 634.0, 151.0, 18.0], TlHrDz4Aoj, 6516274]
[paragraph, [52.0, 652.0, 151.0, 18.0], TlHrDz4Aoj, 6516274]
[paragraph, [52.0, 670.0, 151.0, 18.0], TlHrDz4Aoj, 6516274]
[paragraph, [228.0, 524.0, 150.0, 18.0], PE1cYnZ4B0, 6516274]
[paragraph, [228.0, 542.0, 150.0, 18.0], PE1cYnZ4B0, 6516274]
[paragraph, [229.0, 569.0, 151.0, 18.0], w-CaWpry5b, 6516274]
[paragraph, [229.0, 587.0, 151.0, 18.0], w-CaWpry5b, 6516274]
[paragraph, [229.0, 605.0, 151.0, 18.0], w-CaWpry5b, 6516274]
[paragraph, [228.0, 629.0, 150.0, 18.0], pIo8TX366n, 6516274]
[paragraph, [228.0, 647.0, 150.0, 18.0], pIo8TX366n, 6516274]
[paragraph, [228.0, 665.0, 150.0, 18.0], pIo8TX366n, 6516274]
