[1320, 1176]
[folio, [59.0, 55.0, 186.0, 18.0], shoonya_0s72IILO0SUOME, 5694585]
[paragraph, [69.0, 912.0, 341.0, 18.0], shoonya_1sWXA72KJ0S87S, 5694585]
[paragraph, [69.0, 930.0, 341.0, 18.0], shoonya_1sWXA72KJ0S87S, 5694585]
[paragraph, [69.0, 948.0, 341.0, 18.0], shoonya_1sWXA72KJ0S87S, 5694585]
[paragraph, [769.0, 780.0, 339.0, 18.0], 8PNBWgjM1o, 5694585]
[paragraph, [769.0, 798.0, 339.0, 18.0], 8PNBWgjM1o, 5694585]
[paragraph, [769.0, 816.0, 339.0, 18.0], 8PNBWgjM1o, 5694585]
[paragraph, [769.0, 834.0, 339.0, 18.0], 8PNBWgjM1o, 5694585]
[paragraph, [769.0, 852.0, 339.0, 18.0], 8PNBWgjM1o, 5694585]
[paragraph, [769.0, 870.0, 339.0, 18.0], 8PNBWgjM1o, 5694585]
[paragraph, [769.0, 888.0, 339.0, 18.0], 8PNBWgjM1o, 5694585]
[paragraph, [769.0, 906.0, 339.0, 18.0], 8PNBWgjM1o, 5694585]
[paragraph, [769.0, 924.0, 339.0, 18.0], 8PNBWgjM1o, 5694585]
[paragraph, [769.0, 942.0, 339.0, 18.0], 8PNBWgjM1o, 5694585]
[paragraph, [769.0, 960.0, 339.0, 18.0], 8PNBWgjM1o, 5694585]
[paragraph, [769.0, 978.0, 339.0, 18.0], 8PNBWgjM1o, 5694585]
[paragraph, [769.0, 996.0, 339.0, 18.0], 8PNBWgjM1o, 5694585]
[paragraph, [769.0, 1014.0, 339.0, 18.0], 8PNBWgjM1o, 5694585]
[paragraph, [769.0, 1032.0, 339.0, 18.0], 8PNBWgjM1o, 5694585]
[paragraph, [769.0, 1050.0, 339.0, 18.0], 8PNBWgjM1o, 5694585]
[paragraph, [769.0, 1068.0, 339.0, 18.0], 8PNBWgjM1o, 5694585]
[paragraph, [769.0, 1086.0, 339.0, 18.0], 8PNBWgjM1o, 5694585]
[paragraph, [418.0, 815.0, 335.0, 18.0], 7FvkEG8Fdf, 5694585]
[paragraph, [418.0, 833.0, 335.0, 18.0], 7FvkEG8Fdf, 5694585]
[paragraph, [418.0, 851.0, 335.0, 18.0], 7FvkEG8Fdf, 5694585]
[paragraph, [418.0, 875.0, 338.0, 18.0], -xYDeok2Hx, 5694585]
[paragraph, [418.0, 893.0, 338.0, 18.0], -xYDeok2Hx, 5694585]
[paragraph, [418.0, 911.0, 338.0, 18.0], -xYDeok2Hx, 5694585]
[paragraph, [418.0, 929.0, 338.0, 18.0], -xYDeok2Hx, 5694585]
[paragraph, [418.0, 947.0, 338.0, 18.0], -xYDeok2Hx, 5694585]
[paragraph, [418.0, 965.0, 338.0, 18.0], -xYDeok2Hx, 5694585]
[paragraph, [418.0, 983.0, 338.0, 18.0], -xYDeok2Hx, 5694585]
[paragraph, [418.0, 1001.0, 338.0, 18.0], -xYDeok2Hx, 5694585]
[paragraph, [418.0, 1019.0, 338.0, 18.0], -xYDeok2Hx, 5694585]
[paragraph, [418.0, 1037.0, 338.0, 18.0], -xYDeok2Hx, 5694585]
[paragraph, [418.0, 1055.0, 338.0, 18.0], -xYDeok2Hx, 5694585]
[paragraph, [418.0, 1073.0, 338.0, 18.0], -xYDeok2Hx, 5694585]
[paragraph, [418.0, 1091.0, 338.0, 18.0], -xYDeok2Hx, 5694585]
[paragraph, [418.0, 1109.0, 338.0, 18.0], -xYDeok2Hx, 5694585]
[paragraph, [418.0, 1127.0, 338.0, 18.0], -xYDeok2Hx, 5694585]
[paragraph, [418.0, 1145.0, 338.0, 18.0], -xYDeok2Hx, 5694585]
[paragraph, [418.0, 1163.0, 338.0, 18.0], -xYDeok2Hx, 5694585]
[paragraph, [418.0, 1181.0, 338.0, 18.0], -xYDeok2Hx, 5694585]
[paragraph, [418.0, 1199.0, 338.0, 18.0], -xYDeok2Hx, 5694585]
[paragraph, [418.0, 1217.0, 338.0, 18.0], -xYDeok2Hx, 5694585]
[paragraph, [418.0, 1235.0, 338.0, 18.0], -xYDeok2Hx, 5694585]
[section-title, [65.0, 975.0, 185.0, 30.0], WGUpoUD9Rz, 5694585]
[paragraph, [62.0, 1007.0, 348.0, 18.0], 7NTcR5dbtk, 5694585]
[paragraph, [62.0, 1025.0, 348.0, 18.0], 7NTcR5dbtk, 5694585]
[paragraph, [62.0, 1043.0, 348.0, 18.0], 7NTcR5dbtk, 5694585]
[paragraph, [62.0, 1061.0, 348.0, 18.0], 7NTcR5dbtk, 5694585]
[paragraph, [62.0, 1079.0, 348.0, 18.0], 7NTcR5dbtk, 5694585]
[paragraph, [62.0, 1097.0, 348.0, 18.0], 7NTcR5dbtk, 5694585]
[paragraph, [62.0, 1115.0, 348.0, 18.0], 7NTcR5dbtk, 5694585]
[paragraph, [62.0, 1133.0, 348.0, 18.0], 7NTcR5dbtk, 5694585]
[paragraph, [62.0, 1151.0, 348.0, 18.0], 7NTcR5dbtk, 5694585]
[paragraph, [62.0, 1169.0, 348.0, 18.0], 7NTcR5dbtk, 5694585]
[paragraph, [62.0, 1187.0, 348.0, 18.0], 7NTcR5dbtk, 5694585]
[paragraph, [62.0, 1205.0, 348.0, 18.0], 7NTcR5dbtk, 5694585]
[paragraph, [94.0, 1233.0, 312.0, 18.0], KlH1z3X3ym, 5694585]
