[1468, 909]
[headline, [391.0, 72.0, 159.0, 25.5], wBYOSVy7L2, 5769894]
[paragraph, [457.0, 719.0, 376.0, 18.0], IqABiatPqx, 5769894]
[paragraph, [457.0, 737.0, 376.0, 18.0], IqABiatPqx, 5769894]
[paragraph, [457.0, 755.0, 376.0, 18.0], IqABiatPqx, 5769894]
[paragraph, [457.0, 773.0, 376.0, 18.0], IqABiatPqx, 5769894]
[paragraph, [457.0, 791.0, 376.0, 18.0], IqABiatPqx, 5769894]
[paragraph, [457.0, 809.0, 376.0, 18.0], IqABiatPqx, 5769894]
[paragraph, [457.0, 827.0, 376.0, 18.0], IqABiatPqx, 5769894]
[paragraph, [457.0, 845.0, 376.0, 18.0], IqABiatPqx, 5769894]
[paragraph, [77.0, 405.0, 373.0, 18.0], nstH1jqwRW, 5769894]
[paragraph, [77.0, 423.0, 373.0, 18.0], nstH1jqwRW, 5769894]
[paragraph, [77.0, 441.0, 373.0, 18.0], nstH1jqwRW, 5769894]
[paragraph, [77.0, 459.0, 373.0, 18.0], nstH1jqwRW, 5769894]
[paragraph, [77.0, 477.0, 373.0, 18.0], nstH1jqwRW, 5769894]
[paragraph, [77.0, 495.0, 373.0, 18.0], nstH1jqwRW, 5769894]
[paragraph, [77.0, 513.0, 373.0, 18.0], nstH1jqwRW, 5769894]
[paragraph, [77.0, 531.0, 373.0, 18.0], nstH1jqwRW, 5769894]
[paragraph, [77.0, 549.0, 373.0, 18.0], nstH1jqwRW, 5769894]
[paragraph, [77.0, 567.0, 373.0, 18.0], nstH1jqwRW, 5769894]
[paragraph, [77.0, 585.0, 373.0, 18.0], nstH1jqwRW, 5769894]
[paragraph, [77.0, 603.0, 373.0, 18.0], nstH1jqwRW, 5769894]
[paragraph, [77.0, 621.0, 373.0, 18.0], nstH1jqwRW, 5769894]
[paragraph, [77.0, 639.0, 373.0, 18.0], nstH1jqwRW, 5769894]
[paragraph, [75.0, 661.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 679.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 697.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 715.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 733.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 751.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 769.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 787.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 805.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 823.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 841.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 859.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 877.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 895.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 913.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 931.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 949.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 967.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 985.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 1003.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 1021.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 1039.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 1057.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 1075.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 1093.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 1111.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 1129.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 1147.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 1165.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 1183.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 1201.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 1219.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 1237.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 1255.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 1273.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 1291.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 1309.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 1327.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 1345.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [75.0, 1363.0, 375.0, 18.0], diMkb0lqxw, 5769894]
[paragraph, [456.0, 862.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 880.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 898.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 916.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 934.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 952.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 970.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 988.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 1006.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 1024.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 1042.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 1060.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 1078.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 1096.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 1114.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 1132.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 1150.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 1168.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 1186.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 1204.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 1222.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 1240.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 1258.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 1276.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 1294.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 1312.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 1330.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 1348.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
[paragraph, [456.0, 1366.0, 374.0, 18.0], 1MfiL2tGxB, 5769894]
