[2180, 1639]
[paragraph, [814.0, 145.0, 749.0, 36.0], shoonya_5s6S16NNVLKBU3, 5654137]
[paragraph, [819.0, 1161.0, 753.0, 36.0], shoonya_0sL7N9HVOOEDO1, 5654137]
[paragraph, [819.0, 1197.0, 753.0, 36.0], shoonya_0sL7N9HVOOEDO1, 5654137]
[paragraph, [819.0, 1233.0, 753.0, 36.0], shoonya_0sL7N9HVOOEDO1, 5654137]
[paragraph, [819.0, 1269.0, 753.0, 36.0], shoonya_0sL7N9HVOOEDO1, 5654137]
[paragraph, [819.0, 1305.0, 753.0, 36.0], shoonya_0sL7N9HVOOEDO1, 5654137]
[paragraph, [819.0, 1341.0, 753.0, 36.0], shoonya_0sL7N9HVOOEDO1, 5654137]
[paragraph, [819.0, 1377.0, 753.0, 36.0], shoonya_0sL7N9HVOOEDO1, 5654137]
[paragraph, [819.0, 1413.0, 753.0, 36.0], shoonya_0sL7N9HVOOEDO1, 5654137]
[paragraph, [819.0, 1449.0, 753.0, 36.0], shoonya_0sL7N9HVOOEDO1, 5654137]
[paragraph, [819.0, 1485.0, 753.0, 36.0], shoonya_0sL7N9HVOOEDO1, 5654137]
[paragraph, [819.0, 1521.0, 753.0, 36.0], shoonya_0sL7N9HVOOEDO1, 5654137]
[paragraph, [819.0, 1557.0, 753.0, 36.0], shoonya_0sL7N9HVOOEDO1, 5654137]
[paragraph, [819.0, 1593.0, 753.0, 36.0], shoonya_0sL7N9HVOOEDO1, 5654137]
[paragraph, [819.0, 1629.0, 753.0, 36.0], shoonya_0sL7N9HVOOEDO1, 5654137]
[paragraph, [819.0, 1665.0, 753.0, 36.0], shoonya_0sL7N9HVOOEDO1, 5654137]
[paragraph, [819.0, 1701.0, 753.0, 36.0], shoonya_0sL7N9HVOOEDO1, 5654137]
[paragraph, [819.0, 1737.0, 753.0, 36.0], shoonya_0sL7N9HVOOEDO1, 5654137]
[paragraph, [819.0, 1773.0, 753.0, 36.0], shoonya_0sL7N9HVOOEDO1, 5654137]
[paragraph, [819.0, 1809.0, 753.0, 36.0], shoonya_0sL7N9HVOOEDO1, 5654137]
[paragraph, [819.0, 1845.0, 753.0, 36.0], shoonya_0sL7N9HVOOEDO1, 5654137]
[paragraph, [37.0, 1238.0, 777.0, 36.0], shoonya_3sIF4W5BHB080I, 5654137]
[paragraph, [37.0, 1274.0, 777.0, 36.0], shoonya_3sIF4W5BHB080I, 5654137]
[paragraph, [37.0, 1310.0, 777.0, 36.0], shoonya_3sIF4W5BHB080I, 5654137]
[paragraph, [37.0, 1346.0, 777.0, 36.0], shoonya_3sIF4W5BHB080I, 5654137]
[paragraph, [37.0, 1382.0, 777.0, 36.0], shoonya_3sIF4W5BHB080I, 5654137]
[paragraph, [37.0, 1418.0, 777.0, 36.0], shoonya_3sIF4W5BHB080I, 5654137]
[paragraph, [37.0, 1454.0, 777.0, 36.0], shoonya_3sIF4W5BHB080I, 5654137]
[paragraph, [37.0, 1490.0, 777.0, 36.0], shoonya_3sIF4W5BHB080I, 5654137]
[paragraph, [37.0, 1526.0, 777.0, 36.0], shoonya_3sIF4W5BHB080I, 5654137]
[paragraph, [37.0, 1562.0, 777.0, 36.0], shoonya_3sIF4W5BHB080I, 5654137]
[paragraph, [37.0, 1598.0, 777.0, 36.0], shoonya_3sIF4W5BHB080I, 5654137]
[paragraph, [37.0, 1634.0, 777.0, 36.0], shoonya_3sIF4W5BHB080I, 5654137]
[paragraph, [37.0, 1670.0, 777.0, 36.0], shoonya_3sIF4W5BHB080I, 5654137]
[paragraph, [37.0, 1706.0, 777.0, 36.0], shoonya_3sIF4W5BHB080I, 5654137]
[paragraph, [37.0, 1742.0, 777.0, 36.0], shoonya_3sIF4W5BHB080I, 5654137]
[paragraph, [48.0, 1785.0, 769.0, 36.0], shoonya_6sHFTAO9UO4KOI, 5654137]
[paragraph, [48.0, 1821.0, 769.0, 36.0], shoonya_6sHFTAO9UO4KOI, 5654137]
[paragraph, [48.0, 1857.0, 769.0, 36.0], shoonya_6sHFTAO9UO4KOI, 5654137]
[paragraph, [48.0, 1893.0, 769.0, 36.0], shoonya_6sHFTAO9UO4KOI, 5654137]
[paragraph, [48.0, 1929.0, 769.0, 36.0], shoonya_6sHFTAO9UO4KOI, 5654137]
[paragraph, [48.0, 1965.0, 769.0, 36.0], shoonya_6sHFTAO9UO4KOI, 5654137]
[paragraph, [48.0, 2001.0, 769.0, 36.0], shoonya_6sHFTAO9UO4KOI, 5654137]
[paragraph, [48.0, 2037.0, 769.0, 36.0], shoonya_6sHFTAO9UO4KOI, 5654137]
[paragraph, [48.0, 2073.0, 769.0, 36.0], shoonya_6sHFTAO9UO4KOI, 5654137]
[contact-info, [1088.0, 1951.0, 483.0, 36.0], shoonya_9sOHHY1S08A72O, 5654137]
[contact-info, [1088.0, 1987.0, 483.0, 36.0], shoonya_9sOHHY1S08A72O, 5654137]
[contact-info, [1088.0, 2023.0, 483.0, 36.0], shoonya_9sOHHY1S08A72O, 5654137]
[folio, [740.0, 2098.0, 182.0, 36.0], wHDoewPstL, 5654137]
