[2339, 1654]
[folio, [1328.0, 55.0, 230.0, 36.0], E3kIW5QRog, 5750618]
[paragraph, [133.0, 1714.0, 1424.0, 36.0], shoonya_0sHQ8WOULC3S4M, 5750618]
[paragraph, [133.0, 1750.0, 1424.0, 36.0], shoonya_0sHQ8WOULC3S4M, 5750618]
[paragraph, [133.0, 1786.0, 1424.0, 36.0], shoonya_0sHQ8WOULC3S4M, 5750618]
[paragraph, [133.0, 1822.0, 1424.0, 36.0], shoonya_0sHQ8WOULC3S4M, 5750618]
[paragraph, [133.0, 1858.0, 1424.0, 36.0], shoonya_0sHQ8WOULC3S4M, 5750618]
[paragraph, [133.0, 1894.0, 1424.0, 36.0], shoonya_0sHQ8WOULC3S4M, 5750618]
[paragraph, [133.0, 1930.0, 1424.0, 36.0], shoonya_0sHQ8WOULC3S4M, 5750618]
[paragraph, [133.0, 1966.0, 1424.0, 36.0], shoonya_0sHQ8WOULC3S4M, 5750618]
[paragraph, [133.0, 2002.0, 1424.0, 36.0], shoonya_0sHQ8WOULC3S4M, 5750618]
[paragraph, [133.0, 2038.0, 1424.0, 36.0], shoonya_0sHQ8WOULC3S4M, 5750618]
[paragraph, [133.0, 2074.0, 1424.0, 36.0], shoonya_0sHQ8WOULC3S4M, 5750618]
[paragraph, [133.0, 2110.0, 1424.0, 36.0], shoonya_0sHQ8WOULC3S4M, 5750618]
[paragraph, [133.0, 2146.0, 1424.0, 36.0], shoonya_0sHQ8WOULC3S4M, 5750618]
[paragraph, [133.0, 2182.0, 1424.0, 36.0], shoonya_0sHQ8WOULC3S4M, 5750618]
